dataset,shard_index,shard_count,d,lambda_ratio,lambda_star,lambda,log2N,N,alpha,evaluation_resolution,radial_order,angular_order,state_bins,z_order,z,G_N,a_w,b_w,profile_sum,delta_N,w_N,Delta_N,H_N,row_error,cgal_version
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,7.413275574780756605e-01,4.042209267766158631e-02,3.192384760468195554e-02,1.076350685001255247e-02,4.268735445469450801e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,7.497949864999047254e-01,3.735993683649349584e-02,2.953075351551707334e-02,1.003599401239148835e-02,3.956674752790856342e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,7.589856356941091509e-01,3.420512846567396598e-02,2.706931980315849598e-02,9.278001025423348452e-03,3.634732082858184443e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,7.688773639817741978e-01,3.100010964274963962e-02,2.457270316698682844e-02,8.498563186997100741e-03,3.307126635398392744e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,7.794463413230420246e-01,2.778663658076161239e-02,2.207330456980756417e-02,7.706898880937518466e-03,2.978020345074508177e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,7.906671061257641853e-01,2.460517707722463532e-02,1.960226828348283004e-02,6.912295544995249175e-03,2.651456382847807922e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,8.025126265847083440e-01,2.149462845126940552e-02,1.718904857210510478e-02,6.123998298238769039e-03,2.331304687034387382e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,8.149543658035435234e-01,1.849163078329311635e-02,1.486104814999992044e-02,5.351102712889333445e-03,2.021215086288925475e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,8.279623505427240460e-01,1.563007269706433167e-02,1.264332952373492004e-02,4.602453030544709396e-03,1.724578255427963031e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,8.415052434276482085e-01,1.294092418884829759e-02,1.055839772691628820e-02,3.886546928769142161e-03,1.444494465568543079e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,8.555504184431391712e-01,1.045227847611584701e-02,8.626050846279353576e-03,3.211447748124451364e-03,1.183749859440380581e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,8.700640395323723242e-01,8.188580643932165393e-03,6.863293136460079692e-03,2.584704897743533326e-03,9.447998034203613019e-03,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,1.454392162258955068e-14,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,8.850111421109007059e-01,6.170850998043201328e-03,5.284304412386232885e-03,2.013282974202462976e-03,7.297587386588696295e-03,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,9.003557172994012259e-01,4.416850572040241507e-03,3.900458749697566056e-03,1.503499957274436307e-03,5.403958706972002146e-03,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,9.160607986722184570e-01,2.940562017801558268e-03,2.720385255038549385e-03,1.060974689596278636e-03,3.781359944634828021e-03,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,9.320885513127229460e-01,1.752863280121729752e-03,1.750063720538412842e-03,6.905837068220362692e-04,2.440647427360448894e-03,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,9.484003629609381036e-01,8.609571041054762779e-04,9.929482792682211862e-04,3.964273611230825865e-04,1.389375640391303773e-03,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,9.649569370338575425e-01,2.691068109774248304e-04,4.501126628912304763e-04,1.818050738849464449e-04,6.319177367761769212e-04,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,9.817183872943550105e-01,-2.176171257464873875e-05,1.204112677064486528e-04,4.919946258506708816e-05,1.696107302915157342e-04,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,9.986443339406233521e-01,-1.340102521193830178e-05,6.509080604412484733e-07,2.690111764352378503e-07,9.199192368764863766e-07,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.015694000884653558e+00,2.896036559231118714e-04,8.576883355221387505e-05,3.584889164567272798e-05,1.216177251978866030e-04,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.032826313985403477e+00,8.799952911852252984e-04,3.690132749609562513e-04,1.559594954201007247e-04,5.249727703810569759e-04,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.049999999999999822e+00,1.748439506851793895e-03,8.421234387111704335e-04,3.598221955542105048e-04,1.201945634265380938e-03,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.067173686014596168e+00,2.883220872038906070e-03,1.495506474109503572e-03,6.458818327363706957e-04,2.141388306845874376e-03,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.084305999115346086e+00,4.270821549886085616e-03,2.318409481273495023e-03,1.011835398771163000e-03,3.330244880044658240e-03,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.101355666059376404e+00,5.895809189088338856e-03,3.299085105705906480e-03,1.454666379060750095e-03,4.753751484766656141e-03,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,1.865174681370262988e-14,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.118281612705644745e+00,7.741496073056172711e-03,4.424949676974464403e-03,1.970684209585280879e-03,6.395633886559745282e-03,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.135043062966142324e+00,9.789555730711409914e-03,5.682733196068071209e-03,2.555568302947127269e-03,8.238301499015198912e-03,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.151599637039061541e+00,1.202064737169523251e-02,7.058620762881924124e-03,3.204416101303372670e-03,1.026303686418529593e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.167911448687276810e+00,1.441449276897334257e-02,8.538385267370732223e-03,3.911794620689029375e-03,1.245017988805976160e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.183939201327781188e+00,1.694994312718584376e-02,1.010751135129074087e-02,4.671794960681303552e-03,1.477930631197204442e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.199644282700598641e+00,1.960529736319494010e-02,1.175131078845630117e-02,5.478089265014056929e-03,1.722940005347035897e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.214988857889099272e+00,2.235837610919180068e-02,1.345502953620167884e-02,6.323989632174147578e-03,1.977901916837582555e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.229935960467627432e+00,2.518673668324337631e-02,1.520394678511916876e-02,7.202508489825132539e-03,2.240645527494430217e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.244449581556860585e+00,2.806787311844242960e-02,1.698346638345972492e-02,8.106419962810256993e-03,2.508988634626998365e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.258494756572351658e+00,3.097928175148036492e-02,1.877920104159300912e-02,9.028321781252171205e-03,2.780752282284518206e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.272037649457275599e+00,3.389851103796819032e-02,2.057704973481486871e-02,9.960697292708825187e-03,3.053774702752369563e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,2.342570581959080300e-14,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.285045634196456454e+00,3.680365487448770262e-02,2.236326872314441105e-02,1.089597716031845930e-02,3.325924588346287208e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.297487373415291412e+00,3.967307939818967566e-02,2.412453659760776734e-02,1.182660034727169886e-02,3.595113694487946793e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,1.365574320288942545e-14,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.309332893874235459e+00,4.248568982030494212e-02,2.584801374639353333e-02,1.274507400670175927e-02,3.859308775309529260e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.320553658676957731e+00,4.522125478563297774e-02,2.752139661324744593e-02,1.364403191513104477e-02,4.116542852837849070e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.992007221626408864e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.331122636018225558e+00,4.786015412848902001e-02,2.913296709623286462e-02,1.451629110691407196e-02,4.364925820314694005e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,1.065814103640150279e-14,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.341014364305890716e+00,5.038370112056055061e-02,3.067163740883658077e-02,1.535490638664220586e-02,4.602654379547878316e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.350205013500095141e+00,5.277429322864161942e-02,3.212699069837000182e-02,1.615322241621052965e-02,4.828021311458052800e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.358672442521924095e+00,5.501534639808227517e-02,3.348931768948409243e-02,1.690492309317332895e-02,5.039424078265741791e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.366396252593204963e+00,5.709140296998673619e-02,3.474964959395798053e-02,1.760407795712839660e-02,5.235372755108637366e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,1.199040866595169064e-14,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.373357836378950259e+00,5.898833718141018728e-02,3.589978750212167308e-02,1.824518538115914301e-02,5.414497288328081609e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.379540422814057088e+00,6.069323320260772148e-02,3.693232844661380881e-02,1.882321232582456760e-02,5.575554077243837642e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,1.776356839400250465e-14,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.384929117506273011e+00,6.219451061917222190e-02,3.784068830578514453e-02,1.933363045381277304e-02,5.717431875959791410e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.389510938618090385e+00,6.348220182370596654e-02,3.861912169201110745e-02,1.977244842415205872e-02,5.839157011616316617e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,1.176836406102665933e-14,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.393274848141130562e+00,6.454766809728618160e-02,3.926273894946632342e-02,2.013624020580334628e-02,5.939897915526966971e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,1.232347557333923760e-14,6.1.1-I-900
objective_profiles,2,3,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,verification,128,32,33,65,1.396211778487673305e+00,6.538378556106769213e-02,3.976752036646596239e-02,2.042216927151705580e-02,6.018968963798301819e-02,2.825641827020512151e-05,2.417444485350962680e+00,9.463646528078026006e-05,2.494303704055561011e-01,9.658940314238861902e-15,6.1.1-I-900
