d,alpha,policy,gamma,uniform_regret,adversarial_regret
43,3,uniform,0.54179552356457483,0,0.020728357432078903
43,3,adversarial,0.58578643762690508,0.021466258189990706,0
43,3,balanced,0.56324852734109421,0.0052170508555191564,0.0052170508505666735
44,1.5,uniform,0.65365122655767183,0,0.033104362640898
44,1.5,adversarial,0.80000000000000004,0.032017883580792939,2.2204460492503131e-16
44,1.5,balanced,0.72651330977388118,0.00803605761282844,0.0080360576423956775
44,2,uniform,0.58113883008418976,0,0.026334038989723974
44,2,adversarial,0.66666666666666663,0.027046276694730143,2.2204460492503131e-16
44,2,balanced,0.6227766018055888,0.0065835097854520797,0.0065835097099040674
44,3,uniform,0.5417877987264863,0,0.020735953659959616
44,3,adversarial,0.58578643762690508,0.02147610230921182,0
44,3,balanced,0.56324369276063546,0.0052193384053123015,0.0052193383651542025
45,1.5,uniform,0.653666676233849,0,0.033097076763918043
45,1.5,adversarial,0.80000000000000004,0.032007257598100081,2.2204460492503131e-16
45,1.5,balanced,0.72652452427647463,0.0080335637853783393,0.0080335638980073565
45,2,uniform,0.58113883008418976,0,0.026334038989723974
45,2,adversarial,0.66666666666666663,0.027046276694730143,2.2204460492503131e-16
45,2,balanced,0.6227766018055888,0.0065835097854520797,0.0065835097099040674
45,3,uniform,0.54177529967590132,0,0.020748247805671083
45,3,adversarial,0.58578643762690508,0.021485557220561002,0
45,3,balanced,0.56323904071139697,0.0052215400521884447,0.0052215400074417939
46,1.5,uniform,0.65367440107193775,0,0.03309343415471
