alpha,gamma,alternation,best_block,envelope,active_m,is_envelope_minimum
256,5.354999999999999760e-01,8.833857991947448123e-41,3.055759639371125493e+06,3.055759639371125493e+06,12,0
256,5.356666666666667354e-01,9.304242149929707797e-41,3.307391698187214322e+06,3.307391698187214322e+06,12,0
256,5.358333333333333837e-01,9.799459954336019590e-41,3.579649611625442281e+06,3.579649611625442281e+06,12,0
256,5.360000000000000320e-01,1.032081119444448731e-40,3.874216213111623190e+06,3.874216213111623190e+06,12,0
256,5.361666666666666803e-01,1.086966309806544067e-40,4.192910994633267168e+06,4.192910994633267168e+06,12,0
256,5.363333333333333286e-01,1.144745379973167764e-40,4.537701152147300541e+06,4.537701152147300541e+06,12,0
256,5.364999999999999769e-01,1.205569598566054043e-40,4.910713519488389604e+06,4.910713519488389604e+06,12,0
256,5.366666666666666252e-01,1.269598072441739447e-40,5.314247461906704120e+06,5.314247461906704120e+06,12,0
256,5.368333333333333846e-01,1.336998149265415692e-40,5.750788806030954234e+06,5.750788806030954234e+06,12,0
256,5.370000000000000329e-01,1.407945840576891709e-40,6.223024889166601934e+06,6.223024889166601934e+06,12,0
256,5.371666666666666812e-01,1.482626266382578753e-40,6.733860817445158958e+06,6.733860817445158958e+06,12,0
256,5.373333333333333295e-01,1.561234122358579437e-40,7.286437029454722069e+06,7.286437029454722069e+06,12,0
256,5.374999999999999778e-01,1.643974170804226179e-40,7.884148269678927958e+06,7.884148269678927958e+06,12,0
256,5.376666666666667371e-01,1.731061756543539092e-40,8.530664084361998364e+06,8.530664084361998364e+06,12,0
256,5.378333333333333854e-01,1.822723349029556212e-40,9.229950961370045319e+06,9.229950961370045319e+06,12,0
256,5.380000000000000338e-01,1.919197111971694860e-40,9.986296245287407190e+06,9.986296245287407190e+06,12,0
256,5.381666666666666821e-01,2.020733501869868819e-40,1.080433396939704940e+07,1.080433396939704940e+07,12,0
256,5.383333333333333304e-01,2.127595896909772356e-40,1.168907275745850988e+07,1.168907275745850988e+07,12,0
256,5.384999999999999787e-01,2.240061257744921995e-40,1.264592596032448299e+07,1.264592596032448299e+07,12,0
256,5.386666666666666270e-01,2.358420821768419918e-40,1.368074420553773642e+07,1.368074420553773642e+07,12,0
256,5.388333333333333863e-01,2.482980832555355797e-40,1.479985055218017846e+07,1.479985055218017846e+07,12,0
256,5.390000000000000346e-01,2.614063306242161124e-40,1.601007845848811790e+07,1.601007845848811790e+07,12,0
256,5.391666666666666829e-01,2.752006836697125358e-40,1.731881278621044755e+07,1.731881278621044755e+07,12,0
256,5.393333333333333313e-01,2.897167441425763459e-40,1.873403408340890706e+07,1.873403408340890706e+07,12,0
256,5.394999999999999796e-01,3.049919450255254073e-40,2.026436640656995773e+07,2.026436640656995773e+07,12,0
256,5.396666666666667389e-01,3.210656438940875473e-40,2.191912896353868768e+07,2.191912896353868768e+07,12,0
256,5.398333333333333872e-01,3.379792209944427445e-40,2.370839188106544688e+07,2.370839188106544688e+07,12,0
256,5.400000000000000355e-01,3.557761822748000005e-40,2.564303642481370270e+07,2.564303642481370270e+07,12,0
256,5.401666666666666838e-01,3.745022676180056185e-40,2.773482002557044849e+07,2.773482002557044849e+07,12,0
256,5.403333333333333321e-01,3.942055645357999990e-40,2.999644649340951443e+07,2.999644649340951443e+07,12,0
256,5.404999999999999805e-01,4.149366275976728926e-40,3.244164183170496300e+07,3.244164183170496300e+07,12,0
256,5.406666666666666288e-01,4.367486038810579507e-40,3.508523609544204921e+07,3.508523609544204921e+07,12,0
256,5.408333333333333881e-01,4.596973647436649627e-40,3.794325177338360250e+07,3.794325177338360250e+07,12,0
256,5.410000000000000364e-01,4.838416442335871568e-40,4.103299921148528159e+07,4.103299921148528159e+07,12,0
256,5.411666666666666847e-01,5.092431844687330218e-40,4.437317963584210724e+07,4.437317963584210724e+07,12,0
256,5.413333333333333330e-01,5.359668883331905116e-40,4.798399637741398066e+07,4.798399637741398066e+07,12,0
256,5.414999999999999813e-01,5.640809798553273860e-40,5.188727494835190475e+07,5.188727494835190475e+07,12,0
256,5.416666666666666297e-01,5.936571726508913648e-40,5.610659267092865705e+07,5.610659267092865705e+07,12,0
256,5.418333333333333890e-01,6.247708468327985377e-40,6.066741861534418911e+07,6.066741861534418911e+07,12,0
256,5.420000000000000373e-01,6.575012348092353218e-40,6.559726466223202646e+07,6.559726466223202646e+07,12,0
256,5.421666666666666856e-01,6.919316164129636701e-40,7.092584856999912858e+07,7.092584856999912858e+07,12,0
256,5.423333333333333339e-01,7.281495238258205241e-40,7.668526999632009864e+07,7.668526999632009864e+07,12,0
256,5.424999999999999822e-01,7.662469567858313619e-40,8.291020049791388214e+07,8.291020049791388214e+07,12,0
256,5.426666666666666305e-01,8.063206085883143704e-40,8.963808861323079467e+07,8.963808861323079467e+07,12,0
256,5.428333333333333899e-01,8.484721034173392825e-40,9.690938121957580745e+07,9.690938121957580745e+07,12,0
256,5.430000000000000382e-01,8.928082455703083400e-40,1.047677624498173445e+08,1.047677624498173445e+08,12,0
256,5.431666666666666865e-01,9.394412811666866329e-40,1.132604115549145788e+08,1.132604115549145788e+08,12,0
256,5.433333333333333348e-01,9.884891729599628972e-40,1.224382812072404921e+08,1.224382812072404921e+08,12,0
256,5.434999999999999831e-01,1.040075888903493726e-39,1.323563978572045863e+08,1.323563978572045863e+08,12,0
256,5.436666666666667425e-01,1.094331705152044435e-39,1.430741858821953237e+08,1.430741858821953237e+08,12,0
256,5.438333333333333908e-01,1.151393524214445789e-39,1.546558174032732844e+08,1.546558174032732844e+08,12,0
256,5.440000000000000391e-01,1.211405209009018699e-39,1.671705897923187315e+08,1.671705897923187315e+08,12,0
256,5.441666666666666874e-01,1.274517933608021053e-39,1.806933330506689548e+08,1.806933330506689548e+08,12,0
256,5.443333333333333357e-01,1.340890551498658888e-39,1.953048494115008116e+08,1.953048494115008116e+08,12,0
256,5.444999999999999840e-01,1.410689982226625281e-39,2.110923877023646832e+08,2.110923877023646832e+08,12,0
256,5.446666666666666323e-01,1.484091617332018535e-39,2.281501552029808462e+08,2.281501552029808462e+08,12,0
256,5.448333333333333917e-01,1.561279746531232491e-39,2.465798699475902021e+08,2.465798699475902021e+08,12,0
256,5.450000000000000400e-01,1.642448005145137044e-39,2.664913566518556774e+08,2.664913566518556774e+08,12,0
256,5.451666666666666883e-01,1.727799843824037404e-39,2.880505272256333232e+08,2.880505272256333232e+08,13,0
256,5.453333333333333366e-01,1.817549021669590016e-39,3.113770739021375179e+08,3.113770739021375179e+08,13,0
256,5.454999999999999849e-01,1.911920123908583556e-39,3.365841000202183127e+08,3.365841000202183127e+08,13,0
256,5.456666666666667442e-01,2.011149105330458187e-39,3.638225123124882579e+08,3.638225123124882579e+08,13,0
256,5.458333333333333925e-01,2.115483860758074438e-39,3.932552721854097843e+08,3.932552721854097843e+08,13,0
256,5.460000000000000409e-01,2.225184823886148636e-39,4.250583542223554850e+08,4.250583542223554850e+08,13,0
256,5.461666666666666892e-01,2.340525595882674780e-39,4.594217805453559160e+08,4.594217805453559160e+08,13,0
256,5.463333333333333375e-01,2.461793605221227166e-39,4.965507370113019943e+08,4.965507370113019943e+08,13,0
256,5.464999999999999858e-01,2.589290800280664076e-39,5.366667776865300536e+08,5.366667776865300536e+08,13,0
256,5.466666666666666341e-01,2.723334376325027416e-39,5.800091245488352776e+08,5.800091245488352776e+08,13,0
256,5.468333333333333934e-01,2.864257538554561346e-39,6.268360699104273319e+08,6.268360699104273319e+08,13,0
256,5.470000000000000417e-01,3.012410303000980663e-39,6.774264896418980360e+08,6.774264896418980360e+08,13,0
256,5.471666666666666901e-01,3.168160337128485387e-39,7.320814759107154608e+08,7.320814759107154608e+08,13,0
256,5.473333333333333384e-01,3.331893842088397363e-39,7.911260988283448219e+08,7.911260988283448219e+08,13,0
256,5.474999999999999867e-01,3.504016478675347513e-39,8.549113071363871098e+08,8.549113071363871098e+08,13,0
256,5.476666666666666350e-01,3.684954339127792238e-39,9.238159788536318541e+08,9.238159788536318541e+08,13,0
256,5.478333333333333943e-01,3.875154967024381350e-39,9.982491336600390673e+08,9.982491336600390673e+08,13,0
256,5.480000000000000426e-01,4.075088427631457468e-39,1.078652319713799238e+09,1.078652319713799238e+09,13,0
256,5.481666666666666909e-01,4.285248431178894738e-39,1.165502188590387821e+09,1.165502188590387821e+09,13,0
256,5.483333333333333393e-01,4.506153511654316384e-39,1.259313273100010872e+09,1.259313273100010872e+09,13,0
256,5.484999999999999876e-01,4.738348263835470628e-39,1.360640983893642664e+09,1.360640983893642664e+09,13,0
256,5.486666666666666359e-01,4.982404641413466908e-39,1.470084842008498430e+09,1.470084842008498430e+09,13,0
256,5.488333333333333952e-01,5.238923319194324486e-39,1.588291965842316151e+09,1.588291965842316151e+09,13,0
256,5.490000000000000435e-01,5.508535122513453978e-39,1.715960832487264872e+09,1.715960832487264872e+09,13,0
256,5.491666666666666918e-01,5.791902527151112057e-39,1.853845334909816027e+09,1.853845334909816027e+09,13,0
256,5.493333333333333401e-01,6.089721233192334272e-39,2.002759158134738445e+09,2.002759158134738445e+09,13,0
256,5.494999999999999885e-01,6.402721816442877554e-39,2.163580499398426056e+09,2.163580499398426056e+09,13,0
256,5.496666666666666368e-01,6.731671461191127958e-39,2.337257159179454803e+09,2.337257159179454803e+09,13,0
256,5.498333333333333961e-01,7.077375778283910156e-39,2.524812032110030651e+09,2.524812032110030651e+09,13,0
256,5.500000000000000444e-01,7.440680712677833615e-39,2.727349029027976513e+09,2.727349029027976513e+09,13,0
256,5.501666666666666927e-01,7.822474544834427673e-39,2.946059463864174366e+09,2.946059463864174366e+09,13,0
256,5.503333333333333410e-01,8.223689990525427867e-39,3.182228941676149368e+09,3.182228941676149368e+09,13,0
256,5.504999999999999893e-01,8.645306403851047754e-39,3.437244786966115475e+09,3.437244786966115475e+09,13,0
256,5.506666666666666377e-01,9.088352088493252767e-39,3.712604054461186409e+09,3.712604054461186409e+09,13,0
256,5.508333333333332860e-01,9.553906722474617195e-39,4.009922167810978889e+09,4.009922167810978889e+09,13,0
256,5.510000000000000453e-01,1.004310390194825508e-38,4.330942235188628197e+09,4.330942235188628197e+09,13,0
256,5.511666666666666936e-01,1.055713380980224416e-38,4.677545094582798004e+09,4.677545094582798004e+09,13,0
256,5.513333333333333419e-01,1.109724601515662376e-38,5.051760145669700623e+09,5.051760145669700623e+09,13,0
256,5.514999999999999902e-01,1.166475241010607108e-38,5.455777029561014175e+09,5.455777029561014175e+09,13,0
256,5.516666666666666385e-01,1.226103029037756448e-38,5.891958222484053612e+09,5.891958222484053612e+09,13,0
256,5.518333333333333979e-01,1.288752558689553327e-38,6.362852614569037437e+09,6.362852614569037437e+09,13,0
256,5.520000000000000462e-01,1.354575625557042246e-38,6.871210150433284760e+09,6.871210150433284760e+09,13,0
256,5.521666666666666945e-01,1.423731583299849528e-38,7.419997614200495720e+09,7.419997614200495720e+09,13,0
256,5.523333333333333428e-01,1.496387716610728243e-38,8.012415647982756615e+09,8.012415647982756615e+09,13,0
256,5.524999999999999911e-01,1.572719632418712548e-38,8.651917099756998062e+09,8.651917099756998062e+09,13,0
256,5.526666666666666394e-01,1.652911670214019547e-38,9.342226803985584259e+09,9.342226803985584259e+09,13,0
256,5.528333333333332877e-01,1.737157332421402558e-38,1.008736290632889557e+10,1.008736290632889557e+10,13,0
256,5.530000000000000471e-01,1.825659735792105715e-38,1.089165985241153336e+10,1.089165985241153336e+10,13,0
256,5.531666666666666954e-01,1.918632084831368223e-38,1.175979316987202644e+10,1.175979316987202644e+10,13,0
256,5.533333333333333437e-01,2.016298168328544617e-38,1.269680618292975807e+10,1.269680618292975807e+10,13,0
256,5.534999999999999920e-01,2.118892880104920803e-38,1.370813880943622398e+10,1.370813880943622398e+10,13,0
256,5.536666666666666403e-01,2.226662765151739574e-38,1.479965860198485947e+10,1.479965860198485947e+10,13,0
256,5.538333333333333997e-01,2.339866592383184350e-38,1.597769420711384964e+10,1.597769420711384964e+10,13,0
256,5.540000000000000480e-01,2.458775955290957450e-38,1.724907143006963730e+10,1.724907143006963730e+10,13,0
256,5.541666666666666963e-01,2.583675901846337134e-38,1.862115210707760239e+10,1.862115210707760239e+10,13,0
256,5.543333333333333446e-01,2.714865595061437196e-38,2.010187600261503220e+10,2.010187600261503220e+10,13,0
256,5.544999999999999929e-01,2.852659005687145785e-38,2.169980596597865677e+10,2.169980596597865677e+10,13,0
256,5.546666666666666412e-01,2.997385638598737567e-38,2.342417659948012924e+10,2.342417659948012924e+10,13,0
256,5.548333333333334005e-01,3.149391294490777812e-38,2.528494671005140305e+10,2.528494671005140305e+10,13,0
256,5.550000000000000488e-01,3.309038868582358492e-38,2.729285583696482849e+10,2.729285583696482849e+10,13,0
256,5.551666666666666972e-01,3.476709188115963228e-38,2.945948517093747330e+10,2.945948517093747330e+10,13,0
256,5.553333333333333455e-01,3.652801890514458229e-38,3.179732320410870361e+10,3.179732320410870361e+10,13,0
256,5.554999999999999938e-01,3.837736344153717053e-38,3.431983647654508591e+10,3.431983647654508591e+10,13,0
256,5.556666666666666421e-01,4.031952613799809658e-38,3.704154581302570343e+10,3.704154581302570343e+10,13,0
256,5.558333333333334014e-01,4.235912472856813002e-38,3.997810847414366150e+10,3.997810847414366150e+10,13,0
256,5.560000000000000497e-01,4.450100464674149191e-38,4.314640667833790588e+10,4.314640667833790588e+10,13,0
256,5.561666666666666980e-01,4.675025015271077609e-38,4.656464298659384155e+10,4.656464298659384155e+10,13,0
256,5.563333333333333464e-01,4.911219599943304545e-38,5.025244307925011444e+10,5.025244307925011444e+10,13,0
256,5.564999999999999947e-01,5.159243966340198897e-38,5.423096649506931305e+10,5.423096649506931305e+10,13,0
256,5.566666666666666430e-01,5.419685416718893147e-38,5.852302594644882202e+10,5.852302594644882202e+10,13,0
256,5.568333333333334023e-01,5.693160152213284781e-38,6.315321587176782227e+10,6.315321587176782227e+10,13,0
256,5.570000000000000506e-01,5.980314682088622162e-38,6.814805093653799438e+10,6.814805093653799438e+10,13,0
256,5.571666666666666989e-01,6.281827301096808758e-38,7.353611524965951538e+10,7.353611524965951538e+10,13,0
256,5.573333333333333472e-01,6.598409638189537708e-38,7.934822311970280457e+10,7.934822311970280457e+10,13,0
256,5.574999999999999956e-01,6.930808280007001346e-38,8.561759223946380615e+10,8.561759223946380615e+10,13,0
256,5.576666666666666439e-01,7.279806472719283923e-38,9.238003025498806763e+10,9.238003025498806763e+10,13,0
256,5.578333333333334032e-01,7.646225905965415194e-38,9.967413574851948547e+10,9.967413574851948547e+10,13,0
256,5.580000000000000515e-01,8.030928582814633717e-38,1.075415147435677643e+11,1.075415147435677643e+11,13,0
256,5.581666666666666998e-01,8.434818779863394053e-38,1.160270139251952057e+11,1.160270139251952057e+11,13,0
256,5.583333333333333481e-01,8.858845101765655206e-38,1.251789718596970978e+11,1.251789718596970978e+11,13,0
256,5.584999999999999964e-01,9.304002634711445216e-38,1.350494895962176361e+11,1.350494895962176361e+11,13,0
256,5.586666666666666448e-01,9.771335203571335233e-38,1.456947221384053345e+11,1.456947221384053345e+11,13,0
256,5.588333333333332931e-01,1.026193773765274805e-37,1.571751923879398804e+11,1.571751923879398804e+11,13,0
256,5.590000000000000524e-01,1.077695875024557937e-37,1.695561292841358948e+11,1.695561292841358948e+11,13,0
256,5.591666666666667007e-01,1.131760293737883512e-37,1.829078319953830261e+11,1.829078319953830261e+11,13,0
256,5.593333333333333490e-01,1.188513390147284695e-37,1.973060621600290833e+11,1.973060621600290833e+11,13,0
256,5.594999999999999973e-01,1.248087700582574985e-37,2.128324663264219971e+11,2.128324663264219971e+11,13,0
256,5.596666666666666456e-01,1.310622236616564227e-37,2.295750309060816650e+11,2.295750309060816650e+11,13,0
256,5.598333333333334050e-01,1.376262798579290832e-37,2.476285721302477722e+11,2.476285721302477722e+11,13,0
256,5.600000000000000533e-01,1.445162304113146158e-37,2.670952636898096924e+11,2.670952636898096924e+11,13,0
256,5.601666666666667016e-01,1.517481132485296391e-37,2.880852049431093750e+11,2.880852049431093750e+11,13,0
256,5.603333333333333499e-01,1.593387485404427141e-37,3.107170327953110352e+11,3.107170327953110352e+11,13,0
256,5.604999999999999982e-01,1.673057765127313951e-37,3.351185805898498535e+11,3.351185805898498535e+11,13,0
256,5.606666666666666465e-01,1.756676970674776922e-37,3.614275876064038086e+11,3.614275876064038086e+11,13,0
256,5.608333333333332948e-01,1.844439113017359021e-37,3.897924630334502563e+11,3.897924630334502563e+11,13,0
256,5.610000000000000542e-01,1.936547650129789328e-37,4.203731085776557617e+11,4.203731085776557617e+11,13,0
256,5.611666666666667025e-01,2.033215942856891321e-37,4.533418041886666260e+11,4.533418041886666260e+11,13,0
256,5.613333333333333508e-01,2.134667732577163412e-37,4.888841617187219238e+11,4.888841617187219238e+11,13,0
256,5.614999999999999991e-01,2.241137641696397319e-37,5.272001517019463501e+11,5.272001517019463501e+11,13,0
256,5.616666666666666474e-01,2.352871698052832213e-37,5.685052088326971436e+11,5.685052088326971436e+11,13,0
256,5.618333333333334068e-01,2.470127884365601969e-37,6.130314221455939941e+11,6.130314221455939941e+11,13,0
256,5.620000000000000551e-01,2.593176713911015425e-37,6.610288163553454590e+11,6.610288163553454590e+11,13,0
256,5.621666666666667034e-01,2.722301833668150899e-37,7.127667313051379395e+11,7.127667313051379395e+11,13,0
256,5.623333333333333517e-01,2.857800656231167950e-37,7.685353069982949219e+11,7.685353069982949219e+11,13,0
256,5.625000000000000000e-01,2.999985021848449147e-37,8.286470822557302246e+11,8.286470822557302246e+11,13,0
256,5.626666666666666483e-01,3.149181892011329186e-37,8.934387156506619873e+11,8.934387156506619873e+11,13,0
256,5.628333333333332966e-01,3.305734076082529868e-37,9.632728380277039795e+11,9.632728380277039795e+11,13,0
256,5.629999999999999449e-01,3.470000992522960453e-37,1.038540046618433594e+12,1.038540046618433594e+12,13,0
256,5.631666666666667043e-01,3.642359466349868685e-37,1.119661051523531738e+12,1.119661051523531738e+12,13,0
256,5.633333333333333526e-01,3.823204564533378860e-37,1.207088986146483398e+12,1.207088986146483398e+12,13,0
256,5.635000000000000009e-01,4.012950471122396466e-37,1.301311894041362549e+12,1.301311894041362549e+12,13,0
256,5.636666666666666492e-01,4.212031403968764605e-37,1.402855405578086670e+12,1.402855405578086670e+12,13,0
256,5.638333333333332975e-01,4.420902575011210875e-37,1.512285618843643799e+12,1.512285618843643799e+12,13,0
256,5.640000000000000568e-01,4.640041196167604759e-37,1.630212200286546387e+12,1.630212200286546387e+12,13,0
256,5.641666666666667052e-01,4.869947532983747209e-37,1.757291721783376465e+12,1.757291721783376465e+12,13,0
256,5.643333333333333535e-01,5.111146008284495509e-37,1.894231252067423828e+12,1.894231252067423828e+12,13,0
256,5.645000000000000018e-01,5.364186358176813277e-37,2.041792221811185303e+12,2.041792221811185303e+12,13,0
256,5.646666666666666501e-01,5.629644842866578244e-37,2.200794583113406738e+12,2.200794583113406738e+12,13,0
256,5.648333333333332984e-01,5.908125514864583777e-37,2.372121285705129395e+12,2.372121285705129395e+12,13,0
256,5.650000000000000577e-01,6.200261547275186072e-37,2.556723093873160645e+12,2.556723093873160645e+12,13,0
256,5.651666666666667060e-01,6.506716624988296729e-37,2.755623769907244629e+12,2.755623769907244629e+12,13,0
256,5.653333333333333544e-01,6.828186401727693088e-37,2.969925651825657715e+12,2.969925651825657715e+12,13,0
256,5.655000000000000027e-01,7.165400026041196121e-37,3.200815655219729980e+12,3.200815655219729980e+12,13,0
256,5.656666666666666510e-01,7.519121739467815287e-37,3.449571731310529297e+12,3.449571731310529297e+12,13,0
256,5.658333333333332993e-01,7.890152550261365835e-37,3.717569815723776855e+12,3.717569815723776855e+12,13,0
256,5.660000000000000586e-01,8.279331986213143641e-37,4.006291305087970215e+12,4.006291305087970215e+12,13,0
256,5.661666666666667069e-01,8.687539930271143581e-37,4.317331101350013184e+12,4.317331101350013184e+12,13,0
256,5.663333333333333552e-01,9.115698542839452124e-37,4.652406266707857422e+12,4.652406266707857422e+12,13,0
256,5.665000000000000036e-01,9.564774274804327302e-37,5.013365335277980469e+12,5.013365335277980469e+12,13,0
256,5.666666666666666519e-01,1.003577997553476010e-36,5.402198331087871094e+12,5.402198331087871094e+12,13,0
256,5.668333333333333002e-01,1.052977710029509602e-36,5.821047545706544922e+12,5.821047545706544922e+12,13,0
256,5.670000000000000595e-01,1.104787802171511207e-36,6.272219132830416016e+12,6.272219132830416016e+12,13,0
256,5.671666666666667078e-01,1.159124845017564671e-36,6.758195581443578125e+12,6.758195581443578125e+12,13,0
256,5.673333333333333561e-01,1.216110996819811679e-36,7.281649133802837891e+12,7.281649133802837891e+12,13,0
256,5.675000000000000044e-01,1.275874268415420771e-36,7.845456219456238281e+12,7.845456219456238281e+12,13,0
256,5.676666666666666528e-01,1.338548801086152863e-36,8.452712981856422852e+12,8.452712981856422852e+12,13,0
256,5.678333333333333011e-01,1.404275157489215894e-36,9.106751979863412109e+12,9.106751979863412109e+12,13,0
256,5.680000000000000604e-01,1.473200626268107356e-36,9.811160152600675781e+12,9.811160152600675781e+12,13,0
256,5.681666666666667087e-01,1.545479540980747606e-36,1.056979814275312109e+13,1.056979814275312109e+13,13,0
256,5.683333333333333570e-01,1.621273614012611671e-36,1.138682108052714062e+13,1.138682108052714062e+13,13,0
256,5.685000000000000053e-01,1.700752286170494189e-36,1.226670093812945117e+13,1.226670093812945117e+13,13,0
256,5.686666666666666536e-01,1.784093092688555445e-36,1.321425057285718164e+13,1.321425057285718164e+13,13,0
256,5.688333333333333020e-01,1.871482046408414158e-36,1.423464958572020117e+13,1.423464958572020117e+13,13,0
256,5.690000000000000613e-01,1.963114038932479432e-36,1.533347213201022266e+13,1.533347213201022266e+13,13,0
256,5.691666666666667096e-01,2.059193260585422730e-36,1.651671683042477148e+13,1.651671683042477148e+13,13,0
256,5.693333333333333579e-01,2.159933640057865120e-36,1.779083892832635938e+13,1.779083892832635938e+13,13,0
256,5.695000000000000062e-01,2.265559304645309577e-36,1.916278489246285156e+13,1.916278489246285156e+13,13,0
256,5.696666666666666545e-01,2.376305062039401309e-36,2.064002960714843359e+13,2.064002960714843359e+13,13,0
256,5.698333333333334139e-01,2.492416904669794735e-36,2.223061637547423047e+13,2.223061637547423047e+13,13,0
256,5.700000000000000622e-01,2.614152537643907518e-36,2.394319993371225000e+13,2.394319993371225000e+13,13,0
256,5.701666666666667105e-01,2.741781931377774229e-36,2.578709270477794531e+13,2.578709270477794531e+13,13,0
256,5.703333333333333588e-01,2.875587900061630538e-36,2.777682292808117578e+13,2.777682292808117578e+13,14,0
256,5.705000000000000071e-01,3.015866707157418721e-36,2.992208792489861719e+13,2.992208792489861719e+13,14,0
256,5.706666666666666554e-01,3.162928699179489339e-36,3.223228265521033203e+13,3.223228265521033203e+13,14,0
256,5.708333333333333037e-01,3.317098969067134784e-36,3.472002888330178125e+13,3.472002888330178125e+13,14,0
256,5.710000000000000631e-01,3.478718050518035668e-36,3.739890982404766406e+13,3.739890982404766406e+13,14,0
256,5.711666666666667114e-01,3.648142644714019860e-36,4.028354303854583594e+13,4.028354303854583594e+13,14,0
256,5.713333333333333597e-01,3.825746380936726324e-36,4.338965883055093750e+13,4.338965883055093750e+13,14,0
256,5.715000000000000080e-01,4.011920612638084864e-36,4.673418455680116406e+13,4.673418455680116406e+13,14,0
256,5.716666666666666563e-01,4.207075250603614274e-36,5.033533529525566406e+13,5.033533529525566406e+13,14,0
256,5.718333333333334156e-01,4.411639634920770774e-36,5.421271134841040625e+13,5.421271134841040625e+13,14,0
256,5.720000000000000639e-01,4.626063447541484083e-36,5.838740309448669531e+13,5.838740309448669531e+13,14,0
256,5.721666666666667123e-01,4.850817667314664793e-36,6.288210373763543750e+13,6.288210373763543750e+13,14,0
256,5.723333333333333606e-01,5.086395569442326403e-36,6.772123054933704688e+13,6.772123054933704688e+13,14,0
256,5.725000000000000089e-01,5.333313771409486884e-36,7.293105523745992188e+13,7.293105523745992188e+13,14,0
256,5.726666666666666572e-01,5.592113327528214462e-36,7.853984412686659375e+13,7.853984412686659375e+13,14,0
256,5.728333333333333055e-01,5.863360874333688088e-36,8.457800888644456250e+13,8.457800888644456250e+13,14,0
256,5.729999999999999538e-01,6.147649829173007773e-36,9.107826859223951562e+13,9.107826859223951562e+13,14,0
256,5.731666666666667131e-01,6.445601644435009928e-36,9.807582397520681250e+13,9.807582397520681250e+13,14,0
256,5.733333333333333615e-01,6.757867119978016809e-36,1.056085447652587812e+14,1.056085447652587812e+14,14,0
256,5.735000000000000098e-01,7.085127776433020905e-36,1.137171711112890781e+14,1.137171711112890781e+14,14,0
256,5.736666666666666581e-01,7.428097292179159441e-36,1.224455301295979219e+14,1.224455301295979219e+14,14,0
256,5.738333333333333064e-01,7.787523006913359402e-36,1.318407687116395000e+14,1.318407687116395000e+14,14,0
256,5.740000000000000657e-01,8.164187494877481556e-36,1.419536038060313750e+14,1.419536038060313750e+14,14,0
256,5.741666666666667140e-01,8.558910210931949952e-36,1.528385914801146875e+14,1.528385914801146875e+14,14,0
256,5.743333333333333623e-01,8.972549212826295080e-36,1.645544161635029688e+14,1.645544161635029688e+14,14,0
256,5.745000000000000107e-01,9.406002963153214872e-36,1.771642015800600000e+14,1.771642015800600000e+14,14,0
256,5.746666666666666590e-01,9.860212214644194208e-36,1.907358449868810625e+14,1.907358449868810625e+14,14,0
256,5.748333333333333073e-01,1.033616198262125540e-35,2.053423764589170000e+14,2.053423764589170000e+14,14,0
256,5.749999999999999556e-01,1.083488360859847802e-35,2.210623450869755625e+14,2.210623450869755625e+14,14,0
256,5.751666666666667149e-01,1.135745691920723505e-35,2.379802340955123750e+14,2.379802340955123750e+14,14,0
256,5.753333333333333632e-01,1.190501248480346793e-35,2.561869070352853438e+14,2.561869070352853438e+14,14,0
256,5.755000000000000115e-01,1.247873398232180842e-35,2.757800873661285000e+14,2.757800873661285000e+14,14,0
256,5.756666666666666599e-01,1.307986066713816472e-35,2.968648739162670000e+14,2.968648739162670000e+14,14,0
256,5.758333333333333082e-01,1.370968995892710553e-35,3.195542948892801250e+14,3.195542948892801250e+14,14,0
256,5.760000000000000675e-01,1.436958014671892142e-35,3.439699032875320625e+14,3.439699032875320625e+14,14,0
256,5.761666666666667158e-01,1.506095321859927234e-35,3.702424168332653750e+14,3.702424168332653750e+14,14,0
256,5.763333333333333641e-01,1.578529782174885488e-35,3.985124056970236250e+14,3.985124056970236250e+14,14,0
256,5.765000000000000124e-01,1.654417235875747427e-35,4.289310315875090000e+14,4.289310315875090000e+14,14,0
256,5.766666666666666607e-01,1.733920822644016719e-35,4.616608420203695000e+14,4.616608420203695000e+14,14,0
256,5.768333333333333091e-01,1.817211320364195596e-35,4.968766238655755000e+14,4.968766238655755000e+14,14,0
256,5.769999999999999574e-01,1.904467499483417160e-35,5.347663205761474375e+14,5.347663205761474375e+14,14,0
256,5.771666666666666057e-01,1.995876493658152109e-35,5.755320178264340000e+14,5.755320178264340000e+14,14,0
256,5.773333333333333650e-01,2.091634187431492884e-35,6.193910026375570000e+14,6.193910026375570000e+14,14,0
256,5.775000000000000133e-01,2.191945621714751242e-35,6.665769014423645000e+14,6.665769014423645000e+14,14,0
256,5.776666666666666616e-01,2.297025417884259318e-35,7.173409029455545000e+14,7.173409029455545000e+14,14,0
256,5.778333333333333099e-01,2.407098221339520440e-35,7.719530720657040000e+14,7.719530720657040000e+14,14,0
256,5.780000000000000693e-01,2.522399165407943005e-35,8.307037617108983750e+14,8.307037617108983750e+14,14,0
256,5.781666666666667176e-01,2.643174356519565550e-35,8.939051296368942500e+14,8.939051296368942500e+14,14,0
256,5.783333333333333659e-01,2.769681381620143995e-35,9.618927681720237500e+14,9.618927681720237500e+14,14,0
