alpha,dimension,gamma,scaled_difference
4,10,0.5750000000000001,-3.921577445178215
4,10,0.5760000000000001,-3.9177960415072954
4,10,0.577,-3.914023564144671
4,10,0.578,-3.9102599850547293
4,10,0.579,-3.906505276289709
4,10,0.58,-3.902759409989429
4,10,0.581,-3.8990223583811057
4,10,0.582,-3.8952940937790537
4,10,0.583,-3.891574588584521
4,10,0.584,-3.8878638152853973
4,10,0.585,-3.884161746456034
4,10,0.586,-3.8804683547569585
4,10,0.587,-3.8767836129346844
4,10,0.588,-3.873107493821477
4,10,0.589,-3.8694399703350935
4,10,0.59,-3.865781015478591
4,10,0.591,-3.8621306023400592
4,10,0.592,-3.858488704092411
4,10,0.593,-3.854855293993187
4,10,0.594,-3.851230345384258
4,10,0.595,-3.847613831691643
4,10,0.596,-3.844005726425268
4,10,0.597,-3.840406003178758
4,10,0.598,-3.836814635629189
4,10,0.599,-3.833231597536866
4,10,0.6,-3.8296568627450966
4,10,0.601,-3.8260904051799827
4,10,0.602,-3.8225321988501793
4,10,0.603,-3.818982217846658
4,10,0.604,-3.81544043634253
4,10,0.605,-3.8119068285927726
4,10,0.606,-3.8083813689340262
4,10,0.607,-3.804864031784385
4,10,0.608,-3.8013547916431456
4,10,0.609,-3.797853623090617
4,10,0.61,-3.794360500787879
4,10,0.611,-3.79087539947657
4,10,0.612,-3.7873982939786632
4,10,0.613,-3.78392915919624
4,10,0.614,-3.7804679701112964
4,10,0.615,-3.7770147017854905
4,10,0.616,-3.7735693293599404
4,10,0.617,-3.7701318280550233
4,10,0.618,-3.7667021731701156
4,10,0.619,-3.763280340083426
4,10,0.62,-3.7598663042517333
4,10,0.621,-3.756460041210199
4,10,0.622,-3.7530615265721345
4,10,0.623,-3.7496707360288095
4,10,0.624,-3.7462876453492
4,10,0.625,-3.74291223037982
4,10,0.626,-3.739544467044451
4,10,0.627,-3.736184331343988
4,10,0.628,-3.73283179935618
4,10,0.629,-3.7294868472354348
4,10,0.63,-3.726149451212617
4,10,0.631,-3.722819587594808
4,10,0.632,-3.719497232765132
4,10,0.633,-3.716182363182503
4,10,0.634,-3.7128749553814444
4,10,0.635,-3.7095749859718774
4,10,0.636,-3.7062824316388743
4,10,0.637,-3.7029972691425095
4,10,0.638,-3.6997194753175977
4,10,0.639,-3.696449027073505
4,10,0.64,-3.6931859013939516
4,10,0.641,-3.689930075336776
4,10,0.642,-3.6866815260337615
4,10,0.643,-3.683440230690398
4,10,0.644,-3.6802061665856955
4,10,0.645,-3.676979311071964
4,10,0.646,-3.6737596415746276
4,10,0.647,-3.670547135591975
4,10,0.648,-3.6673417706950295
4,10,0.649,-3.6641435245272547
4,10,0.65,-3.660952374804427
4,10,0.651,-3.6577682993143834
4,10,0.652,-3.6545912759168364
4,10,0.653,-3.651421282543166
4,10,0.654,-3.6482582971962296
4,10,0.655,-3.6451022979501424
4,10,0.656,-3.641953262950066
4,10,0.657,-3.6388111704120663
4,10,0.658,-3.6356759986228138
4,10,0.659,-3.6325477259394767
4,10,0.66,-3.629426330789476
4,10,0.661,-3.6263117916702847
4,10,0.662,-3.6232040871492277
4,10,0.663,-3.6201031958633
4,10,0.664,-3.617009096518964
4,10,0.665,-3.6139217678919255
4,10,0.666,-3.6108411888269742
4,10,0.667,-3.607767338237746
4,10,0.668,-3.6047001951065782
4,10,0.669,-3.6016397384842525
4,10,0.67,-3.5985859474898274
4,10,0.671,-3.5955388013104628
4,10,0.672,-3.5924982792011795
4,10,0.673,-3.589464360484711
4,10,0.674,-3.5864370245512744
4,10,0.675,-3.5834162508583756
4,10,0.676,-3.580402018930644
4,10,0.677,-3.5773943083596227
4,10,0.678,-3.5743930988035544
4,10,0.679,-3.571398369987231
4,10,0.68,-3.5684101017017555
4,10,0.681,-3.565428273804394
4,10,0.682,-3.562452866218353
4,10,0.683,-3.559483858932593
4,10,0.684,-3.556521232001648
4,10,0.685,-3.5535649655454304
4,10,0.686,-3.5506150397490366
4,10,0.687,-3.5476714348625626
4,10,0.6880000000000001,-3.544734131200906
4,10,0.6890000000000001,-3.541803109143593
4,10,0.6900000000000001,-3.538878349134569
4,10,0.6910000000000001,-3.5359598316820295
4,10,0.6920000000000001,-3.5330475373582293
4,10,0.6930000000000001,-3.530141446799271
4,10,0.6940000000000001,-3.5272415407049484
4,10,0.6950000000000001,-3.5243477998385586
4,10,0.6960000000000001,-3.521460205026685
4,10,0.6970000000000001,-3.518578737159044
4,10,0.6980000000000001,-3.5157033771882906
4,10,0.6990000000000001,-3.5128341061298185
4,10,0.7000000000000001,-3.509970905061588
4,10,0.7010000000000001,-3.507113755123956
4,10,0.7020000000000001,-3.5042626375194574
4,10,0.7030000000000001,-3.5014175335126496
4,10,0.704,-3.49857842442993
4,10,0.705,-3.4957452916593112
4,10,0.706,-3.4929181166503187
4,10,0.707,-3.4900968809137134
4,10,0.708,-3.4872815660213874
4,10,0.709,-3.484472153606144
4,10,0.71,-3.481668625361527
4,10,0.711,-3.478870963041645
4,10,0.712,-3.4760791484609666
4,10,0.713,-3.4732931634941777
4,10,0.714,-3.47051299007598
4,10,0.715,-3.467738610200901
4,10,0.716,-3.464970005923156
4,10,0.717,-3.4622071593564185
4,10,0.718,-3.4594500526736938
4,10,0.719,-3.456698668107079
4,10,0.72,-3.4539529879476683
4,10,0.721,-3.451212994545292
4,10,0.722,-3.4484786703084036
4,10,0.723,-3.445749997703862
4,10,0.724,-3.443026959256781
4,10,0.725,-3.440309537550361
4,10,0.726,-3.437597715225661
4,10,0.727,-3.4348914749814985
4,10,0.728,-3.4321907995742285
4,10,0.729,-3.429495671817575
4,10,0.73,-3.4268060745824744
4,10,0.731,-3.4241219907968756
4,10,0.732,-3.421443403445604
4,10,0.733,-3.4187702955701615
4,10,0.734,-3.416102650268553
4,10,0.735,-3.4134404506951355
4,10,0.736,-3.410783680060435
4,10,0.737,-3.40813232163097
4,10,0.738,-3.405486358729103
4,10,0.739,-3.402845774732841
4,10,0.74,-3.4002105530756843
4,10,0.741,-3.3975806772464647
4,10,0.742,-3.394956130789153
4,10,0.743,-3.3923368973027146
4,10,0.744,-3.3897229604409187
4,10,0.745,-3.3871143039122
4,10,0.746,-3.384510911479458
4,10,0.747,-3.3819127669599247
4,10,0.748,-3.3793198542249536
4,10,0.749,-3.376732157199905
4,10,0.75,-3.374149659863944
4,10,0.751,-3.3715723462498968
4,10,0.752,-3.3690002004440567
4,10,0.753,-3.3664332065860627
4,10,0.754,-3.3638713488686878
4,10,0.755,-3.361314611537715
4,10,0.756,-3.3587629788917517
4,10,0.757,-3.3562164352820734
4,10,0.758,-3.3536749651124573
4,10,0.759,-3.3511385528390267
4,10,0.76,-3.3486071829700856
4,10,0.761,-3.3460808400659428
4,10,0.762,-3.3435595087387893
4,10,0.763,-3.341043173652497
4,10,0.764,-3.33853181952247
4,10,0.765,-3.3360254311155026
4,10,0.766,-3.333523993249592
4,10,0.767,-3.331027490793802
4,10,0.768,-3.3285359086680955
4,10,0.769,-3.326049231843161
4,10,0.77,-3.3235674453402897
4,10,0.771,-3.3210905342311725
4,10,0.772,-3.3186184836377985
4,10,0.773,-3.3161512787322254
4,10,0.774,-3.3136889047364946
4,10,0.775,-3.3112313469224377
4,10,0.776,-3.3087785906115155
4,10,0.777,-3.306330621174679
4,10,0.778,-3.3038874240322214
4,10,0.779,-3.3014489846535855
4,10,0.78,-3.2990152885572535
4,10,0.781,-3.2965863213105697
4,10,0.782,-3.2941620685295803
4,10,0.783,-3.2917425158789038
4,10,0.784,-3.2893276490715593
4,10,0.785,-3.2869174538688197
4,10,0.786,-3.284511916080052
4,10,0.787,-3.2821110215625806
4,10,0.788,-3.279714756221531
4,10,0.789,-3.2773231060096544
4,10,0.79,-3.274936056927226
4,10,0.791,-3.2725535950218445
4,10,0.792,-3.2701757063883163
4,10,0.793,-3.267802377168476
4,10,0.794,-3.2654335935510783
4,10,0.795,-3.2630693417716063
4,10,0.796,-3.260709608112151
4,10,0.797,-3.258354378901246
4,10,0.798,-3.256003640513737
4,10,0.799,-3.253657379370617
4,10,0.8,-3.2513155819388917
4,10,0.801,-3.2489782347314144
4,10,0.802,-3.246645324306775
4,10,0.803,-3.2443168372691233
4,10,0.804,-3.2419927602680163
4,10,0.805,-3.23967307999831
4,10,0.806,-3.237357783199988
4,10,0.807,-3.2350468566580117
4,10,0.808,-3.2327402872021938
4,10,0.809,-3.230438061707046
4,10,0.81,-3.228140167091645
4,10,0.811,-3.2258465903194598
4,10,0.812,-3.2235573183982513
4,10,0.8130000000000001,-3.2212723383799036
4,10,0.8140000000000001,-3.2189916373602734
4,10,0.8150000000000001,-3.216715202479079
4,10,0.8160000000000001,-3.214443020919732
4,10,0.8170000000000001,-3.2121750799092066
4,10,0.8180000000000001,-3.209911366717908
4,10,0.8190000000000001,-3.2076518686595046
4,10,0.8200000000000001,-3.205396573090824
4,10,0.8210000000000001,-3.2031454674116877
4,10,0.8220000000000001,-3.200898539064779
4,10,0.8230000000000001,-3.198655775535512
4,10,0.8240000000000001,-3.196417164351871
4,10,0.8250000000000001,-3.1941826930843096
4,10,0.8260000000000001,-3.191952349345569
4,10,0.8270000000000001,-3.189726120790577
4,10,0.8280000000000001,-3.187503995116284
4,10,0.8290000000000001,-3.185285960061556
4,10,0.8300000000000001,-3.1830720034070135
4,10,0.8310000000000001,-3.1808621129748973
4,10,0.8320000000000001,-3.1786562766289372
4,10,0.833,-3.1764544822742358
4,10,0.834,-3.1742567178570957
4,10,0.835,-3.172062971364915
4,10,0.836,-3.1698732308260444
4,10,0.837,-3.1676874843096514
4,10,0.838,-3.16550571992559
4,10,0.839,-3.1633279258242517
4,10,0.84,-3.1611540901964643
4,10,0.841,-3.1589842012733307
4,10,0.842,-3.1568182473261155
4,10,0.843,-3.154656216666095
4,10,0.844,-3.152498097644453
4,10,0.845,-3.150343878652113
4,10,0.846,-3.14819354811964
4,10,0.847,-3.146047094517095
4,10,0.848,-3.1439045063539006
4,10,0.849,-3.1417657721787364
4,10,0.85,-3.139630880579374
4,10,0.851,-3.1374998201825752
4,10,0.852,-3.1353725796539536
4,10,0.853,-3.1332491476978355
4,10,0.854,-3.131129513057158
4,10,0.855,-3.129013664513318
4,10,0.856,-3.1269015908860687
4,10,0.857,-3.1247932810333525
4,10,0.858,-3.122688723851217
4,10,0.859,-3.120587908273672
4,10,0.86,-3.118490823272553
4,10,0.861,-3.1163974578574125
4,10,0.862,-3.1143078010753964
4,10,0.863,-3.112221842011089
4,10,0.864,-3.110139569786438
4,10,0.865,-3.108060973560579
4,10,0.866,-3.105986042529749
4,10,0.867,-3.103914765927148
4,10,0.868,-3.101847133022818
4,10,0.869,-3.0997831331235126
4,10,0.87,-3.0977227555725886
4,10,0.871,-3.0956659897498815
4,10,0.872,-3.0936128250715678
4,10,0.873,-3.091563250990068
4,10,0.874,-3.089517256993898
4,10,0.875,-3.087474832607576
4,10,0.876,-3.08543596739148
4,10,0.877,-3.0834006509417455
4,10,0.878,-3.0813688728901334
4,10,0.879,-3.07934062290391
4,10,0.88,-3.0773158906857354
4,10,0.881,-3.075294665973555
4,10,0.882,-3.073276938540439
4,10,0.883,-3.071262698194517
4,10,0.884,-3.0692519347788307
4,10,0.885,-3.067244638171225
4,10,0.886,-3.0652407982842123
4,10,0.887,-3.0632404050648954
4,10,0.888,-3.0612434484948112
4,10,0.889,-3.0592499185898356
4,10,0.89,-3.0572598054000597
4,10,0.891,-3.0552730990096877
4,10,0.892,-3.0532897895369038
4,10,0.893,-3.0513098671337655
4,10,0.894,-3.0493333219860896
4,10,0.895,-3.0473601443133425
4,10,0.896,-3.045390324368512
4,10,0.897,-3.043423852438021
4,10,0.898,-3.041460718841573
4,10,0.899,-3.0395009139320814
4,10,0.9,-3.0375444280955355
4,10,0.901,-3.0355912517508896
4,10,0.902,-3.0336413753499523
4,10,0.903,-3.031694789377275
4,10,0.904,-3.0297514843500437
4,10,0.905,-3.0278114508179685
4,10,0.906,-3.025874679363172
4,10,0.907,-3.023941160600072
4,10,0.908,-3.022010885175278
4,10,0.909,-3.020083843767485
4,10,0.91,-3.0181600270873643
4,10,0.911,-3.016239425877436
4,10,0.912,-3.0143220309119947
4,10,0.913,-3.012407832996967
4,10,0.914,-3.0104968229698157
4,10,0.915,-3.008588991699451
4,10,0.916,-3.006684330086098
4,10,0.917,-3.0047828290611935
4,10,0.918,-3.002884479587281
4,10,0.919,-3.0009892726579346
4,10,0.92,-2.999097199297591
4,10,0.921,-2.997208250561496
4,10,0.922,-2.9953224175355864
4,10,0.923,-2.9934396913363717
4,10,0.924,-2.991560063110834
4,10,0.925,-2.9896835240363364
4,10,0.926,-2.987810065320513
4,10,0.927,-2.9859396782011416
4,10,0.928,-2.9840723539460834
4,10,0.929,-2.982208083853146
4,10,0.93,-2.9803468592499813
4,10,0.931,-2.978488671494015
4,10,0.932,-2.9766335119723086
4,10,0.933,-2.974781372101458
4,10,0.934,-2.9729322433275307
4,10,0.935,-2.971086117125923
4,10,0.936,-2.9692429850012747
4,10,0.937,-2.967402838487362
4,10,0.9380000000000001,-2.96556566914701
4,10,0.9390000000000001,-2.963731468571992
4,10,0.9400000000000001,-2.961900228382909
4,10,0.9410000000000001,-2.9600719402291054
4,10,0.9420000000000001,-2.958246595788574
4,10,0.9430000000000001,-2.956424186767851
4,10,0.9440000000000001,-2.9546047049019086
4,10,0.9450000000000001,-2.9527881419540747
4,10,0.9460000000000001,-2.950974489715917
4,10,0.9470000000000001,-2.94916374000716
4,10,0.9480000000000001,-2.9473558846755843
4,10,0.9490000000000001,-2.9455509155969084
4,10,0.9500000000000001,-2.9437488246747314
4,10,0.9510000000000001,-2.9419496038404036
4,10,0.9520000000000001,-2.940153245052933
4,10,0.9530000000000001,-2.938359740298919
4,10,0.9540000000000001,-2.9365690815924115
4,10,0.9550000000000001,-2.9347812609748605
4,10,0.9560000000000001,-2.932996270514976
4,10,0.9570000000000001,-2.9312141023086777
4,10,0.9580000000000001,-2.929434748478971
4,10,0.9590000000000001,-2.927658201175858
4,10,0.96,-2.925884452576253
4,10,0.961,-2.92411349488387
4,10,0.962,-2.922345320329164
4,10,0.963,-2.920579921169195
4,10,0.964,-2.9188172896875644
4,10,0.965,-2.9170574181943145
4,10,0.966,-2.9153002990258314
4,10,0.967,-2.9135459245447572
4,10,0.968,-2.9117942871399127
4,10,0.969,-2.9100453792261662
4,10,0.97,-2.908299193244388
4,10,0.971,-2.906555721661336
4,10,0.972,-2.904814956969566
4,10,0.973,-2.903076891687346
4,10,0.974,-2.901341518358561
4,10,0.975,-2.8996088295526223
4,10,0.976,-2.897878817864407
4,10,0.977,-2.8961514759141185
4,10,0.978,-2.89442679634723
4,10,0.979,-2.8927047718343935
4,10,0.98,-2.890985395071348
4,10,0.981,-2.8892686587788274
4,10,0.982,-2.8875545557024838
4,10,0.983,-2.885843078612784
4,10,0.984,-2.8841342203049383
4,10,0.985,-2.882427973598803
4,10,0.986,-2.8807243313387945
4,10,0.987,-2.879023286393818
4,10,0.988,-2.8773248316571474
4,10,0.989,-2.875628960046388
4,10,0.99,-2.8739356645033443
4,10,0.991,-2.8722449379939663
4,10,0.992,-2.8705567735082416
4,10,0.993,-2.8688711640601348
4,10,0.994,-2.8671881026874835
4,10,0.995,-2.8655075824519227
4,10,0.996,-2.863829596438795
4,10,0.997,-2.862154137757087
4,10,0.998,-2.8604811995393096
4,10,0.999,-2.8588107749414418
4,10,1.0,-2.8571428571428568
4,25,0.0,-10.600255427841631
4,25,0.001,-10.579086681777095
4,25,0.002,-10.557981321714838
4,25,0.003,-10.536939133003676
4,25,0.004,-10.51595990194565
4,25,0.005,-10.495043415790374
4,25,0.006,-10.474189462728923
4,25,0.007,-10.453397831887868
4,25,0.008,-10.432668313323557
4,25,0.009000000000000001,-10.412000698016188
4,25,0.01,-10.391394777864082
4,25,0.011,-10.37085034567804
4,25,0.012,-10.350367195175325
4,25,0.013000000000000001,-10.329945120974504
4,25,0.014,-10.309583918589327
4,25,0.015,-10.28928338442353
4,25,0.016,-10.269043315765147
4,25,0.017,-10.248863510780959
4,25,0.018000000000000002,-10.22874376851124
4,25,0.019,-10.208683888864156
4,25,0.02,-10.188683672610432
4,25,0.021,-10.168742921378149
4,25,0.022,-10.148861437647161
4,25,0.023,-10.129039024744246
4,25,0.024,-10.109275486837454
4,25,0.025,-10.089570628931277
4,25,0.026000000000000002,-10.069924256861217
4,25,0.027,-10.050336177288944
4,25,0.028,-10.030806197696995
4,25,0.029,-10.01133412638393
4,25,0.03,-9.99191977245909
4,25,0.031,-9.972562945837959
4,25,0.032,-9.953263457236904
4,25,0.033,-9.934021118168578
4,25,0.034,-9.91483574093679
4,25,0.035,-9.895707138631948
4,25,0.036000000000000004,-9.87663512512601
4,25,0.037,-9.857619515067995
4,25,0.038,-9.838660123878984
4,25,0.039,-9.819756767747679
4,25,0.04,-9.800909263625668
4,25,0.041,-9.782117429222781
4,25,0.042,-9.763381083002386
4,25,0.043000000000000003,-9.744700044177145
4,25,0.044,-9.726074132704277
4,25,0.045,-9.707503169281074
4,25,0.046,-9.688986975340486
4,25,0.047,-9.670525373046724
4,25,0.048,-9.652118185290892
4,25,0.049,-9.633765235686464
4,25,0.05,-9.615466348565171
4,25,0.051000000000000004,-9.597221348972617
4,25,0.052000000000000005,-9.579030062663929
4,25,0.053,-9.560892316099679
4,25,0.054,-9.542807936441488
4,25,0.055,-9.524776751548137
4,25,0.056,-9.506798589971122
4,25,0.057,-9.488873280950727
4,25,0.058,-9.471000654411753
4,25,0.059000000000000004,-9.45318054095986
4,25,0.06,-9.435412771876972
4,25,0.061,-9.417697179117779
4,25,0.062,-9.400033595305468
4,25,0.063,-9.382421853727985
4,25,0.064,-9.364861788333956
4,25,0.065,-9.347353233728771
4,25,0.066,-9.329896025171102
4,25,0.067,-9.312489998568552
4,25,0.068,-9.29513499047424
4,25,0.069,-9.277830838082824
4,25,0.07,-9.260577379226886
4,25,0.07100000000000001,-9.243374452373088
4,25,0.07200000000000001,-9.226221896618592
4,25,0.073,-9.209119551687373
4,25,0.074,-9.192067257926517
4,25,0.075,-9.175064856302695
4,25,0.076,-9.158112188398459
4,25,0.077,-9.141209096408787
4,25,0.078,-9.124355423137542
4,25,0.079,-9.107551011993898
4,25,0.08,-9.09079570698893
4,25,0.081,-9.074089352732084
4,25,0.082,-9.057431794427806
4,25,0.083,-9.04082287787209
4,25,0.084,-9.024262449449072
4,25,0.085,-9.007750356127763
4,25,0.08600000000000001,-8.991286445458647
4,25,0.08700000000000001,-8.974870565570326
4,25,0.088,-8.958502565166349
4,25,0.089,-8.942182293521839
4,25,0.09,-8.925909600480308
4,25,0.091,-8.909684336450441
4,25,0.092,-8.893506352402836
4,25,0.093,-8.877375499866936
4,25,0.094,-8.861291630927791
4,25,0.095,-8.845254598223063
4,25,0.096,-8.82926425493965
4,25,0.097,-8.813320454810935
4,25,0.098,-8.797423052113606
4,25,0.099,-8.781571901664432
4,25,0.1,-8.765766858817535
4,25,0.101,-8.750007779461233
4,25,0.10200000000000001,-8.734294520015151
4,25,0.10300000000000001,-8.71862693742711
4,25,0.10400000000000001,-8.703004889170462
4,25,0.105,-8.687428233240935
4,25,0.106,-8.671896828153914
4,25,0.107,-8.656410532941472
4,25,0.108,-8.640969207149563
4,25,0.109,-8.625572710835261
4,25,0.11,-8.610220904563848
4,25,0.111,-8.594913649406067
4,25,0.112,-8.579650806935412
4,25,0.113,-8.56443223922534
4,25,0.114,-8.549257808846534
4,25,0.115,-8.53412737886422
4,25,0.116,-8.51904081283552
4,25,0.117,-8.503997974806698
4,25,0.11800000000000001,-8.488998729310616
4,25,0.11900000000000001,-8.474042941364058
4,25,0.12,-8.459130476465093
4,25,0.121,-8.44426120059053
4,25,0.122,-8.429434980193351
4,25,0.123,-8.41465168220017
4,25,0.124,-8.3999111740086
4,25,0.125,-8.385213323484919
4,25,0.126,-8.37055799896146
4,25,0.127,-8.355945069234016
4,25,0.128,-8.341374403559731
4,25,0.129,-8.326845871654243
4,25,0.13,-8.312359343689613
4,25,0.131,-8.297914690291652
4,25,0.132,-8.283511782537722
4,25,0.133,-8.269150491954191
4,25,0.134,-8.254830690514293
4,25,0.135,-8.240552250635613
4,25,0.136,-8.226315045177824
4,25,0.137,-8.212118947440395
4,25,0.138,-8.197963831160294
4,25,0.139,-8.183849570509716
4,25,0.14,-8.169776040093913
4,25,0.14100000000000001,-8.155743114948722
4,25,0.14200000000000002,-8.141750670538627
4,25,0.14300000000000002,-8.127798582754387
4,25,0.14400000000000002,-8.113886727910891
4,25,0.145,-8.100014982744973
4,25,0.146,-8.08618322441328
4,25,0.147,-8.072391330490102
4,25,0.148,-8.058639178965299
4,25,0.149,-8.04492664824209
4,25,0.15,-8.031253617135082
4,25,0.151,-8.01761996486805
4,25,0.152,-8.004025571072015
4,25,0.153,-7.9904703157831385
4,25,0.154,-7.976954079440645
4,25,0.155,-7.963476742884811
4,25,0.156,-7.95003818735508
4,25,0.157,-7.93663829448783
4,25,0.158,-7.9232769463147275
4,25,0.159,-7.909954025260402
4,25,0.16,-7.8966694141408
4,25,0.161,-7.883422996161126
4,25,0.162,-7.870214654913843
4,25,0.163,-7.857044274376912
4,25,0.164,-7.843911738911857
4,25,0.165,-7.830816933261852
4,25,0.166,-7.817759742549823
4,25,0.167,-7.804740052276749
4,25,0.168,-7.791757748319672
4,25,0.169,-7.778812716929895
4,25,0.17,-7.765904844731242
4,25,0.171,-7.753034018718264
4,25,0.17200000000000001,-7.740200126254326
4,25,0.17300000000000001,-7.7274030550700035
4,25,0.17400000000000002,-7.7146426932611085
4,25,0.17500000000000002,-7.70191892928731
4,25,0.176,-7.689231651969952
4,25,0.177,-7.676580750490613
4,25,0.178,-7.66396611438942
4,25,0.179,-7.651387633563145
4,25,0.18,-7.638845198263744
4,25,0.181,-7.626338699096491
4,25,0.182,-7.6138680270184995
4,25,0.183,-7.601433073336972
4,25,0.184,-7.589033729707529
4,25,0.185,-7.576669888132692
4,25,0.186,-7.564341440960276
4,25,0.187,-7.5520482808815625
4,25,0.188,-7.53979030093006
4,25,0.189,-7.527567394479662
4,25,0.19,-7.515379455243165
4,25,0.191,-7.503226377270789
4,25,0.192,-7.4911080549484925
4,25,0.193,-7.479024382996558
4,25,0.194,-7.466975256467967
4,25,0.195,-7.454960570747038
4,25,0.196,-7.4429802215478125
4,25,0.197,-7.431034104912582
4,25,0.198,-7.419122117210353
4,25,0.199,-7.407244155135628
4,25,0.2,-7.39540011570663
4,25,0.201,-7.383589896264054
4,25,0.202,-7.371813394469573
4,25,0.203,-7.360070508304384
4,25,0.20400000000000001,-7.348361136067949
4,25,0.20500000000000002,-7.336685176376346
4,25,0.20600000000000002,-7.3250425281610525
4,25,0.20700000000000002,-7.313433090667509
4,25,0.20800000000000002,-7.301856763453751
4,25,0.209,-7.290313446389063
4,25,0.21,-7.278803039652548
4,25,0.211,-7.267325443731831
4,25,0.212,-7.255880559421845
4,25,0.213,-7.244468287823258
4,25,0.214,-7.233088530341392
4,25,0.215,-7.221741188684727
4,25,0.216,-7.210426164863792
4,25,0.217,-7.1991433611896305
4,25,0.218,-7.187892680272856
4,25,0.219,-7.176674025022056
4,25,0.22,-7.165487298642715
4,25,0.221,-7.154332404635932
4,25,0.222,-7.143209246797177
4,25,0.223,-7.132117729215004
4,25,0.224,-7.121057756269877
4,25,0.225,-7.110029232632986
4,25,0.226,-7.099032063264987
4,25,0.227,-7.088066153414763
4,25,0.228,-7.077131408618342
4,25,0.229,-7.066227734697672
4,25,0.23,-7.055355037759381
4,25,0.231,-7.044513224193727
4,25,0.232,-7.033702200673309
4,25,0.233,-7.022921874152043
4,25,0.234,-7.012172151863949
4,25,0.23500000000000001,-7.001452941322084
4,25,0.23600000000000002,-6.990764150317319
4,25,0.23700000000000002,-6.980105686917238
4,25,0.23800000000000002,-6.969477459465168
4,25,0.23900000000000002,-6.958879376578886
4,25,0.24,-6.948311347149694
4,25,0.241,-6.937773280341175
4,25,0.242,-6.927265085588285
4,25,0.243,-6.916786672596087
4,25,0.244,-6.906337951338903
4,25,0.245,-6.895918832059089
4,25,0.246,-6.885529225266074
4,25,0.247,-6.87516904173523
4,25,0.248,-6.864838192507006
4,25,0.249,-6.854536588885685
4,25,0.25,-6.844264142438594
4,25,0.251,-6.834020764994875
4,25,0.252,-6.823806368644647
4,25,0.253,-6.813620865737901
4,25,0.254,-6.803464168883567
4,25,0.255,-6.793336190948507
4,25,0.256,-6.783236845056573
4,25,0.257,-6.773166044587519
4,25,0.258,-6.763123703176255
4,25,0.259,-6.753109734711627
4,25,0.26,-6.743124053335681
4,25,0.261,-6.733166573442595
4,25,0.262,-6.723237209677791
4,25,0.263,-6.713335876936998
4,25,0.264,-6.703462490365341
4,25,0.265,-6.69361696535633
4,25,0.266,-6.683799217551146
4,25,0.267,-6.674009162837457
4,25,0.268,-6.664246717348776
4,25,0.269,-6.654511797463436
4,25,0.27,-6.6448043198037094
4,25,0.271,-6.635124201234966
4,25,0.272,-6.625471358864732
4,25,0.273,-6.615845710041923
4,25,0.274,-6.606247172355884
4,25,0.275,-6.596675663635521
4,25,0.276,-6.587131101948551
4,25,0.277,-6.577613405600591
4,25,0.278,-6.568122493134288
4,25,0.279,-6.558658283328544
4,25,0.28,-6.549220695197667
4,25,0.281,-6.539809647990447
4,25,0.28200000000000003,-6.530425061189571
4,25,0.28300000000000003,-6.521066854510515
4,25,0.28400000000000003,-6.511734947901015
4,25,0.28500000000000003,-6.502429261540021
4,25,0.28600000000000003,-6.493149715837077
4,25,0.28700000000000003,-6.483896231431441
4,25,0.28800000000000003,-6.474668729191324
4,25,0.289,-6.4654671302130655
4,25,0.29,-6.456291355820431
4,25,0.291,-6.44714132756381
4,25,0.292,-6.438016967219373
4,25,0.293,-6.428918196788469
4,25,0.294,-6.419844938496655
4,25,0.295,-6.410797114793176
4,25,0.296,-6.401774648350022
4,25,0.297,-6.392777462061305
4,25,0.298,-6.38380547904246
4,25,0.299,-6.374858622629542
4,25,0.3,-6.365936816378492
4,25,0.301,-6.357039984064395
4,25,0.302,-6.34816804968078
4,25,0.303,-6.339320937438908
4,25,0.304,-6.3304985717670075
4,25,0.305,-6.321700877309655
4,25,0.306,-6.312927778927014
4,25,0.307,-6.30417920169416
4,25,0.308,-6.295455070900391
4,25,0.309,-6.286755312048475
4,25,0.31,-6.278079850854046
4,25,0.311,-6.2694286132449655
4,25,0.312,-6.260801525360482
4,25,0.313,-6.252198513550667
4,25,0.314,-6.243619504375763
4,25,0.315,-6.235064424605518
4,25,0.316,-6.226533201218398
4,25,0.317,-6.218025761401169
4,25,0.318,-6.209542032547944
4,25,0.319,-6.201081942259867
4,25,0.32,-6.192645418344178
4,25,0.321,-6.184232388813749
4,25,0.322,-6.1758427818863755
4,25,0.323,-6.167476525984172
4,25,0.324,-6.159133549732932
4,25,0.325,-6.150813781961551
4,25,0.326,-6.142517151701221
4,25,0.327,-6.134243588185118
4,25,0.328,-6.125993020847487
4,25,0.329,-6.117765379323292
4,25,0.33,-6.10956059344735
4,25,0.331,-6.101378593253948
4,25,0.332,-6.093219308976138
4,25,0.333,-6.085082671045128
4,25,0.334,-6.0769686100897395
4,25,0.335,-6.0688770569358175
4,25,0.336,-6.060807942605583
4,25,0.337,-6.052761198317097
4,25,0.338,-6.044736755483737
4,25,0.339,-6.036734545713446
4,25,0.34,-6.02875450080837
4,25,0.341,-6.020796552764118
4,25,0.342,-6.012860633769346
4,25,0.343,-6.004946676205009
4,25,0.34400000000000003,-5.997054612643987
4,25,0.34500000000000003,-5.989184375850437
4,25,0.34600000000000003,-5.981335898779205
4,25,0.34700000000000003,-5.9735091145753705
4,25,0.34800000000000003,-5.965703956573575
