r,alpha,gamma,stored_objective
0.0,1.0,0.9695322971597656,690.6266816349022
1.0,1.0599120563717817,0.9384841243426417,671.1316770431736
2.0,1.119824112743563,0.8652064231602463,648.4756861363275
