step,gamma,x_previous_x,x_previous_y,x_current_x,x_current_y,p_x,p_y,insertion_length,spine_length,leaf_length,spine_ratio,leaf_ratio
4,0.6,-0.48480000000000001,0.28480000000000005,-0.13088,0.41088000000000002,0.40000000000000002,0.60000000000000009,0.93926677786452129,0.37570671114580845,0.56356006671871284,0.39999999999999991,0.60000000000000009
