dataset,shard_index,shard_count,d,lambda_ratio,lambda_star,lambda,log2N,N,alpha,delta_128,delta_256,delta_512,objective_256,objective_512,beta_512,scale_type,theory_scale,collapse_ratio,location_rel_change,value_rel_change,derivative_scaled,neighbor_left,neighbor_right,first_order_ok,neighbor_ok,accepted
phase_regimes,1,4,2,1.050000000000000044e+00,4.152787295564890901e-01,4.360426660343135752e-01,2.000000000000000000e+01,1048576,1.031453829595185390e+00,2.859273303701836966e-03,2.860028007184101106e-03,2.859914619082082332e-03,6.918334323878572322e+05,6.918334303795029409e+05,4.224906103875637475e-01,supercritical,1.257766178549462981e-03,2.273804676780480705e+00,3.964737312863115729e-05,2.902944846446883938e-09,1.093120367481073486e-08,2.819613518659025431e-02,2.879202691838145256e-02,1,1,1
phase_regimes,1,4,2,1.050000000000000044e+00,4.152787295564890901e-01,4.360426660343135752e-01,2.800000000000000000e+01,268435456,1.022467021139418009e+00,2.099517498984626585e-04,2.097594493031262886e-04,2.097242240765018195e-04,1.776272231702023447e+08,1.776272226718452275e+08,4.364006739580462146e-01,supercritical,8.970787217971446425e-05,2.337857525550879334e+00,1.679597422738338651e-04,2.805634798989895673e-09,2.169397363065223795e-10,3.774827718734741211e-01,3.829107582569122314e-01,1,1,1
phase_regimes,1,4,2,1.074999999999999956e+00,4.152787295564890901e-01,4.464246342732257622e-01,1.200000000000000000e+01,4096,1.053671217166387564e+00,3.653754528905206467e-02,3.654718935232814658e-02,3.654574040972136117e-02,2.684948767237564425e+03,2.684948745334719661e+03,3.978460772648435007e-01,supercritical,1.933553362187309665e-02,1.890081811260663658e+00,3.964737314228778818e-05,8.157639806946725966e-09,5.275686545131474550e-08,2.465227619268262060e-03,2.490558202680404065e-03,1,1,1
phase_regimes,1,4,2,1.074999999999999956e+00,4.152787295564890901e-01,4.464246342732257622e-01,2.000000000000000000e+01,1048576,1.032202730299832671e+00,3.014541721696573084e-03,3.014729538862059854e-03,3.014849064968960768e-03,6.916541010631202953e+05,6.916540989858206594e+05,4.186849253817529481e-01,supercritical,1.466466873969054932e-03,2.055858961756936054e+00,3.964580127401636650e-05,3.003379346559658869e-09,5.548146478142857257e-09,2.835658122785389423e-02,2.851943101268261671e-02,1,1,1
phase_regimes,1,4,2,1.074999999999999956e+00,4.152787295564890901e-01,4.464246342732257622e-01,2.800000000000000000e+01,268435456,1.023001950214166067e+00,2.267930888441016535e-04,2.266135979041017379e-04,2.265755423344062436e-04,1.775956323053608835e+08,1.775956318389117122e+08,4.324185800536842206e-01,supercritical,1.112173392757924266e-04,2.037232178091880286e+00,1.679597422714208918e-04,2.626467590868428125e-09,6.610035768875878951e-10,3.728608489036560059e-01,3.816561102867126465e-01,1,1,1
phase_regimes,1,4,2,1.100000000000000089e+00,4.152787295564890901e-01,4.568066025121380602e-01,1.200000000000000000e+01,4096,1.054919385007466515e+00,3.759391052326754856e-02,3.760383341351680730e-02,3.760532430673169113e-02,2.683421943116556122e+03,2.683421921153260428e+03,3.944099375905706362e-01,supercritical,2.111252479482409253e-02,1.781185560333880202e+00,3.964580128928559227e-05,8.184808926622447828e-09,9.202419742594296225e-08,2.475012346167204669e-03,2.517572491797182010e-03,1,1,1
phase_regimes,1,4,2,1.100000000000000089e+00,4.152787295564890901e-01,4.568066025121380602e-01,2.000000000000000000e+01,1048576,1.032951631004479953e+00,3.184638877620549202e-03,3.185479461151885516e-03,3.186014493460787023e-03,6.914744766577469418e+05,6.914744745069665369e+05,4.147015727418509323e-01,supercritical,1.697907383404071314e-03,1.876435973246824096e+00,1.679315364068953171e-04,3.110426319715474815e-09,1.277412799089408831e-08,2.813769085332751274e-02,2.883281244430691004e-02,1,1,1
phase_regimes,1,4,2,1.100000000000000089e+00,4.152787295564890901e-01,4.568066025121380602e-01,2.800000000000000000e+01,268435456,1.023536879288914125e+00,2.464639364961884738e-04,2.462381933826529590e-04,2.461968422244886767e-04,1.775640411640749872e+08,1.775640407308028638e+08,4.281392900691501913e-01,supercritical,1.365436787130941464e-04,1.803062906645411134e+00,1.679597422560651467e-04,2.440089342152654779e-09,5.660818621800062633e-10,3.725630342960357666e-01,3.812219500541687012e-01,1,1,1
phase_regimes,1,4,2,1.149999999999999911e+00,4.152787295564890901e-01,4.775705389899624342e-01,1.200000000000000000e+01,4096,1.057415720689623972e+00,3.984605692109211006e-02,3.984853947869315682e-02,3.984695965141527019e-02,2.680345279755749743e+03,2.680345257604398284e+03,3.874488783264019021e-01,supercritical,2.488441636504170121e-02,1.601281664270549410e+00,3.964737314232014484e-05,8.264364971655155111e-09,8.164378061846041399e-08,2.521435380003822502e-03,2.566523304267320782e-03,1,1,1
phase_regimes,1,4,2,1.149999999999999911e+00,4.152787295564890901e-01,4.775705389899624342e-01,2.000000000000000000e+01,1048576,1.034449432413774517e+00,3.581137578545057210e-03,3.581360696740532035e-03,3.581502688284388114e-03,6.911142034442467848e+05,6.911142011357707670e+05,4.062609629860604032e-01,supercritical,2.233038720352077157e-03,1.603869496593280042e+00,3.964580127792562684e-05,3.340223676484037089e-09,4.747141057635645227e-09,2.879680658224970102e-02,2.906687650829553604e-02,1,1,1
phase_regimes,1,4,2,1.149999999999999911e+00,4.152787295564890901e-01,4.775705389899624342e-01,2.800000000000000000e+01,268435456,1.024606737438410242e+00,2.963061872596206570e-04,2.960716815418873438e-04,2.960219617694770378e-04,1.775008504809689224e+08,1.775008501160305440e+08,4.186431488095100906e-01,supercritical,2.003770988684247956e-04,1.477324322196401640e+00,1.679597422877177786e-04,2.055981016966898020e-09,5.281701782825752721e-10,3.819158971309661865e-01,3.914867341518402100e-01,1,1,1
phase_regimes,1,4,2,1.199999999999999956e+00,4.152787295564890901e-01,4.983344754677868638e-01,1.200000000000000000e+01,4096,1.059912056371781652e+00,4.225354555019977809e-02,4.225617810329995727e-02,4.225785344976074054e-02,2.677236201126718242e+03,2.677236178764298074e+03,3.803863920392937525e-01,supercritical,2.893113926204838801e-02,1.460635651676331248e+00,3.964580128934003955e-05,8.352800677595270230e-09,8.501076171507094406e-08,2.582845828783320030e-03,2.632347413509705802e-03,1,1,1
phase_regimes,1,4,2,1.199999999999999956e+00,4.152787295564890901e-01,4.983344754677868638e-01,2.000000000000000000e+01,1048576,1.035947233823068858e+00,4.059699380623671416e-03,4.061589721766400984e-03,4.061428696787383608e-03,6.907522917030720273e+05,6.907522892238239292e+05,3.971898484143552288e-01,supercritical,2.870537080041553508e-03,1.414867177653246211e+00,3.964737313860725384e-05,3.589199973384949257e-09,8.480594247589591232e-09,2.962047816254198551e-02,3.032993234228342772e-02,1,1,1
phase_regimes,1,4,2,1.199999999999999956e+00,4.152787295564890901e-01,4.983344754677868638e-01,2.800000000000000000e+01,268435456,1.025676595587906359e+00,3.647824536684440844e-04,3.643748693217263579e-04,3.643604233880548549e-04,1.774376327080538571e+08,1.774376324089885652e+08,4.079409327348099690e-01,supercritical,2.848020302139096772e-04,1.279346299302678069e+00,3.964737316192457333e-05,1.685467100869698811e-09,6.342147818820694879e-10,4.103068709373474121e-01,4.222546219825744629e-01,1,1,1
phase_regimes,1,4,2,1.250000000000000000e+00,4.152787295564890901e-01,5.190984119456113488e-01,1.200000000000000000e+01,4096,1.062408392053939110e+00,4.483922492046321651e-02,4.483643144396176616e-02,4.483820909068958471e-02,2.674092720955542518e+03,2.674092698304374608e+03,3.732606278343939543e-01,supercritical,3.323290508452932113e-02,1.349211240384843746e+00,3.964580129021406913e-05,8.470599364258720082e-09,5.366083559269356700e-08,2.663150210082676494e-03,2.713798236527509289e-03,1,1,1
phase_regimes,1,4,2,1.250000000000000000e+00,4.152787295564890901e-01,5.190984119456113488e-01,2.000000000000000000e+01,1048576,1.037445035232363422e+00,4.639404946435776722e-03,4.639115912253743979e-03,4.638931990786132609e-03,6.903883746612062678e+05,6.903883720047920942e+05,3.875995794498518499e-01,supercritical,3.616634004474932659e-03,1.282665590448547110e+00,3.964737314034253975e-05,3.847709899617218151e-09,1.400750820307319600e-09,3.145164134912192822e-02,3.205654164776206017e-02,1,1,1
phase_regimes,1,4,2,1.250000000000000000e+00,4.152787295564890901e-01,5.190984119456113488e-01,2.800000000000000000e+01,268435456,1.026746453737402476e+00,4.575357309059002731e-04,4.569323773386813059e-04,4.569142618884303175e-04,1.773743639644477069e+08,1.773743637203188539e+08,3.962781751697870836e-01,supercritical,3.935703446821630074e-04,1.160946875348096041e+00,3.964737317700934243e-05,1.376348013107437907e-09,1.576861445713423061e-10,4.690329134464263916e-01,4.776561856269836426e-01,1,1,1
phase_regimes,1,4,2,1.300000000000000044e+00,4.152787295564890901e-01,5.398623484234358338e-01,1.200000000000000000e+01,4096,1.064904727736096790e+00,4.757650494980703026e-02,4.758906273989826907e-02,4.758717603337325741e-02,2.670912998978068572e+03,2.670912975963032750e+03,3.661069455511155590e-01,supercritical,3.776937924036913308e-02,1.259940644788531294e+00,3.964737314289250872e-05,8.616917147489149063e-09,1.757593632894719470e-07,2.753625841251050588e-03,2.822308540999074467e-03,1,1,1
phase_regimes,1,4,2,1.300000000000000044e+00,4.152787295564890901e-01,5.398623484234358338e-01,2.000000000000000000e+01,1048576,1.038942836641657985e+00,5.324706030607639917e-03,5.326111483586970508e-03,5.327006055898309000e-03,6.900220502639805200e+05,6.900220474329952849e+05,3.776229681831813623e-01,supercritical,4.476383057172361041e-03,1.190024622080325001e+00,1.679315363923757629e-04,4.102746058016680986e-09,1.613722092312740756e-08,3.385966061614453793e-02,3.498325706459581852e-02,1,1,1
phase_regimes,1,4,2,1.300000000000000044e+00,4.152787295564890901e-01,5.398623484234358338e-01,2.800000000000000000e+01,268435456,1.027816311886898593e+00,5.798832699889233666e-04,5.792353458867749438e-04,5.791380740052254339e-04,1.773110154220570922e+08,1.773110152135850191e+08,3.840644654705139827e-01,supercritical,5.305122887140823916e-04,1.091658169519518440e+00,1.679597420987940051e-04,1.175742369006429449e-09,7.897629041856301259e-10,5.620900392532348633e-01,5.693461000919342041e-01,1,1,1
phase_regimes,1,4,2,1.399999999999999911e+00,4.152787295564890901e-01,5.813902213790846929e-01,1.200000000000000000e+01,4096,1.069897399100411928e+00,5.356594729197705629e-02,5.355181232307026917e-02,5.355393551175591238e-02,2.664438474362244506e+03,2.664438450459262640e+03,3.519052993119018979e-01,supercritical,4.746506121070712125e-02,1.128281185059870184e+00,3.964580129087122440e-05,8.971114293036439340e-09,3.354613187412295630e-07,3.033001594758388819e-03,3.058709995002573123e-03,1,1,1
phase_regimes,1,4,2,1.399999999999999911e+00,4.152787295564890901e-01,5.813902213790846929e-01,2.000000000000000000e+01,1048576,1.041938439460247112e+00,7.064235276238339800e-03,7.063795175516696112e-03,7.064075236439815164e-03,6.892804975034402451e+05,6.892804943914732430e+05,3.572641788033452115e-01,supercritical,6.551254556308474392e-03,1.078278240560431867e+00,3.964580128965308937e-05,4.514804970346676124e-09,2.769987842378613851e-09,4.237552126869559288e-02,4.342917597386986017e-02,1,1,1
phase_regimes,1,4,2,1.399999999999999911e+00,4.152787295564890901e-01,5.813902213790846929e-01,2.800000000000000000e+01,268435456,1.029956028185890826e+00,9.301521233292531221e-04,9.297192128315812099e-04,9.297560737561161304e-04,1.771839475481903851e+08,1.771839473402358294e+08,3.596735754315272815e-01,supercritical,9.041786040721105314e-04,1.028288072255651109e+00,3.964580127560369947e-05,1.173664764057718950e-09,1.076899865656674459e-10,8.726428151130676270e-01,8.941313922405242920e-01,1,1,1
phase_regimes,1,4,2,1.500000000000000000e+00,4.152787295564890901e-01,6.229180943347336630e-01,1.200000000000000000e+01,4096,1.074890070464727065e+00,6.009446810049667853e-02,6.009072422479844189e-02,6.009310666416423086e-02,2.657802405863390504e+03,2.657802380857015578e+03,3.380547235191102562e-01,supercritical,5.785969666311364251e-02,1.038600444348240393e+00,3.964580129137684208e-05,9.408666011595238644e-09,3.373559141194395427e-09,3.350703156684176065e-03,3.425658401283726562e-03,1,1,1
phase_regimes,1,4,2,1.500000000000000000e+00,4.152787295564890901e-01,6.229180943347336630e-01,2.000000000000000000e+01,1048576,1.044934042278836239e+00,9.299856656335814264e-03,9.297402612464256144e-03,9.297771230054929781e-03,6.885243772945631063e+05,6.885243740656253649e+05,3.374449677806862780e-01,supercritical,9.113143847335455905e-03,1.020259461039173310e+00,3.964580129505497762e-05,4.689649143867852836e-09,2.366414834021917108e-08,5.581808683928102255e-02,5.656215036287903786e-02,1,1,1
phase_regimes,1,4,2,1.500000000000000000e+00,4.152787295564890901e-01,6.229180943347336630e-01,2.800000000000000000e+01,268435456,1.032095744484883060e+00,1.443542476793457929e-03,1.443161555162109089e-03,1.443218772726795329e-03,1.770561523480076492e+08,1.770561520654634237e+08,3.370176526757061586e-01,supercritical,1.435284952148760873e-03,1.005527697176896273e+00,3.964580129326790751e-05,1.595788805744883875e-09,1.421178849559958829e-09,1.394661098718643188e+00,1.441965341567993164e+00,1,1,1
phase_regimes,1,4,2,1.600000000000000089e+00,4.152787295564890901e-01,6.644459672903826331e-01,1.200000000000000000e+01,4096,1.079882741829042203e+00,6.709051879036653787e-02,6.708633906183547602e-02,6.708367937016768145e-02,2.650998924894383890e+03,2.650998898589544751e+03,3.248245308773157758e-01,supercritical,6.880613846441252512e-02,9.749664908874994262e-01,3.964737314300227064e-05,9.922614133448877780e-09,1.227305887399776210e-07,3.776965005272359122e-03,3.855539857340772869e-03,1,1,1
phase_regimes,1,4,2,1.600000000000000089e+00,4.152787295564890901e-01,6.644459672903826331e-01,2.000000000000000000e+01,1048576,1.047929645097425366e+00,1.200943297091394690e-02,1.200868478517125304e-02,1.200916089797787745e-02,6.877508836168186972e+05,6.877508804317278555e+05,3.189860419474558340e-01,supercritical,1.216447927773613331e-02,9.872318102392985129e-01,3.964580129029461180e-05,4.631169413736066601e-09,1.963353949674243315e-08,7.352606311906129122e-02,7.601914985571056604e-02,1,1,1
phase_regimes,1,4,2,1.600000000000000089e+00,4.152787295564890901e-01,6.644459672903826331e-01,2.800000000000000000e+01,268435456,1.034235460783875293e+00,2.140212568447541486e-03,2.140079233548752846e-03,2.140164082068629625e-03,1.769273450948259234e+08,1.769273447012302279e+08,3.167165312597510218e-01,supercritical,2.150483940969056488e-03,9.952011457961520424e-01,3.964580126714701061e-05,2.224617659640198390e-09,1.178727922699925958e-09,2.195080012083053589e+00,2.246051698923110962e+00,1,1,1
phase_regimes,1,4,2,1.750000000000000000e+00,4.152787295564890901e-01,7.267377767238558661e-01,1.200000000000000000e+01,4096,1.087371748875514799e+00,7.814606667483836588e-02,7.816669328250525073e-02,7.816359430131580854e-02,2.640477491697723508e+03,2.640477463141999579e+03,3.064466149636170811e-01,supercritical,8.597597722239423701e-02,9.091329558154352952e-01,3.964737314274219087e-05,1.081460619454714576e-08,1.824950019789770406e-07,4.567693691569729708e-03,4.669168778491439298e-03,1,1,1
phase_regimes,1,4,2,1.750000000000000000e+00,4.152787295564890901e-01,7.267377767238558661e-01,2.000000000000000000e+01,1048576,1.052423049325308835e+00,1.686827137357782558e-02,1.687272374374104711e-02,1.687339270291521309e-02,6.865534485985800857e+05,6.865534454665085068e+05,2.944553053434428302e-01,supercritical,1.763411986963854192e-02,9.568604970167461365e-01,3.964580128870040092e-05,4.562021499647361316e-09,7.303708537176996672e-09,1.117465989664196968e-01,1.146272211335599422e-01,1,1,1
phase_regimes,1,4,2,1.750000000000000000e+00,4.152787295564890901e-01,7.267377767238558661e-01,2.800000000000000000e+01,268435456,1.037445035232363422e+00,3.565058662352349472e-03,3.565999657458851502e-03,3.566141039977877014e-03,1.767316201700423360e+08,1.767316195984913409e+08,2.904078757980773084e-01,supercritical,3.616634004474932659e-03,9.860386855748799473e-01,3.964580128507467978e-05,3.234005303691249884e-09,3.800043738363668990e-09,3.980715036392211914e+00,4.117032289505004883e+00,1,1,1
phase_regimes,1,4,2,2.000000000000000000e+00,4.152787295564890901e-01,8.305574591129781803e-01,1.200000000000000000e+01,4096,1.099853427286302754e+00,9.731728176671272657e-02,9.732334499545436390e-02,9.732720361042890289e-02,2.622131423613749575e+03,2.622131390832591023e+03,2.800844237833531314e-01,supercritical,1.157107698912179100e-01,8.411248469086172186e-01,3.964580129090984232e-05,1.250172232661796656e-08,5.804430726580764682e-07,6.296391718024096917e-03,6.417669055736041628e-03,1,1,1
phase_regimes,1,4,2,2.000000000000000000e+00,4.152787295564890901e-01,8.305574591129781803e-01,2.000000000000000000e+01,1048576,1.059912056371781652e+00,2.670694881323021352e-02,2.670861275550961977e-02,2.670967168184568141e-02,6.844478379375098739e+05,6.844478343213044573e+05,2.613246973727586520e-01,supercritical,2.893113926204838801e-02,9.232153438521237820e-01,3.964580129157413299e-05,5.283390837529045155e-09,4.358427740991888895e-08,2.038696232484653592e-01,2.109136087819933891e-01,1,1,1
phase_regimes,1,4,2,2.000000000000000000e+00,4.152787295564890901e-01,8.305574591129781803e-01,2.800000000000000000e+01,268435456,1.042794325979844006e+00,7.031174873387335822e-03,7.034448839732809766e-03,7.034169953371915973e-03,1.763965040076611638e+08,1.763965032207130790e+08,2.554072890057326739e-01,supercritical,7.233153061271781030e-03,9.724901289639129587e-01,3.964737314316743529e-05,4.461245378807665646e-09,5.495756869713899700e-09,9.102145403623580933e+00,9.393993854522705078e+00,1,1,1
