dataset,shard_index,shard_count,d,lambda_ratio,lambda_star,lambda,log2N,N,alpha,delta_128,delta_256,delta_512,objective_256,objective_512,beta_512,scale_type,theory_scale,collapse_ratio,location_rel_change,value_rel_change,derivative_scaled,neighbor_left,neighbor_right,first_order_ok,neighbor_ok,accepted
phase_regimes,2,4,2,2.999999999999999889e-01,4.152787295564890901e-01,1.245836188669467159e-01,2.200000000000000000e+01,4194304,1.008169825868879377e+00,5.828134768507409191e-04,5.828497882988115109e-04,5.828266807519355552e-04,2.789018925102692097e+06,2.789018921318745241e+06,4.883929753029143117e-01,subcritical,5.889140583665316122e-04,9.896633854666662122e-01,3.964737311981557041e-05,1.356730435900795036e-09,1.893311853277474586e-09,8.722322760149836540e-02,8.708067331463098526e-02,1,1,1
phase_regimes,2,4,2,2.999999999999999889e-01,4.152787295564890901e-01,1.245836188669467159e-01,3.000000000000000000e+01,1073741824,1.005991205637178254e+00,3.650322048120990814e-05,3.650094633644851427e-05,3.649949922723827456e-05,7.144077730405197144e+08,7.144077684078712463e+08,4.913921268023266897e-01,subcritical,3.676726442652776148e-05,9.927172934003680727e-01,3.964737163187681735e-05,6.484599794235014829e-09,7.377079203359307315e-10,1.367140293121337891e+00,1.388549208641052246e+00,1,1,1
phase_regimes,2,4,2,4.000000000000000222e-01,4.152787295564890901e-01,1.661114918225956583e-01,1.400000000000000000e+01,16384,1.017117730391937647e+00,9.926340372212516527e-03,9.925721962803724097e-03,9.925328449603143532e-03,1.088393873823657850e+04,1.088393866158523451e+04,4.753335314185768712e-01,subcritical,1.027716194943027912e-02,9.657655000905537301e-01,3.964737314021063978e-05,7.042610802193119456e-09,8.572311631144999706e-10,5.390530359363765456e-03,5.400879950684611686e-03,1,1,1
phase_regimes,2,4,2,4.000000000000000222e-01,4.152787295564890901e-01,1.661114918225956583e-01,2.200000000000000000e+01,4194304,1.010893101158505836e+00,6.285197265821773627e-04,6.284805699042772531e-04,6.284556532885066105e-04,2.786461932230067439e+06,2.786461928616985213e+06,4.834500652039466773e-01,subcritical,6.403498937156980363e-04,9.814254042299065395e-01,3.964737311258477540e-05,1.296655873622181048e-09,1.100665191952877021e-09,8.227932965382933617e-02,8.225248707458376884e-02,1,1,1
phase_regimes,2,4,2,4.000000000000000222e-01,4.152787295564890901e-01,1.661114918225956583e-01,3.000000000000000000e+01,1073741824,1.007988274182904265e+00,3.944071628902978688e-05,3.943030868258645683e-05,3.942874543638730245e-05,7.139329177944915295e+08,7.139329132745934725e+08,4.876797555885244995e-01,subcritical,3.996421293926324660e-05,9.866013249481545566e-01,3.964737355583515158e-05,6.330984288499248564e-09,7.279713408017685828e-10,1.280786871910095215e+00,1.304254531860351562e+00,1,1,1
phase_regimes,2,4,2,5.000000000000000000e-01,4.152787295564890901e-01,2.076393647782445451e-01,1.400000000000000000e+01,16384,1.021397162989921892e+00,1.072199044852772953e-02,1.072132247024715213e-02,1.072089741482695757e-02,1.086622383625999828e+04,1.086622376221674858e+04,4.673878939400582522e-01,subcritical,1.134161870524984239e-02,9.452704850555799787e-01,3.964737313937015948e-05,6.814073712921342196e-09,3.212975391005596504e-08,5.163520074347616173e-03,5.163594456462305970e-03,1,1,1
phase_regimes,2,4,2,5.000000000000000000e-01,4.152787295564890901e-01,2.076393647782445451e-01,2.200000000000000000e+01,4194304,1.013616376448132073e+00,6.837301801144723967e-04,6.836875838341915923e-04,6.836604784921096467e-04,2.783907610902145039e+06,2.783907607417792547e+06,4.779287432775640165e-01,subcritical,7.061397972860207831e-04,9.681659086765705968e-01,3.964737312551616991e-05,1.251604932042956759e-09,2.771897315147543839e-09,7.709599286317825317e-02,7.753293123096227646e-02,1,1,1
phase_regimes,2,4,2,5.000000000000000000e-01,4.152787295564890901e-01,2.076393647782445451e-01,3.000000000000000000e+01,1073741824,1.009985342728630275e+00,4.302759362651009667e-05,4.302491301433342130e-05,4.302661883914815633e-05,7.134586599320652485e+08,7.134586555359761715e+08,4.834803667000941996e-01,subcritical,4.405445450638219198e-05,9.766689730073689901e-01,3.964580208154688194e-05,6.161659183591160031e-09,1.615684410987625680e-09,1.180707097053527832e+00,1.227945804595947266e+00,1,1,1
phase_regimes,2,4,2,5.999999999999999778e-01,4.152787295564890901e-01,2.491672377338934319e-01,1.400000000000000000e+01,16384,1.025676595587906359e+00,1.166383193797559947e-02,1.166455863810289539e-02,1.166502110721179264e-02,1.084843140283396497e+04,1.084843133155514806e+04,4.586905194266578945e-01,subcritical,1.277408588899082466e-02,9.131785404124403982e-01,3.964580129317795939e-05,6.570426149687703376e-09,6.091976342917111284e-08,4.948676778440130875e-03,4.940166432788828388e-03,1,1,1
phase_regimes,2,4,2,5.999999999999999778e-01,4.152787295564890901e-01,2.491672377338934319e-01,2.200000000000000000e+01,4194304,1.016339651737758532e+00,7.519323015311440983e-04,7.519791497112571221e-04,7.520089637091942336e-04,2.781355490505682770e+06,2.781355487094855867e+06,4.716801145943221307e-01,subcritical,7.947291154213496564e-04,9.462456441028890275e-01,3.964580128148672953e-05,1.226318217380832774e-09,4.623077345349024915e-09,7.198899984359741211e-02,7.266982225701212883e-02,1,1,1
phase_regimes,2,4,2,5.999999999999999778e-01,4.152787295564890901e-01,2.491672377338934319e-01,3.000000000000000000e+01,1073741824,1.011982411274356286e+00,4.756596907140586694e-05,4.756300571917559949e-05,4.755501839059927960e-05,7.129849896255688667e+08,7.129849853681361675e+08,4.786680960151654118e-01,subcritical,4.956375099897511791e-05,9.594717395699656759e-01,1.679597410879950031e-04,5.971279601358290907e-09,6.344726197694819994e-10,1.121156454086303711e+00,1.106418848037719727e+00,1,1,1
phase_regimes,2,4,2,6.999999999999999556e-01,4.152787295564890901e-01,2.906951106895423464e-01,1.400000000000000000e+01,16384,1.029956028185890826e+00,1.280297684045061946e-02,1.279959839409239297e-02,1.280010586454605193e-02,1.083053691531056757e+04,1.083053684695674565e+04,4.491214605391123937e-01,subcritical,1.485893135994546983e-02,8.614418866655983997e-01,3.964580129485911650e-05,6.311212720318282436e-09,1.109280810087505933e-07,4.758543589559849352e-03,4.733057008706964552e-03,1,1,1
phase_regimes,2,4,2,6.999999999999999556e-01,4.152787295564890901e-01,2.906951106895423464e-01,2.200000000000000000e+01,4194304,1.019062927027384990e+00,8.392408592663436195e-04,8.390194005962747781e-04,8.390526655115415622e-04,2.778804923503678292e+06,2.778804920087417588e+06,4.644977732368756884e-01,subcritical,9.237461326038489372e-04,9.083152133437635278e-01,3.964580131153462703e-05,1.229399257106066985e-09,9.921761858477505721e-10,6.732540950179100037e-02,6.742854509502649307e-02,1,1,1
phase_regimes,2,4,2,6.999999999999999556e-01,4.152787295564890901e-01,2.906951106895423464e-01,3.000000000000000000e+01,1073741824,1.013979479820082297e+00,5.353691950216177275e-05,5.353358416071429815e-05,5.352459418372923494e-05,7.125118931619708538e+08,7.125118890662267208e+08,4.729812840701410614e-01,subcritical,5.758962621005324025e-05,9.294138147120950544e-01,1.679597411650444810e-04,5.748316899474098938e-09,9.152192772807881489e-10,1.006842374801635742e+00,1.034991621971130371e+00,1,1,1
phase_regimes,2,4,2,8.000000000000000444e-01,4.152787295564890901e-01,3.322229836451913165e-01,1.400000000000000000e+01,16384,1.034235460783875293e+00,1.418027115897890766e-02,1.418401403308955366e-02,1.418345169648771442e-02,1.081250953251728606e+04,1.081250946713318990e+04,4.385462513582450983e-01,subcritical,1.833201508318210021e-02,7.736984522503310702e-01,3.964737314108769835e-05,6.047078743298474447e-09,6.770323101155645266e-08,4.579498283419525251e-03,4.578465588565450162e-03,1,1,1
phase_regimes,2,4,2,8.000000000000000444e-01,4.152787295564890901e-01,3.322229836451913165e-01,2.200000000000000000e+01,4194304,1.021786202317011449e+00,9.543046053013259922e-04,9.540527836383594362e-04,9.540149594512437048e-04,2.776254984546302818e+06,2.776254981014044955e+06,4.560772950423618299e-01,subcritical,1.138814852699912127e-03,8.377261300987222103e-01,3.964737317902035450e-05,1.272310319673486069e-09,4.599408583589524857e-09,6.220581941306591034e-02,6.298991758376359940e-02,1,1,1
phase_regimes,2,4,2,8.000000000000000444e-01,4.152787295564890901e-01,3.322229836451913165e-01,3.000000000000000000e+01,1073741824,1.015976548365808529e+00,6.176897168264083859e-05,6.175267210173362997e-05,6.175022386756268133e-05,7.120393501467360258e+08,7.120393462474778891e+08,4.661065369141036419e-01,subcritical,7.097281145565899818e-05,8.700546392493099246e-01,3.964737320142238373e-05,5.476183524546455931e-09,7.236708993665069555e-10,9.158217906951904297e-01,9.388285875320434570e-01,1,1,1
phase_regimes,2,4,2,8.499999999999999778e-01,4.152787295564890901e-01,3.529869201230156905e-01,1.400000000000000000e+01,16384,1.036375177082867305e+00,1.498802973019475182e-02,1.499198581169824962e-02,1.499139144240779764e-02,1.080343424137556030e+04,1.080343417724242499e+04,4.328372782110532779e-01,subcritical,2.124534643893041114e-02,7.056317714328848023e-01,3.964737314313743677e-05,5.936365627694307266e-09,9.536851093639197959e-08,4.476113459531916305e-03,4.548921051537035964e-03,1,1,1
phase_regimes,2,4,2,8.499999999999999778e-01,4.152787295564890901e-01,3.529869201230156905e-01,2.200000000000000000e+01,4194304,1.023147839961824790e+00,1.026661814636731229e-03,1.026390899371287802e-03,1.026350207281589988e-03,2.774979844638342969e+06,2.774979840992091689e+06,4.512845999474375258e-01,subcritical,1.319308750416523348e-03,7.779454255552823438e-01,3.964737319593025598e-05,1.313973970548612100e-09,2.035290222654211300e-09,6.008267728611826897e-02,6.061970209702849388e-02,1,1,1
phase_regimes,2,4,2,8.499999999999999778e-01,4.152787295564890901e-01,3.529869201230156905e-01,3.000000000000000000e+01,1073741824,1.016975082638671424e+00,6.721924544716983974e-05,6.717958899382647786e-05,6.715969034487567768e-05,7.118032766851722002e+08,7.118032729037351608e+08,4.620681632007411221e-01,subcritical,8.220707797653199083e-05,8.169575175029094583e-01,2.962885750160171349e-04,5.312474925760434868e-09,1.026580194894277969e-09,8.938199281692504883e-01,8.678759336471557617e-01,1,1,1
phase_regimes,2,4,2,9.000000000000000222e-01,4.152787295564890901e-01,3.737508566008401756e-01,1.400000000000000000e+01,16384,1.038514893381859538e+00,1.589162625027817910e-02,1.588743277187854019e-02,1.588806266685394153e-02,1.079431047279871018e+04,1.079431040982735249e+04,4.268509265286944410e-01,subcritical,2.611504972658506077e-02,6.083872262621016214e-01,3.964580129177341613e-05,5.833754570871075294e-09,6.356986301642856017e-08,4.456323602425982244e-03,4.464214491235907190e-03,1,1,1
phase_regimes,2,4,2,9.000000000000000222e-01,4.152787295564890901e-01,3.737508566008401756e-01,2.200000000000000000e+01,4194304,1.024509477606637908e+00,1.112365173425833298e-03,1.112071642779377534e-03,1.112115733498786341e-03,2.773704294900115579e+06,2.773704291090842802e+06,4.460216978729291126e-01,subcritical,1.621114562118579653e-03,6.860192114031719024e-01,3.964580131430632889e-05,1.373352159249478272e-09,5.952336373609182059e-09,5.842299619689583778e-02,5.811747256666421890e-02,1,1,1
phase_regimes,2,4,2,9.000000000000000222e-01,4.152787295564890901e-01,3.737508566008401756e-01,3.000000000000000000e+01,1073741824,1.017973616911534540e+00,7.394093161461334773e-05,7.392142009987612283e-05,7.389952451508641218e-05,7.115673277771948576e+08,7.115673241317014694e+08,4.574691797545177296e-01,subcritical,1.009951514706666076e-04,7.317135866324241400e-01,2.962885747017319701e-04,5.123188297923068847e-09,3.225382573429732516e-10,8.296121358871459961e-01,8.426549434661865234e-01,1,1,1
phase_regimes,2,4,2,9.250000000000000444e-01,4.152787295564890901e-01,3.841328248397524181e-01,1.400000000000000000e+01,16384,1.039584751531355655e+00,1.637622026233320760e-02,1.637520002644443640e-02,1.637584926011015352e-02,1.078972845280568072e+04,1.078972839038293569e+04,4.237347473046346735e-01,subcritical,3.020994046486387419e-02,5.420682400601328776e-01,3.964580128974344407e-05,5.785386135140559765e-09,6.328868501347106705e-08,4.408486394822830334e-03,4.473197097468073480e-03,1,1,1
phase_regimes,2,4,2,9.250000000000000444e-01,4.152787295564890901e-01,3.841328248397524181e-01,2.200000000000000000e+01,4194304,1.025190296429044468e+00,1.161294701044646160e-03,1.161222352571544825e-03,1.161268391987491100e-03,2.773066277362570632e+06,2.773066273450735491e+06,4.431855835770180385e-01,subcritical,1.874964389698790179e-03,6.193549052811860856e-01,3.964580131857327431e-05,1.410653318650108436e-09,2.975677473250041747e-09,5.729404883459210396e-02,5.734372604638338089e-02,1,1,1
phase_regimes,2,4,2,9.250000000000000444e-01,4.152787295564890901e-01,3.841328248397524181e-01,3.000000000000000000e+01,1073741824,1.018472884047965987e+00,7.796433714934991599e-05,7.790263380458295472e-05,7.790572243937532448e-05,7.114493976087321043e+08,7.114493940397377014e+08,4.549303723805646071e-01,subcritical,1.167997541924079794e-04,6.670024520003589030e-01,3.964580130520288634e-05,5.016511972299314741e-09,7.348271622756499650e-10,8.020808696746826172e-01,8.275338411331176758e-01,1,1,1
phase_regimes,2,4,2,9.499999999999999556e-01,4.152787295564890901e-01,3.945147930786646051e-01,1.400000000000000000e+01,16384,1.040654609680851772e+00,1.689161374439396290e-02,1.689056139957423319e-02,1.688989175973332202e-02,1.078513188400654144e+04,1.078513182196833986e+04,4.205497219454397695e-01,subcritical,3.706674378484471621e-02,4.556615994588389951e-01,3.964737314111400381e-05,5.752196876298820268e-09,4.767178170339876260e-08,4.396018797706346959e-03,4.456162252608919516e-03,1,1,1
phase_regimes,2,4,2,9.499999999999999556e-01,4.152787295564890901e-01,3.945147930786646051e-01,2.200000000000000000e+01,4194304,1.025871115251451027e+00,1.215392377790114331e-03,1.215316659040399649e-03,1.215268476837616518e-03,2.772428041575222742e+06,2.772428037544921972e+06,4.402049643526030898e-01,subcritical,2.300106910805933391e-03,5.283530392123377828e-01,3.964737315371788794e-05,1.453707982813464225e-09,3.404622439689477109e-09,5.642747879028320312e-02,5.645678425207734108e-02,1,1,1
phase_regimes,2,4,2,9.499999999999999556e-01,4.152787295564890901e-01,3.945147930786646051e-01,3.000000000000000000e+01,1073741824,1.018972151184397434e+00,8.250789412111991794e-05,8.246949337720188566e-05,8.242795266777402929e-05,7.113314953247073889e+08,7.113314918391852379e+08,4.522168937518333265e-01,subcritical,1.432712521484741559e-04,5.753279281900370856e-01,5.039638627843427351e-04,4.899996964820642076e-09,2.657497004896949499e-10,7.948212623596191406e-01,7.940703630447387695e-01,1,1,1
phase_regimes,2,4,2,9.749999999999999778e-01,4.152787295564890901e-01,4.048967613175768476e-01,1.400000000000000000e+01,16384,1.041724467830347889e+00,1.743344961777437696e-02,1.743236351666688222e-02,1.743305466408795468e-02,1.078051987109124457e+04,1.078051980944808747e+04,4.172879146767174974e-01,subcritical,5.251551934317388870e-02,3.319600545158457039e-01,3.964580128898577649e-05,5.718013434017320894e-09,4.671531796324468001e-08,4.385672449643607251e-03,4.447717252332950011e-03,1,1,1
phase_regimes,2,4,2,9.749999999999999778e-01,4.152787295564890901e-01,4.048967613175768476e-01,2.200000000000000000e+01,4194304,1.026551934073857808e+00,1.275174370434783988e-03,1.274837877737633463e-03,1.274888421710640429e-03,2.771789538423864637e+06,2.771789534256628715e+06,4.370642407629453108e-01,subcritical,3.258155526577707212e-03,3.912914565652286236e-01,3.964580126874716427e-05,1.503446012247815156e-09,1.247065728824314050e-09,5.537072569131851196e-02,5.594627745449542999e-02,1,1,1
phase_regimes,2,4,2,9.749999999999999778e-01,4.152787295564890901e-01,4.048967613175768476e-01,3.000000000000000000e+01,1073741824,1.019471418320829104e+00,8.769366816985257884e-05,8.764193269084064042e-05,8.761597307904711585e-05,7.112136194088711739e+08,7.112136160146607161e+08,4.492815522003970052e-01,subcritical,2.029294204907314486e-04,4.317558926013336240e-01,2.962885748024942506e-04,4.772420523697976470e-09,4.497080998772007009e-10,7.665311098098754883e-01,7.847135066986083984e-01,1,1,1
phase_regimes,2,4,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,1.400000000000000000e+01,16384,1.042794325979844006e+00,1.801119223830149885e-02,1.800643944935376162e-02,1.800715335737756995e-02,1.077589147864385450e+04,1.077589141728634604e+04,4.139490041065479464e-01,critical,1.887401130591425877e-02,9.540713452754446822e-01,3.964580129017671159e-05,5.693961277182284482e-09,7.476791079535783882e-08,4.374883230411796831e-03,4.451488102859002538e-03,1,1,1
phase_regimes,2,4,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,2.200000000000000000e+01,4194304,1.027232752896264367e+00,1.340862196600567380e-03,1.340778661101382774e-03,1.340725504856976613e-03,2.771150712496852968e+06,2.771150708173509687e+06,4.337622904178607963e-01,critical,1.363613083289395844e-03,9.832154892667879231e-01,3.964737316743379759e-05,1.560125643095168905e-09,2.849352651569786046e-09,5.490518361330032349e-02,5.505989165976643562e-02,1,1,1
phase_regimes,2,4,2,1.000000000000000000e+00,4.152787295564890901e-01,4.152787295564890901e-01,3.000000000000000000e+01,1073741824,1.019970685457260551e+00,9.365230096569643337e-05,9.360871340280407793e-05,9.357356638639569013e-05,7.110957680499305725e+08,7.110957647560262680e+08,4.461179811418868324e-01,critical,9.463594288779865883e-05,9.887740696717891575e-01,3.756083877711183694e-04,4.632152893829311697e-09,6.038453359502660597e-10,7.472622394561767578e-01,7.701107263565063477e-01,1,1,1
phase_regimes,2,4,2,1.024999999999999911e+00,4.152787295564890901e-01,4.256606977954012772e-01,1.400000000000000000e+01,16384,1.043864184129340122e+00,1.861187472059289139e-02,1.861303430963701100e-02,1.861229638097738892e-02,1.077124573199034057e+04,1.077124567080617635e+04,4.105428660002525820e-01,supercritical,8.141822679437244262e-03,2.286011021584156477e+00,3.964737314070898653e-05,5.680323900678456110e-09,4.534632426089942756e-08,4.402061091241193935e-03,4.429534465089091100e-03,1,1,1
phase_regimes,2,4,2,1.024999999999999911e+00,4.152787295564890901e-01,4.256606977954012772e-01,2.200000000000000000e+01,4194304,1.027913571718670926e+00,1.413579983818302743e-03,1.413953097411546622e-03,1.413897040107969794e-03,2.770511501274036244e+06,2.770511496772618033e+06,4.302776008022929921e-01,supercritical,5.444913786213655170e-04,2.596729894397797889e+00,3.964737317262356846e-05,1.624760704227276222e-09,2.159462693549276183e-09,5.406945943832397461e-02,5.481635266914963722e-02,1,1,1
phase_regimes,2,4,2,1.024999999999999911e+00,4.152787295564890901e-01,4.256606977954012772e-01,3.000000000000000000e+01,1073741824,1.020469952593691998e+00,1.005688881988708872e-04,1.004892949256763757e-04,1.004595299147759135e-04,7.109779390738188028e+08,7.109779358901823759e+08,4.427032650095068522e-01,supercritical,3.641240738962538744e-05,2.758936777780828908e+00,2.962885743713220086e-04,4.477827322362087535e-09,5.126493867143179599e-11,7.422415018081665039e-01,7.463190555572509766e-01,1,1,1
phase_regimes,2,4,2,1.050000000000000044e+00,4.152787295564890901e-01,4.360426660343135752e-01,1.400000000000000000e+01,16384,1.044934042278836239e+00,1.925677663445879428e-02,1.925169516100910805e-02,1.925245844015077701e-02,1.076658161946296605e+04,1.076658155832248485e+04,4.070581076750162675e-01,supercritical,9.113143847335455905e-03,2.112603374057340666e+00,3.964580129035106485e-05,5.678727352989064165e-09,5.586159207872806939e-08,4.412639025758835487e-03,4.438408808709937148e-03,1,1,1
phase_regimes,2,4,2,1.050000000000000044e+00,4.152787295564890901e-01,4.360426660343135752e-01,2.200000000000000000e+01,4194304,1.028594390541077486e+00,1.495552664745436466e-03,1.495158018678610645e-03,1.495217297766471276e-03,2.769871834268749226e+06,2.769871829567747191e+06,4.266104145554189819e-01,supercritical,6.499925273333183491e-04,2.300360750147083966e+00,3.964580128198147809e-05,1.697191178706495792e-09,2.401292697466820709e-09,5.365346465259790421e-02,5.446857493370771408e-02,1,1,1
phase_regimes,2,4,2,1.050000000000000044e+00,4.152787295564890901e-01,4.360426660343135752e-01,3.000000000000000000e+01,1073741824,1.020969219730123445e+00,1.086021282283855527e-04,1.085515827313754400e-04,1.085108251552835412e-04,7.108601298590494394e+08,7.108601267975330353e+08,4.389957801636352186e-01,supercritical,4.635934063734745890e-05,2.340646429899098990e+00,3.756083877675151861e-04,4.306777506208189351e-09,1.295461268770914281e-11,7.295783758163452148e-01,7.369403839111328125e-01,1,1,1
phase_regimes,2,4,2,1.074999999999999956e+00,4.152787295564890901e-01,4.464246342732257622e-01,1.400000000000000000e+01,16384,1.046003900428332356e+00,1.993026803168218564e-02,1.992902637918902986e-02,1.992823627696926891e-02,1.076189809502548633e+04,1.076189803393712464e+04,4.035030112732038710e-01,supercritical,1.014701170983266579e-02,1.963951244646578331e+00,3.964737314330493245e-05,5.676355741098319744e-09,7.658487824943010791e-08,4.432818781424430199e-03,4.452685434443992563e-03,1,1,1
phase_regimes,2,4,2,1.074999999999999956e+00,4.152787295564890901e-01,4.464246342732257622e-01,2.200000000000000000e+01,4194304,1.029275209363484267e+00,1.585901362959551975e-03,1.585802561559712665e-03,1.585865434465594248e-03,2.769231632174373139e+06,2.769231627248514909e+06,4.227506329779639471e-01,supercritical,7.695699970041866783e-04,2.060716296943898129e+00,3.964580128626771552e-05,1.778781587256757638e-09,1.893261792263696427e-09,5.346635682508349419e-02,5.427150381729006767e-02,1,1,1
phase_regimes,2,4,2,1.074999999999999956e+00,4.152787295564890901e-01,4.464246342732257622e-01,3.000000000000000000e+01,1073741824,1.021468486866555114e+00,1.181318156986410628e-04,1.180236155121638930e-04,1.179641658355379263e-04,7.107423372393262386e+08,7.107423343125131130e+08,4.349787901068592477e-01,supercritical,5.836420481708941467e-05,2.021173186634374730e+00,5.039638622872103435e-04,4.117966503910872009e-09,1.831138171795461965e-10,7.252440452575683594e-01,7.281701564788818359e-01,1,1,1
phase_regimes,2,4,2,1.100000000000000089e+00,4.152787295564890901e-01,4.568066025121380602e-01,1.400000000000000000e+01,16384,1.047073758577828473e+00,2.063653091054240551e-02,2.064197791056188169e-02,2.064279631076249011e-02,1.075719408255339658e+04,1.075719402134893244e+04,3.998726982628183491e-01,supercritical,1.124311554637301945e-02,1.836038794195419266e+00,3.964580129009595886e-05,5.689630959917213761e-09,5.057564257146098271e-08,4.429502712810062803e-03,4.507320061748032458e-03,1,1,1
phase_regimes,2,4,2,1.100000000000000089e+00,4.152787295564890901e-01,4.568066025121380602e-01,2.200000000000000000e+01,4194304,1.029956028185890826e+00,1.687494693622504371e-03,1.687049397940620921e-03,1.687116285017609130e-03,2.768590806043980643e+06,2.768590800867215730e+06,4.186920395183015287e-01,supercritical,9.041786040721105314e-04,1.865910426788928156e+00,3.964580128957200460e-05,1.869819444347562088e-09,2.110166120877425266e-09,5.346200894564390182e-02,5.434308759868144989e-02,1,1,1
