N,family,case,case_index,r,alpha,H,delta_finite,delta_stationary_scale,finite_column,stationary_column,trajectories,mean_finite,mean_stationary_scale,mean_difference,variance_difference,variance_stationary_scale,covariance_difference_stationary_scale,saving_estimate_pct,saving_standard_error_pct,saving_lower95_pct,saving_upper95_pct,saved_cost_per_input,N_delta_finite,N_delta_stationary_scale
256,fixed_alpha,1.05,33,0.6676452524310271,1.05,0.2567933324266264,0.09552070227043526,0.014554447210140093,66,67,32768,169.97359910773136,176.59422392064528,-6.620624812913911,21.15973404980527,41.951795225004936,-23.214197913110223,3.749060793680867,0.013806115552210632,3.722000807198534,3.7761207801631995,0.025861815675444964,24.453299781231426,3.7259384857958637
256,fixed_alpha,1.075,34,1.001467878646539,1.075,0.262935280264487,0.12439064721820602,0.05809528966685378,68,69,32768,167.52216338746385,168.2033513682917,-0.6811879808278438,1.0312818012851812,17.63202778894126,-0.9177124079809065,0.40497883977135535,0.0033236830831913362,0.3984644209283003,0.4114932586144104,0.002660890550108765,31.84400568786074,14.872394154714568
256,fixed_alpha,1.1,35,1.3352905048620543,1.1,0.2690857575821216,0.163025569495524,0.11606393119265018,70,71,32768,165.01179927937525,164.96328513162473,0.04851414775053588,0.194635242988031,16.877747465175148,0.03325725522151599,-0.02940905772567895,0.0014773325967496645,-0.03230462961530829,-0.026513485836049608,-0.00018950838965053077,41.73454579085414,29.712366385318447
256,fixed_alpha,1.2,36,2.670581009724105,1.2,0.2937821497998332,0.3413495506239955,0.32768,72,73,32768,155.15638500429375,154.8594226410402,0.29696236325354947,0.006912093953420634,18.935749556274036,0.11749444058002953,-0.1917625406249253,0.0002882907753381153,-0.192327590544588,-0.19119749070526257,-0.0011600092314591776,87.38548495974285,83.88608
1024,scaled_r,0,0,0.0,1.0,0.24453317379349931,0.030906434769006546,0.0,0,1,32768,690.6018832049245,926.853035583768,-236.25115237884347,18555.793773979076,19174.763953839352,-18833.3914809188,25.48960226796294,0.0601970141997534,25.371616120131424,25.607588415794456,0.23071401599496433,31.648189203462703,0.0
1024,scaled_r,0.1,1,0.1,1.0059912056371783,0.24600065763033135,0.0327231029523948,8.224040654324407e-16,2,3,32768,688.7186114760823,926.96358698707,-238.24497551098776,18815.926691820783,19407.253446654755,-19079.81237742281,25.701654180976043,0.060454087641147715,25.583164169199392,25.820144192752693,0.23266110889744898,33.508457423252274,8.421417630028193e-13
1024,scaled_r,0.2,2,0.2,1.0119824112743563,0.2474685577670992,0.03476343147847307,2.759481170376519e-08,4,5,32768,686.8271441455261,927.0738252510426,-240.24668110551661,19077.432215445777,19640.351808398063,-19327.212066696342,25.91451452536265,0.06070782738010209,25.79552718369765,26.033501867027653,0.23461589951710607,35.597753833956425,2.8257087184655556e-05
1024,scaled_r,0.3,3,0.3,1.0179736169115345,0.24893688062504815,0.03706966390605141,8.900266732765008e-06,6,7,32768,684.92558528087,925.0664305598552,-240.14084527898527,19019.18347723547,19548.80993291494,-19252.401248569226,25.959308147594406,0.0607271275181526,25.840282977658827,26.078333317529985,0.23451254421775905,37.959335839796644,0.009113873134351368
1024,scaled_r,0.4,4,0.4,1.0239648225487126,0.25040563261859133,0.03969347641224605,0.00015984054666064068,8,9,32768,683.0117850851223,892.0240313548035,-209.01224626968124,14535.066530061531,14974.518843854737,-14723.266999856656,23.431234913283003,0.05695342815108869,23.319606194106868,23.542863632459138,0.2041135217477356,40.64611984613995,0.16367671978049605
1024,scaled_r,0.5,5,0.5,1.0299560281858908,0.25187482015540885,0.04269774081155217,0.0009041786040721102,10,11,32768,681.0833522981701,792.7350713211481,-111.65171902297797,4290.984160881976,4537.620178905775,-4382.829873535115,14.084367282615947,0.03908899859096336,14.00775284537766,14.160981719854234,0.10903488185837693,43.72248659102942,0.9258788905698409
1024,scaled_r,0.6,6,0.6,1.0359472338230689,0.2533444496365457,0.046158041162309094,0.0028705370800415518,12,13,32768,679.1376287101901,718.4076889545697,-39.27006024437955,570.7578521287683,692.3017007646378,-600.0925423102013,5.466263912281553,0.017318199796409754,5.43232024068059,5.500207583882516,0.038349668207401905,47.26583415020451,2.939429969962549
1024,scaled_r,0.7,7,0.7,1.0419384394602471,0.254814527456505,0.05016329494324971,0.006551254556308476,14,15,32768,677.1717693332196,692.464211953897,-15.292442620677424,99.88348751222456,183.0453592984248,-110.04159168894287,2.208409092728039,0.007780299623568762,2.1931597054658445,2.2236584799902337,0.014934025996755296,51.367214021887705,6.7084846656598796
1024,scaled_r,0.8,8,0.8,1.0479296450974254,0.25628506000334694,0.05481438121007997,0.012164479277736132,16,17,32768,675.1827718429184,682.0810582302109,-6.8982863872925275,25.509506479757853,96.07692144860349,-29.36116756354532,1.0113587386800396,0.0040435280667870995,1.003433423669137,1.0192840536909422,0.006736607800090359,56.12992635912189,12.456426780401799
1024,scaled_r,0.85,9,0.85,1.0509252479160143,0.25702049879388067,0.057415802102758505,0.015695040720471454,18,19,32768,674.1786438487146,678.9667325704668,-4.788088721752146,14.292407541111956,81.88633649238095,-16.64312425346688,0.7052022569095774,0.0030510276083662966,0.6992222427971795,0.7111822710219753,0.00467586789233608,58.79378135322471,16.07172169776277
1024,scaled_r,0.9,10,0.9,1.0539208507346034,0.2577560536587866,0.060219250531991196,0.019684953469427075,20,21,32768,673.1676250979697,676.53472522951,-3.3671001315402926,8.462035755008687,74.15761028662027,-9.842539772903656,0.4976980494826819,0.002361790028023959,0.49306894102775495,0.5023271579376088,0.003288183722207317,61.664512544758985,20.157392352693325
1024,scaled_r,0.95,11,0.95,1.0569164535531925,0.25849172539480353,0.06323769856952872,0.024107434092187414,22,23,32768,672.1493753973513,674.5347574316002,-2.3853820342489307,5.255588461866106,69.73350079673031,-5.998992928690327,0.35363367238949367,0.001870068562543431,0.3499683380069085,0.3572990067720788,0.0023294746428212214,64.75540333519741,24.686012510399912
1024,scaled_r,0.975,12,0.975,1.058414254962487,0.25885960533835395,0.06483131529188152,0.02647121545542906,24,25,32768,671.637440743109,673.6472362518398,-2.009795508730811,4.2085120493185855,68.25660797003287,-4.720071041626478,0.2983453951230134,0.0016767961420892374,0.29505887468451847,0.3016319155615083,0.0019626909264949324,66.38726685888668,27.106524626359356
1024,scaled_r,1,13,1.0,1.0599120563717817,0.2592275147982836,0.06648301512375022,0.028931139262048385,26,27,32768,671.1235866538074,672.8164740831086,-1.6928874293011602,3.4029968936327655,67.11221378253607,-3.7262672481707972,0.251612065772939,0.001510555201877172,0.24865137757725972,0.2545727539686182,0.0016532103801769143,68.07860748672023,29.625486604337546
1024,scaled_r,1.025,14,1.025,1.0614098577810762,0.2595954538740778,0.06819401344242551,0.03148288872179824,28,29,32768,670.6077785694583,672.0321817805687,-1.424403211110428,2.7766535767022678,66.22178073709522,-2.947101712158181,0.21195461314611905,0.0013667527709254337,0.2092757777151052,0.2146334485771329,0.0013910187608500272,69.83066976504372,32.2384780511214
1024,scaled_r,1.05,15,1.05,1.0629076591903708,0.25996342266519923,0.06996538245451434,0.03412207796045887,30,31,32768,670.0899875717136,671.2860944882707,-1.196106916557198,2.2846744598665927,65.52728425870946,-2.3311358932410853,0.17818139335494568,0.0012416762712154203,0.17574770786336347,0.1806150788465279,0.0011680731607003887,71.64455163342268,34.941007831509886
