d,alpha,delta,gamma,objective_minus_endpoint,series_order
2,1.425000000000000000e+01,3.242857142857143160e-02,9.675714285714285268e-01,-2.327563270920582350e-03,24
2,1.425000000000000000e+01,3.257142857142857756e-02,9.674285714285714155e-01,-2.351432261556152259e-03,24
2,1.425000000000000000e+01,3.271428571428571658e-02,9.672857142857143042e-01,-2.375413960316360984e-03,24
2,1.425000000000000000e+01,3.285714285714286254e-02,9.671428571428570820e-01,-2.399508263374566797e-03,24
2,1.425000000000000000e+01,3.300000000000000155e-02,9.669999999999999707e-01,-2.423715066656534356e-03,24
2,1.425000000000000000e+01,3.314285714285714057e-02,9.668571428571428594e-01,-2.448034265841642076e-03,24
2,1.425000000000000000e+01,3.328571428571428653e-02,9.667142857142857482e-01,-2.472465756362854372e-03,24
2,1.425000000000000000e+01,3.342857142857142555e-02,9.665714285714285259e-01,-2.497009433407471057e-03,24
2,1.425000000000000000e+01,3.357142857142857151e-02,9.664285714285714146e-01,-2.521665191918140425e-03,24
2,1.425000000000000000e+01,3.371428571428571053e-02,9.662857142857143034e-01,-2.546432926592706592e-03,24
2,1.425000000000000000e+01,3.385714285714285648e-02,9.661428571428571921e-01,-2.571312531885486252e-03,24
2,1.425000000000000000e+01,3.399999999999999550e-02,9.659999999999999698e-01,-2.596303902007351949e-03,24
2,1.425000000000000000e+01,3.414285714285714146e-02,9.658571428571428585e-01,-2.621406930926745149e-03,24
2,1.425000000000000000e+01,3.428571428571428742e-02,9.657142857142857473e-01,-2.646621512370148088e-03,24
2,1.425000000000000000e+01,3.442857142857143338e-02,9.655714285714285250e-01,-2.671947539822111528e-03,24
2,1.425000000000000000e+01,3.457142857142857240e-02,9.654285714285714137e-01,-2.697384906526656412e-03,24
2,1.425000000000000000e+01,3.471428571428571835e-02,9.652857142857143025e-01,-2.722933505487579176e-03,24
2,1.425000000000000000e+01,3.485714285714285737e-02,9.651428571428571912e-01,-2.748593229469020738e-03,24
2,1.425000000000000000e+01,3.500000000000000333e-02,9.649999999999999689e-01,-2.774363970995744055e-03,24
2,1.425000000000000000e+01,3.514285714285714235e-02,9.648571428571428577e-01,-2.800245622354341490e-03,24
2,1.425000000000000000e+01,3.528571428571428831e-02,9.647142857142857464e-01,-2.826238075593290322e-03,24
2,1.425000000000000000e+01,3.542857142857142733e-02,9.645714285714285241e-01,-2.852341222523799291e-03,24
2,1.425000000000000000e+01,3.557142857142857328e-02,9.644285714285714128e-01,-2.878554954720502490e-03,24
2,1.425000000000000000e+01,3.571428571428571230e-02,9.642857142857143016e-01,-2.904879163521778551e-03,24
2,1.425000000000000000e+01,3.585714285714285826e-02,9.641428571428571903e-01,-2.931313740030638826e-03,24
2,1.425000000000000000e+01,3.599999999999999728e-02,9.639999999999999680e-01,-2.957858575114852284e-03,24
2,1.425000000000000000e+01,3.614285714285714324e-02,9.638571428571428568e-01,-2.984513559408097372e-03,24
2,1.425000000000000000e+01,3.628571428571428920e-02,9.637142857142857455e-01,-3.011278583310364465e-03,24
2,1.425000000000000000e+01,3.642857142857143515e-02,9.635714285714285232e-01,-3.038153536988483228e-03,24
2,1.425000000000000000e+01,3.657142857142857417e-02,9.634285714285714119e-01,-3.065138310376525066e-03,24
2,1.425000000000000000e+01,3.671428571428571319e-02,9.632857142857143007e-01,-3.092232793176885597e-03,24
2,1.425000000000000000e+01,3.685714285714285915e-02,9.631428571428571894e-01,-3.119436874860465059e-03,24
2,1.425000000000000000e+01,3.699999999999999817e-02,9.629999999999999671e-01,-3.146750444667528734e-03,24
2,1.425000000000000000e+01,3.714285714285714413e-02,9.628571428571428559e-01,-3.174173391608012262e-03,24
2,1.425000000000000000e+01,3.728571428571428314e-02,9.627142857142857446e-01,-3.201705604462451449e-03,24
2,1.425000000000000000e+01,3.742857142857142910e-02,9.625714285714285223e-01,-3.229346971782467990e-03,24
2,1.425000000000000000e+01,3.757142857142856812e-02,9.624285714285714111e-01,-3.257097381891116417e-03,24
2,1.425000000000000000e+01,3.771428571428571408e-02,9.622857142857142998e-01,-3.284956722883952684e-03,24
2,1.425000000000000000e+01,3.785714285714285310e-02,9.621428571428571885e-01,-3.312924882629339485e-03,24
2,1.425000000000000000e+01,3.799999999999999906e-02,9.619999999999999662e-01,-3.341001748768918089e-03,24
2,1.425000000000000000e+01,3.814285714285714501e-02,9.618571428571428550e-01,-3.369187208718496529e-03,24
2,1.425000000000000000e+01,3.828571428571429097e-02,9.617142857142857437e-01,-3.397481149668521438e-03,24
2,1.425000000000000000e+01,3.842857142857142999e-02,9.615714285714285214e-01,-3.425883458584758068e-03,24
2,1.425000000000000000e+01,3.857142857142857595e-02,9.614285714285714102e-01,-3.454394022208762127e-03,24
2,1.425000000000000000e+01,3.871428571428571497e-02,9.612857142857142989e-01,-3.483012727058587554e-03,24
2,1.425000000000000000e+01,3.885714285714286093e-02,9.611428571428571876e-01,-3.511739459429202848e-03,24
2,1.425000000000000000e+01,3.899999999999999994e-02,9.609999999999999654e-01,-3.540574105393559656e-03,24
2,1.425000000000000000e+01,3.914285714285714590e-02,9.608571428571428541e-01,-3.569516550802426247e-03,24
2,1.425000000000000000e+01,3.928571428571428492e-02,9.607142857142857428e-01,-3.598566681285997326e-03,24
2,1.425000000000000000e+01,3.942857142857143088e-02,9.605714285714285205e-01,-3.627724382253408320e-03,24
2,1.425000000000000000e+01,3.957142857142856990e-02,9.604285714285714093e-01,-3.656989538894192537e-03,24
2,1.425000000000000000e+01,3.971428571428571586e-02,9.602857142857142980e-01,-3.686362036178517099e-03,24
2,1.425000000000000000e+01,3.985714285714285487e-02,9.601428571428571868e-01,-3.715841758857849064e-03,24
2,1.425000000000000000e+01,4.000000000000000083e-02,9.599999999999999645e-01,-3.745428591465344015e-03,24
2,1.450000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,24
2,1.450000000000000000e+01,1.428571428571428679e-04,9.998571428571428887e-01,7.780094658627056958e-06,24
2,1.450000000000000000e+01,2.857142857142857357e-04,9.997142857142856665e-01,1.542775371930760198e-05,24
2,1.450000000000000000e+01,4.285714285714285494e-04,9.995714285714285552e-01,2.294300114449865369e-05,24
2,1.450000000000000000e+01,5.714285714285714714e-04,9.994285714285714439e-01,3.032586129152192722e-05,24
2,1.450000000000000000e+01,7.142857142857142851e-04,9.992857142857143327e-01,3.757635891242505632e-05,24
2,1.450000000000000000e+01,8.571428571428570987e-04,9.991428571428571104e-01,4.469451915312117052e-05,24
2,1.450000000000000000e+01,1.000000000000000021e-03,9.989999999999999991e-01,5.168036755344440625e-05,24
2,1.450000000000000000e+01,1.142857142857142943e-03,9.988571428571428878e-01,5.853393004641438413e-05,24
2,1.450000000000000000e+01,1.285714285714285648e-03,9.987142857142856656e-01,6.525523295818069780e-05,24
2,1.450000000000000000e+01,1.428571428571428570e-03,9.985714285714285543e-01,7.184430300735678010e-05,24
2,1.450000000000000000e+01,1.571428571428571492e-03,9.984285714285714430e-01,7.830116730479785847e-05,24
2,1.450000000000000000e+01,1.714285714285714197e-03,9.982857142857143318e-01,8.462585335318462132e-05,24
2,1.450000000000000000e+01,1.857142857142857120e-03,9.981428571428571095e-01,9.081838904646810651e-05,24
2,1.450000000000000000e+01,2.000000000000000042e-03,9.979999999999999982e-01,9.687880266967541232e-05,24
2,1.450000000000000000e+01,2.142857142857142964e-03,9.978571428571428870e-01,1.028071228984656083e-04,24
2,1.450000000000000000e+01,2.285714285714285886e-03,9.977142857142856647e-01,1.086033787984774790e-04,24
2,1.450000000000000000e+01,2.428571428571428808e-03,9.975714285714285534e-01,1.142675998256348358e-04,24
2,1.450000000000000000e+01,2.571428571428571296e-03,9.974285714285714421e-01,1.197998158247032263e-04,24
2,1.450000000000000000e+01,2.714285714285714218e-03,9.972857142857143309e-01,1.252000570297895354e-04,24
2,1.450000000000000000e+01,2.857142857142857140e-03,9.971428571428571086e-01,1.304683540636480954e-04,24
2,1.450000000000000000e+01,3.000000000000000062e-03,9.969999999999999973e-01,1.356047379368202632e-04,24
2,1.450000000000000000e+01,3.142857142857142985e-03,9.968571428571428861e-01,1.406092400480091209e-04,24
2,1.450000000000000000e+01,3.285714285714285907e-03,9.967142857142856638e-01,1.454818921832329304e-04,24
2,1.450000000000000000e+01,3.428571428571428395e-03,9.965714285714285525e-01,1.502227265152006330e-04,24
2,1.450000000000000000e+01,3.571428571428571317e-03,9.964285714285714413e-01,1.548317756035477721e-04,24
2,1.450000000000000000e+01,3.714285714285714239e-03,9.962857142857143300e-01,1.593090723939205589e-04,24
2,1.450000000000000000e+01,3.857142857142857595e-03,9.961428571428571077e-01,1.636546502173374940e-04,24
2,1.450000000000000000e+01,4.000000000000000083e-03,9.959999999999999964e-01,1.678685427907028460e-04,24
2,1.450000000000000000e+01,4.142857142857142572e-03,9.958571428571428852e-01,1.719507842153494837e-04,24
2,1.450000000000000000e+01,4.285714285714285927e-03,9.957142857142856629e-01,1.759014089773164313e-04,24
2,1.450000000000000000e+01,4.428571428571428416e-03,9.955714285714285516e-01,1.797204519465578354e-04,24
2,1.450000000000000000e+01,4.571428571428571772e-03,9.954285714285714404e-01,1.834079483767486751e-04,24
2,1.450000000000000000e+01,4.714285714285714260e-03,9.952857142857143291e-01,1.869639339047157733e-04,24
2,1.450000000000000000e+01,4.857142857142857616e-03,9.951428571428571068e-01,1.903884445500769740e-04,24
2,1.450000000000000000e+01,5.000000000000000104e-03,9.949999999999999956e-01,1.936815167148109307e-04,24
2,1.450000000000000000e+01,5.142857142857142592e-03,9.948571428571428843e-01,1.968431871827991397e-04,24
2,1.450000000000000000e+01,5.285714285714285948e-03,9.947142857142856620e-01,1.998734931194651177e-04,24
2,1.450000000000000000e+01,5.428571428571428437e-03,9.945714285714285507e-01,2.027724720712609230e-04,24
2,1.450000000000000000e+01,5.571428571428571792e-03,9.944285714285714395e-01,2.055401619653757228e-04,24
2,1.450000000000000000e+01,5.714285714285714281e-03,9.942857142857143282e-01,2.081766011089170032e-04,24
2,1.450000000000000000e+01,5.857142857142857637e-03,9.941428571428571059e-01,2.106818281891603695e-04,24
2,1.450000000000000000e+01,6.000000000000000125e-03,9.939999999999999947e-01,2.130558822723699341e-04,24
2,1.450000000000000000e+01,6.142857142857142613e-03,9.938571428571428834e-01,2.152988028038121948e-04,24
2,1.450000000000000000e+01,6.285714285714285969e-03,9.937142857142856611e-01,2.174106296074507227e-04,24
2,1.450000000000000000e+01,6.428571428571428457e-03,9.935714285714285499e-01,2.193914028848914510e-04,24
2,1.450000000000000000e+01,6.571428571428571813e-03,9.934285714285714386e-01,2.212411632154936969e-04,24
2,1.450000000000000000e+01,6.714285714285714302e-03,9.932857142857143273e-01,2.229599515559677059e-04,24
2,1.450000000000000000e+01,6.857142857142856790e-03,9.931428571428571050e-01,2.245478092393060621e-04,24
2,1.450000000000000000e+01,7.000000000000000146e-03,9.929999999999999938e-01,2.260047779749779773e-04,24
2,1.450000000000000000e+01,7.142857142857142634e-03,9.928571428571428825e-01,2.273308998483325460e-04,24
2,1.450000000000000000e+01,7.285714285714285990e-03,9.927142857142856602e-01,2.285262173198632230e-04,24
2,1.450000000000000000e+01,7.428571428571428478e-03,9.925714285714285490e-01,2.295907732251245559e-04,24
2,1.450000000000000000e+01,7.571428571428571834e-03,9.924285714285714377e-01,2.305246107741215633e-04,24
2,1.450000000000000000e+01,7.714285714285715190e-03,9.922857142857143264e-01,2.313277735509350341e-04,24
2,1.450000000000000000e+01,7.857142857142857678e-03,9.921428571428571042e-01,2.320003055128611047e-04,24
2,1.450000000000000000e+01,8.000000000000000167e-03,9.919999999999999929e-01,2.325422509905500368e-04,24
2,1.450000000000000000e+01,8.142857142857144390e-03,9.918571428571428816e-01,2.329536546875343728e-04,24
2,1.450000000000000000e+01,8.285714285714285143e-03,9.917142857142857704e-01,2.332345616791187126e-04,24
2,1.450000000000000000e+01,8.428571428571427632e-03,9.915714285714285481e-01,2.333850174125323695e-04,24
2,1.450000000000000000e+01,8.571428571428571855e-03,9.914285714285714368e-01,2.334050677061799695e-04,24
2,1.450000000000000000e+01,8.714285714285714343e-03,9.912857142857143256e-01,2.332947587493500174e-04,24
2,1.450000000000000000e+01,8.857142857142856832e-03,9.911428571428571033e-01,2.330541371019512198e-04,24
2,1.450000000000000000e+01,8.999999999999999320e-03,9.909999999999999920e-01,2.326832496931247052e-04,24
2,1.450000000000000000e+01,9.142857142857143543e-03,9.908571428571428807e-01,2.321821438220073031e-04,24
2,1.450000000000000000e+01,9.285714285714286031e-03,9.907142857142856585e-01,2.315508671565519316e-04,24
2,1.450000000000000000e+01,9.428571428571428520e-03,9.905714285714285472e-01,2.307894677330696309e-04,24
2,1.450000000000000000e+01,9.571428571428572743e-03,9.904285714285714359e-01,2.298979939560213959e-04,24
2,1.450000000000000000e+01,9.714285714285715231e-03,9.902857142857143247e-01,2.288764945974353093e-04,24
2,1.450000000000000000e+01,9.857142857142857720e-03,9.901428571428571024e-01,2.277250187963236749e-04,24
2,1.450000000000000000e+01,1.000000000000000021e-02,9.899999999999999911e-01,2.264436160583083169e-04,24
2,1.450000000000000000e+01,1.014285714285714270e-02,9.898571428571428799e-01,2.250323362553569018e-04,24
2,1.450000000000000000e+01,1.028571428571428518e-02,9.897142857142857686e-01,2.234912296247559826e-04,24
2,1.450000000000000000e+01,1.042857142857142767e-02,9.895714285714285463e-01,2.218203467693885544e-04,24
2,1.450000000000000000e+01,1.057142857142857190e-02,9.894285714285714350e-01,2.200197386566099533e-04,24
2,1.450000000000000000e+01,1.071428571428571438e-02,9.892857142857143238e-01,2.180894566179425453e-04,24
2,1.450000000000000000e+01,1.085714285714285687e-02,9.891428571428571015e-01,2.160295523487842928e-04,24
2,1.450000000000000000e+01,1.100000000000000110e-02,9.889999999999999902e-01,2.138400779079507874e-04,24
2,1.450000000000000000e+01,1.114285714285714358e-02,9.888571428571428790e-01,2.115210857168287051e-04,24
2,1.450000000000000000e+01,1.128571428571428607e-02,9.887142857142857677e-01,2.090726285590843725e-04,24
2,1.450000000000000000e+01,1.142857142857142856e-02,9.885714285714285454e-01,2.064947595804694780e-04,24
2,1.450000000000000000e+01,1.157142857142857278e-02,9.884285714285714342e-01,2.037875322879328932e-04,24
2,1.450000000000000000e+01,1.171428571428571527e-02,9.882857142857143229e-01,2.009510005492043394e-04,24
2,1.450000000000000000e+01,1.185714285714285776e-02,9.881428571428571006e-01,1.979852185925445873e-04,24
2,1.450000000000000000e+01,1.200000000000000025e-02,9.879999999999999893e-01,1.948902410060654455e-04,24
2,1.450000000000000000e+01,1.214285714285714274e-02,9.878571428571428781e-01,1.916661227370636267e-04,24
2,1.450000000000000000e+01,1.228571428571428523e-02,9.877142857142857668e-01,1.883129190920485030e-04,24
2,1.450000000000000000e+01,1.242857142857142771e-02,9.875714285714285445e-01,1.848306857357706612e-04,24
2,1.450000000000000000e+01,1.257142857142857194e-02,9.874285714285714333e-01,1.812194786908610800e-04,24
2,1.450000000000000000e+01,1.271428571428571443e-02,9.872857142857143220e-01,1.774793543375535743e-04,24
2,1.450000000000000000e+01,1.285714285714285691e-02,9.871428571428570997e-01,1.736103694127966168e-04,24
2,1.450000000000000000e+01,1.300000000000000114e-02,9.869999999999999885e-01,1.696125810100451714e-04,24
2,1.450000000000000000e+01,1.314285714285714363e-02,9.868571428571428772e-01,1.654860465788998702e-04,24
2,1.450000000000000000e+01,1.328571428571428611e-02,9.867142857142857659e-01,1.612308239238996466e-04,24
2,1.450000000000000000e+01,1.342857142857142860e-02,9.865714285714285436e-01,1.568469712051739906e-04,24
2,1.450000000000000000e+01,1.357142857142857283e-02,9.864285714285714324e-01,1.523345469366110816e-04,24
2,1.450000000000000000e+01,1.371428571428571358e-02,9.862857142857143211e-01,1.476936099864822882e-04,24
2,1.450000000000000000e+01,1.385714285714285607e-02,9.861428571428570988e-01,1.429242195763458234e-04,24
2,1.450000000000000000e+01,1.400000000000000029e-02,9.859999999999999876e-01,1.380264352807414330e-04,24
2,1.450000000000000000e+01,1.414285714285714278e-02,9.858571428571428763e-01,1.330003170265520174e-04,24
2,1.450000000000000000e+01,1.428571428571428527e-02,9.857142857142857650e-01,1.278459250925456647e-04,24
2,1.450000000000000000e+01,1.442857142857142949e-02,9.855714285714285428e-01,1.225633201089593172e-04,24
2,1.450000000000000000e+01,1.457142857142857198e-02,9.854285714285714315e-01,1.171525630567632481e-04,24
2,1.450000000000000000e+01,1.471428571428571447e-02,9.852857142857143202e-01,1.116137152677165734e-04,24
2,1.450000000000000000e+01,1.485714285714285696e-02,9.851428571428570979e-01,1.059468384228545723e-04,24
2,1.450000000000000000e+01,1.500000000000000118e-02,9.849999999999999867e-01,1.001519945531686995e-04,24
2,1.450000000000000000e+01,1.514285714285714367e-02,9.848571428571428754e-01,9.422924603801063892e-05,24
2,1.450000000000000000e+01,1.528571428571428616e-02,9.847142857142857642e-01,8.817865560528659330e-05,24
2,1.450000000000000000e+01,1.542857142857143038e-02,9.845714285714285419e-01,8.200028633073563888e-05,24
2,1.450000000000000000e+01,1.557142857142857287e-02,9.844285714285714306e-01,7.569420163736073626e-05,24
2,1.450000000000000000e+01,1.571428571428571536e-02,9.842857142857143193e-01,6.926046529484586323e-05,24
2,1.450000000000000000e+01,1.585714285714285784e-02,9.841428571428570971e-01,6.269914141932009244e-05,24
2,1.450000000000000000e+01,1.600000000000000033e-02,9.839999999999999858e-01,5.601029447245553516e-05,24
2,1.450000000000000000e+01,1.614285714285714282e-02,9.838571428571428745e-01,4.919398926116202997e-05,24
2,1.450000000000000000e+01,1.628571428571428878e-02,9.837142857142857633e-01,4.225029093725407581e-05,24
2,1.450000000000000000e+01,1.642857142857143127e-02,9.835714285714285410e-01,3.517926499645163130e-05,24
2,1.450000000000000000e+01,1.657142857142857029e-02,9.834285714285714297e-01,2.798097727842174809e-05,24
2,1.450000000000000000e+01,1.671428571428571278e-02,9.832857142857143185e-01,2.065549396548793659e-05,24
2,1.450000000000000000e+01,1.685714285714285526e-02,9.831428571428570962e-01,1.320288158301874404e-05,24
2,1.450000000000000000e+01,1.699999999999999775e-02,9.829999999999999849e-01,5.623206998303653670e-06,24
2,1.450000000000000000e+01,1.714285714285714371e-02,9.828571428571428736e-01,-2.083462579946515625e-06,24
2,1.450000000000000000e+01,1.728571428571428620e-02,9.827142857142857624e-01,-9.917059601946554004e-06,24
2,1.450000000000000000e+01,1.742857142857142869e-02,9.825714285714285401e-01,-1.787751617722543873e-05,24
2,1.450000000000000000e+01,1.757142857142857117e-02,9.824285714285714288e-01,-2.596476407573655720e-05,24
2,1.450000000000000000e+01,1.771428571428571366e-02,9.822857142857143176e-01,-3.417873472780219579e-05,24
2,1.450000000000000000e+01,1.785714285714285615e-02,9.821428571428570953e-01,-4.251935922480742924e-05,24
2,1.450000000000000000e+01,1.799999999999999864e-02,9.819999999999999840e-01,-5.098656832000503236e-05,24
2,1.450000000000000000e+01,1.814285714285714460e-02,9.818571428571428727e-01,-5.958029242870976905e-05,24
2,1.450000000000000000e+01,1.828571428571428709e-02,9.817142857142857615e-01,-6.830046162883962602e-05,24
2,1.450000000000000000e+01,1.842857142857142957e-02,9.815714285714285392e-01,-7.714700566187338016e-05,24
2,1.450000000000000000e+01,1.857142857142857206e-02,9.814285714285714279e-01,-8.611985393289223190e-05,24
2,1.450000000000000000e+01,1.871428571428571455e-02,9.812857142857143167e-01,-9.521893551137083911e-05,24
2,1.450000000000000000e+01,1.885714285714285704e-02,9.811428571428570944e-01,-1.044441791316491619e-04,24
2,1.450000000000000000e+01,1.899999999999999953e-02,9.809999999999999831e-01,-1.137955131935292075e-04,24
2,1.450000000000000000e+01,1.914285714285714549e-02,9.808571428571428719e-01,-1.232728657629134084e-04,24
2,1.450000000000000000e+01,1.928571428571428797e-02,9.807142857142857606e-01,-1.328761645718185003e-04,24
2,1.450000000000000000e+01,1.942857142857143046e-02,9.805714285714285383e-01,-1.426053370198326897e-04,24
2,1.450000000000000000e+01,1.957142857142857295e-02,9.804285714285714270e-01,-1.524603101736993205e-04,24
2,1.450000000000000000e+01,1.971428571428571544e-02,9.802857142857143158e-01,-1.624410107687046523e-04,24
2,1.450000000000000000e+01,1.985714285714285793e-02,9.801428571428570935e-01,-1.725473652085668386e-04,24
2,1.450000000000000000e+01,2.000000000000000042e-02,9.799999999999999822e-01,-1.827792995663379827e-04,24
2,1.450000000000000000e+01,2.014285714285714290e-02,9.798571428571428710e-01,-1.931367395848759827e-04,24
2,1.450000000000000000e+01,2.028571428571428539e-02,9.797142857142857597e-01,-2.036196106773580095e-04,24
2,1.450000000000000000e+01,2.042857142857142788e-02,9.795714285714285374e-01,-2.142278379279327627e-04,24
2,1.450000000000000000e+01,2.057142857142857037e-02,9.794285714285714262e-01,-2.249613460922061936e-04,24
2,1.450000000000000000e+01,2.071428571428571286e-02,9.792857142857143149e-01,-2.358200595976023273e-04,24
2,1.450000000000000000e+01,2.085714285714285535e-02,9.791428571428570926e-01,-2.468039025445012413e-04,24
2,1.450000000000000000e+01,2.100000000000000130e-02,9.789999999999999813e-01,-2.579127987059198768e-04,24
2,1.450000000000000000e+01,2.114285714285714379e-02,9.788571428571428701e-01,-2.691466715289414502e-04,24
2,1.450000000000000000e+01,2.128571428571428628e-02,9.787142857142857588e-01,-2.805054441346183092e-04,24
2,1.450000000000000000e+01,2.142857142857142877e-02,9.785714285714285365e-01,-2.919890393188878663e-04,24
2,1.450000000000000000e+01,2.157142857142857126e-02,9.784285714285714253e-01,-3.035973795532387332e-04,24
2,1.450000000000000000e+01,2.171428571428571375e-02,9.782857142857143140e-01,-3.153303869847245977e-04,24
2,1.450000000000000000e+01,2.185714285714285623e-02,9.781428571428570917e-01,-3.271879834370189366e-04,24
2,1.450000000000000000e+01,2.200000000000000219e-02,9.779999999999999805e-01,-3.391700904109423709e-04,24
2,1.450000000000000000e+01,2.214285714285714468e-02,9.778571428571428692e-01,-3.512766290847957329e-04,24
2,1.450000000000000000e+01,2.228571428571428717e-02,9.777142857142857579e-01,-3.635075203149429335e-04,24
2,1.450000000000000000e+01,2.242857142857142966e-02,9.775714285714285356e-01,-3.758626846365742402e-04,24
2,1.450000000000000000e+01,2.257142857142857215e-02,9.774285714285714244e-01,-3.883420422644001668e-04,24
2,1.450000000000000000e+01,2.271428571428571463e-02,9.772857142857143131e-01,-4.009455130925543287e-04,24
2,1.450000000000000000e+01,2.285714285714285712e-02,9.771428571428570908e-01,-4.136730166957591770e-04,24
2,1.450000000000000000e+01,2.300000000000000308e-02,9.769999999999999796e-01,-4.265244723299088658e-04,24
2,1.450000000000000000e+01,2.314285714285714557e-02,9.768571428571428683e-01,-4.394997989323051746e-04,24
2,1.450000000000000000e+01,2.328571428571428806e-02,9.767142857142857570e-01,-4.525989151223652751e-04,24
2,1.450000000000000000e+01,2.342857142857143055e-02,9.765714285714285348e-01,-4.658217392021907211e-04,24
2,1.450000000000000000e+01,2.357142857142857303e-02,9.764285714285714235e-01,-4.791681891573029706e-04,24
2,1.450000000000000000e+01,2.371428571428571552e-02,9.762857142857143122e-01,-4.926381826568237976e-04,24
2,1.450000000000000000e+01,2.385714285714285454e-02,9.761428571428572010e-01,-5.062316370547104150e-04,24
2,1.450000000000000000e+01,2.400000000000000050e-02,9.759999999999999787e-01,-5.199484693893391407e-04,24
2,1.450000000000000000e+01,2.414285714285714299e-02,9.758571428571428674e-01,-5.337885963851707327e-04,24
2,1.450000000000000000e+01,2.428571428571428548e-02,9.757142857142857562e-01,-5.477519344524034439e-04,24
2,1.450000000000000000e+01,2.442857142857142796e-02,9.755714285714285339e-01,-5.618383996883746789e-04,24
2,1.450000000000000000e+01,2.457142857142857045e-02,9.754285714285714226e-01,-5.760479078773389494e-04,24
2,1.450000000000000000e+01,2.471428571428571294e-02,9.752857142857143113e-01,-5.903803744916336083e-04,24
2,1.450000000000000000e+01,2.485714285714285543e-02,9.751428571428570891e-01,-6.048357146920674277e-04,24
2,1.450000000000000000e+01,2.500000000000000139e-02,9.749999999999999778e-01,-6.194138433283091771e-04,24
2,1.450000000000000000e+01,2.514285714285714388e-02,9.748571428571428665e-01,-6.341146749397480464e-04,24
2,1.450000000000000000e+01,2.528571428571428636e-02,9.747142857142857553e-01,-6.489381237560765125e-04,24
2,1.450000000000000000e+01,2.542857142857142885e-02,9.745714285714285330e-01,-6.638841036978038179e-04,24
2,1.450000000000000000e+01,2.557142857142857134e-02,9.744285714285714217e-01,-6.789525283764086261e-04,24
2,1.450000000000000000e+01,2.571428571428571383e-02,9.742857142857143105e-01,-6.941433110957129227e-04,24
2,1.450000000000000000e+01,2.585714285714285632e-02,9.741428571428571992e-01,-7.094563648518820154e-04,24
2,1.450000000000000000e+01,2.600000000000000228e-02,9.739999999999999769e-01,-7.248916023344792459e-04,24
2,1.450000000000000000e+01,2.614285714285714476e-02,9.738571428571428656e-01,-7.404489359263410897e-04,24
2,1.450000000000000000e+01,2.628571428571428725e-02,9.737142857142857544e-01,-7.561282777049371795e-04,24
2,1.450000000000000000e+01,2.642857142857142974e-02,9.735714285714285321e-01,-7.719295394424952050e-04,24
2,1.450000000000000000e+01,2.657142857142857223e-02,9.734285714285714208e-01,-7.878526326066531693e-04,24
2,1.450000000000000000e+01,2.671428571428571472e-02,9.732857142857143096e-01,-8.038974683612087890e-04,24
2,1.450000000000000000e+01,2.685714285714285721e-02,9.731428571428570873e-01,-8.200639575666884840e-04,24
2,1.450000000000000000e+01,2.700000000000000316e-02,9.729999999999999760e-01,-8.363520107807220771e-04,24
2,1.450000000000000000e+01,2.714285714285714565e-02,9.728571428571428648e-01,-8.527615382586534176e-04,24
2,1.450000000000000000e+01,2.728571428571428814e-02,9.727142857142857535e-01,-8.692924499546922368e-04,24
2,1.450000000000000000e+01,2.742857142857142716e-02,9.725714285714285312e-01,-8.859446555214839369e-04,24
2,1.450000000000000000e+01,2.757142857142856965e-02,9.724285714285714199e-01,-9.027180643118720704e-04,24
2,1.450000000000000000e+01,2.771428571428571214e-02,9.722857142857143087e-01,-9.196125853785375170e-04,24
2,1.450000000000000000e+01,2.785714285714285809e-02,9.721428571428571974e-01,-9.366281274750115626e-04,24
2,1.450000000000000000e+01,2.800000000000000058e-02,9.719999999999999751e-01,-9.537645990563420328e-04,24
2,1.450000000000000000e+01,2.814285714285714307e-02,9.718571428571428639e-01,-9.710219082794957490e-04,24
2,1.450000000000000000e+01,2.828571428571428556e-02,9.717142857142857526e-01,-9.883999630040940509e-04,24
2,1.450000000000000000e+01,2.842857142857142805e-02,9.715714285714285303e-01,-1.005898670793009542e-03,24
2,1.450000000000000000e+01,2.857142857142857054e-02,9.714285714285714191e-01,-1.023517938912713032e-03,24
2,1.450000000000000000e+01,2.871428571428571649e-02,9.712857142857143078e-01,-1.041257674334217231e-03,24
2,1.450000000000000000e+01,2.885714285714285898e-02,9.711428571428570855e-01,-1.059117783733520834e-03,24
2,1.450000000000000000e+01,2.900000000000000494e-02,9.709999999999999742e-01,-1.077098173492288535e-03,24
2,1.450000000000000000e+01,2.914285714285714396e-02,9.708571428571428630e-01,-1.095198749698170215e-03,24
2,1.450000000000000000e+01,2.928571428571428298e-02,9.707142857142857517e-01,-1.113419418145786266e-03,24
2,1.450000000000000000e+01,2.942857142857142894e-02,9.705714285714285294e-01,-1.131760084337310457e-03,24
2,1.450000000000000000e+01,2.957142857142856796e-02,9.704285714285714182e-01,-1.150220653482580957e-03,24
2,1.450000000000000000e+01,2.971428571428571391e-02,9.702857142857143069e-01,-1.168801030500474236e-03,24
2,1.450000000000000000e+01,2.985714285714285640e-02,9.701428571428571956e-01,-1.187501120018544243e-03,24
2,1.450000000000000000e+01,3.000000000000000236e-02,9.699999999999999734e-01,-1.206320826374701616e-03,24
