resolution,d,alpha,gamma,uniform_cost_numeric,uniform_cost_used,adversarial_cost,stationary_iterations,stationary_residual
high,25,3,0.68400000000000005,0.40948687047512394,0.40948687047512394,0.58894272826130789,44,1.1762589624617398e-14
high,25,3,0.68559999999999999,0.41095370696987082,0.41095370696987082,0.59023068027637193,44,1.4250360781385117e-14
high,25,3,0.68720000000000003,0.41243377101651169,0.41243377101651169,0.59153372086926415,44,1.7373397670554457e-14
high,25,3,0.68879999999999997,0.41392696993681244,0.41392696993681244,0.59285169771055057,45,1.0063642982461524e-14
high,25,3,0.69040000000000001,0.41543327874098956,0.41543327874098956,0.59418445968696187,45,1.2227639086745925e-14
high,25,3,0.69199999999999995,0.41695262286838719,0.41695262286838719,0.59553185689155685,45,1.4848697288535471e-14
low,25,3,0.69199999999999995,0.41706504744047473,0.41706504744047473,0.59553185689155685,45,1.4646538046370113e-14
medium,25,3,0.69199999999999995,0.41698514378857976,0.41698514378857976,0.59553185689155685,45,1.4914582182086204e-14
high,25,3,0.69359999999999999,0.41848498074528839,0.41848498074528839,0.59689374061397538,45,1.8088105541510478e-14
high,25,3,0.69520000000000004,0.42003022215687824,0.42003022215687824,0.59826996333077009,46,1.0678852320605279e-14
high,25,3,0.69679999999999997,0.42158831780456707,0.42158831780456707,0.59966037869582556,46,1.3083759974248315e-14
high,25,3,0.69840000000000002,0.42315923337873851,0.42315923337873851,0.60106484153085826,46,1.5931362449558952e-14
high,25,3,0.69999999999999996,0.42474287644757869,0.42474287644757869,0.60248320781599829,46,1.9469171498057558e-14
high,25,3,0.7016,0.42633918734419524,0.42633918734419524,0.603915334680453,47,1.1673399512233772e-14
high,25,3,0.70320000000000005,0.42794812819212436,0.42794812819212436,0.60536108039324965,47,1.4379884602202831e-14
high,25,3,0.70479999999999998,0.42956964979336254,0.42956964979336254,0.60682030435405809,47,1.750540275804035e-14
high,25,3,0.70640000000000003,0.431203662695618,0.431203662695618,0.60829286708409336,48,1.0745519583288635e-14
high,25,3,0.70799999999999996,0.43285012748120982,0.43285012748120982,0.60977863021709344,48,1.3133262911299695e-14
low,25,3,0.70799999999999996,0.43296790041248384,0.43296790041248384,0.60977863021709344,48,1.3054765233194068e-14
medium,25,3,0.70799999999999996,0.43288418792408923,0.43288418792408923,0.60977863021709344,48,1.3220104788352585e-14
high,25,3,0.70960000000000001,0.43450897160522556,0.43450897160522556,0.6112774564903789,48,1.6276652998491491e-14
high,25,3,0.71120000000000005,0.43618015810818189,0.43618015810818189,0.61278920973598316,48,1.9977591531274922e-14
high,25,3,0.71279999999999999,0.4378636090348515,0.4378636090348515,0.61431375487186424,49,1.2468614878641797e-14
high,25,3,0.71440000000000003,0.43955928467029387,0.43955928467029387,0.61585095789318933,49,1.5351535736115908e-14
high,25,3,0.71599999999999997,0.44126710638038241,0.44126710638038241,0.61740068586369135,49,1.8942560861437345e-14
high,25,3,0.71760000000000002,0.4429870456999222,0.4429870456999222,0.61896280690710592,50,1.2062776210887087e-14
high,25,3,0.71920000000000006,0.4447190540424652,0.4447190540424652,0.62053719019867348,50,1.4878211536547597e-14
high,25,3,0.7208,0.44646302311695729,0.44646302311695729,0.62212370595672006,50,1.8284085779833243e-14
high,25,3,0.72240000000000004,0.44821892752043574,0.44821892752043574,0.62372222543430744,51,1.1814699900293882e-14
high,25,3,0.72399999999999998,0.44998672335581563,0.44998672335581563,0.62533262091095243,51,1.4614868796112624e-14
low,25,3,0.72399999999999998,0.4501102155270395,0.4501102155270395,0.62533262091095243,51,1.4525912879133991e-14
medium,25,3,0.72399999999999998,0.45002245012300324,0.45002245012300324,0.62533262091095243,51,1.4531913887397305e-14
high,25,3,0.72560000000000002,0.45176638180477885,0.45176638180477885,0.62695476568442221,51,1.8158252782532067e-14
high,25,3,0.72719999999999996,0.45355777444882017,0.45355777444882017,0.62858853406259296,52,1.1853274432835998e-14
high,25,3,0.7288,0.45536087302273937,0.45536087302273937,0.6302338013553811,52,1.4781562973161959e-14
high,25,3,0.73039999999999994,0.45717564943907379,0.45717564943907379,0.63189044386674575,52,1.8369584370555165e-14
high,25,3,0.73199999999999998,0.45900204073849921,0.45900204073849921,0.63355833888675106,53,1.2145647768595823e-14
high,25,3,0.73360000000000003,0.46083998741405857,0.46083998741405857,0.63523736468370506,53,1.5193831975079452e-14
high,25,3,0.73519999999999996,0.46268944810662371,0.46268944810662371,0.63692740049635821,53,1.8950605793403945e-14
high,25,3,0.73680000000000001,0.46455033755970138,0.46455033755970138,0.63862832652617196,54,1.2778769265432801e-14
high,25,3,0.73839999999999995,0.4664226132445991,0.4664226132445991,0.64034002392965195,54,1.6097268700064963e-14
high,25,3,0.73999999999999999,0.46830623352780826,0.46830623352780826,0.6420623748107448,55,1.0863086606428489e-14
low,25,3,0.73999999999999999,0.46843647769985014,0.46843647769985014,0.6420623748107448,54,1.9779699438043353e-14
medium,25,3,0.73999999999999999,0.46834388051399056,0.46834388051399056,0.6420623748107448,54,1.9931782712814535e-14
high,25,3,0.74160000000000004,0.47020118493363772,0.47020118493363772,0.64379526221329997,55,1.3708524801441845e-14
high,25,3,0.74319999999999997,0.47210734390740022,0.47210734390740022,0.6455385701135955,55,1.7242114510780465e-14
high,25,3,0.74480000000000002,0.47402469528755264,0.47402469528755264,0.6472921834129266,56,1.1924188593253581e-14
high,25,3,0.74639999999999995,0.47595316648134095,0.47595316648134095,0.64905598793025854,56,1.5093478898676875e-14
high,25,3,0.748,0.47789274013803329,0.47789274013803329,0.65082987039493756,56,1.8990381941230418e-14
high,25,3,0.74960000000000004,0.47984333312384658,0.47984333312384658,0.65261371843946547,57,1.3386918637492074e-14
high,25,3,0.75120000000000009,0.48180489978872226,0.48180489978872226,0.65440742059233648,57,1.6877982017118667e-14
high,25,3,0.75280000000000002,0.48377742048021283,0.48377742048021283,0.65621086627093317,58,1.2070303653470936e-14
high,25,3,0.75439999999999996,0.48576081201136989,0.48576081201136989,0.65802394577448053,58,1.5270632266400648e-14
high,25,3,0.75600000000000001,0.48775501103226748,0.48775501103226748,0.65984655027706018,58,1.9304742452371657e-14
low,25,3,0.75600000000000001,0.48789251517841437,0.48789251517841437,0.65984655027706018,58,1.9180951607188967e-14
medium,25,3,0.75600000000000001,0.48779482993686563,0.48779482993686563,0.65984655027706018,58,1.9332421512863492e-14
high,25,3,0.75760000000000005,0.48976001331551067,0.48976001331551067,0.66167857182068612,59,1.4049550003303923e-14
high,25,3,0.7592000000000001,0.49177573805347946,0.49177573805347946,0.66351990330843336,59,1.7769852097620661e-14
high,25,3,0.76080000000000003,0.49380214523229821,0.49380214523229821,0.66537043849762845,60,1.3093160530190895e-14
high,25,3,0.76239999999999997,0.49583916258972111,0.49583916258972111,0.66723007199309659,60,1.6613273983569689e-14
high,25,3,0.76400000000000001,0.4978867735059091,0.4978867735059091,0.66909869924046128,61,1.2387548936138869e-14
high,25,3,0.76560000000000006,0.49994492595311207,0.49994492595311207,0.67097621651950556,61,1.5701075785595527e-14
high,25,3,0.76719999999999999,0.50201354767782536,0.50201354767782536,0.67286252093758525,62,1.1801921615145489e-14
high,25,3,0.76879999999999993,0.50409259214413271,0.50409259214413271,0.67475751042309828,62,1.5129137304696914e-14
high,25,3,0.77039999999999997,0.50618204499934205,0.50618204499934205,0.6766610837190099,62,1.9362618230237292e-14
high,25,3,0.77200000000000002,0.50828184046354419,0.50828184046354419,0.67857314037642835,63,1.4674139222120621e-14
low,25,3,0.77200000000000002,0.50842729158126843,0.50842729158126843,0.67857314037642835,63,1.4657810540065489e-14
medium,25,3,0.77200000000000002,0.50832395804896591,0.50832395804896591,0.67857314037642835,63,1.48682890524363e-14
high,25,3,0.77360000000000007,0.51039190467185702,0.51039190467185702,0.68049358074823663,63,1.8939698649970328e-14
high,25,3,0.7752,0.51251221331827967,0.51251221331827967,0.68242230598277986,64,1.458565130439892e-14
high,25,3,0.77679999999999993,0.51464271598901279,0.51464271598901279,0.68435921801759891,64,1.8763473362067368e-14
high,25,3,0.77839999999999998,0.51678337274590447,0.51678337274590447,0.68630421957322196,65,1.4574467216033451e-14
high,25,3,0.78000000000000003,0.51893414722952946,0.51893414722952946,0.68825721414700525,65,1.8920835972014699e-14
high,25,3,0.78160000000000007,0.52109495340566137,0.52109495340566137,0.69021810600702327,66,1.4761551529215905e-14
high,25,3,0.78320000000000001,0.52326576564454974,0.52326576564454974,0.69218680018601553,66,1.9251966324552683e-14
high,25,3,0.78479999999999994,0.52544653512064299,0.52544653512064299,0.69416320247537522,67,1.5389251772515083e-14
high,25,3,0.78639999999999999,0.52763724343609497,0.52763724343609497,0.69614721941919788,67,1.9965519416040159e-14
high,25,3,0.78800000000000003,0.52983781030466703,0.52983781030466703,0.69813875830836802,68,1.6061984405854761e-14
low,25,3,0.78800000000000003,0.52999216923570203,0.52999216923570203,0.69813875830836802,68,1.6022272098559239e-14
medium,25,3,0.78800000000000003,0.52988252929818713,0.52988252929818713,0.69813875830836802,68,1.6034522023706181e-14
high,25,3,0.78960000000000008,0.53204818575935386,0.53204818575935386,0.70013772717470446,69,1.306427327667823e-14
high,25,3,0.79120000000000001,0.53426833341698621,0.53426833341698621,0.70214403478514964,69,1.7062866653069652e-14
high,25,3,0.79279999999999995,0.53649824126274781,0.53649824126274781,0.70415759063600636,70,1.3983857931359373e-14
high,25,3,0.7944,0.53873782316765995,0.53873782316765995,0.70617830494722611,70,1.8282998545095721e-14
high,25,3,0.79600000000000004,0.54098703892208233,0.54098703892208233,0.7082060886567394,71,1.5211768857877345e-14
high,25,3,0.79760000000000009,0.54324584926376662,0.54324584926376662,0.71024085341483634,72,1.2675039581961011e-14
high,25,3,0.79920000000000002,0.54551424583110608,0.54551424583110608,0.71228251157859468,72,1.6728215391374836e-14
high,25,3,0.80079999999999996,0.54779212288150481,0.54779212288150481,0.71433097620634933,73,1.4139586347435622e-14
high,25,3,0.8024,0.55007946682081132,0.55007946682081132,0.71638616105221142,73,1.8783234693284381e-14
high,25,3,0.80400000000000005,0.55237622788428431,0.55237622788428431,0.71844798056063297,74,1.5976191461379092e-14
low,25,3,0.80400000000000005,0.55254036681697294,0.55254036681697294,0.71844798056063297,74,1.5881242381305307e-14
medium,25,3,0.80400000000000005,0.55242390456356361,0.55242390456356361,0.71844798056063297,74,1.6087825355807439e-14
high,25,3,0.80560000000000009,0.55468236436210616,0.55468236436210616,0.72051634986101099,75,1.3739064449541523e-14
high,25,3,0.80719999999999992,0.55699787746016161,0.55699787746016161,0.72259118476234196,75,1.8349577893384447e-14
high,25,3,0.80879999999999996,0.55932263540568528,0.55932263540568528,0.72467240174791914,76,1.5865859613413763e-14
high,25,3,0.81040000000000001,0.56165664604910881,0.56165664604910881,0.726759917970069,77,1.390473184809384e-14
high,25,3,0.81200000000000006,0.56399986730195117,0.56399986730195117,0.72885365124493684,77,1.8681247579267601e-14
high,25,3,0.81359999999999999,0.56635224737225331,0.56635224737225331,0.7309535200473114,78,1.6510341128979483e-14
high,25,3,0.81519999999999992,0.56871374674021236,0.56871374674021236,0.73305944350549346,79,1.4713133874329114e-14
high,25,3,0.81679999999999997,0.57108434063194169,0.57108434063194169,0.73517134139620544,79,1.9790300435991015e-14
high,25,3,0.81840000000000002,0.57346395310591469,0.57346395310591469,0.737289134139545,80,1.7813501677462256e-14
high,25,3,0.82000000000000006,0.57585255317568629,0.57585255317568629,0.73941274279397662,81,1.6181457991352412e-14
low,25,3,0.82000000000000006,0.57602829284618651,0.57602829284618651,0.73941274279397662,81,1.6118798925854632e-14
medium,25,3,0.82000000000000006,0.57590359537018176,0.57590359537018176,0.73941274279397662,81,1.6083434264023398e-14
high,26,1.5,0.5,0.82730757412972133,0.82730757412972133,1.0886621079036347,25,1.1543535196516971e-14
high,26,1.5,0.50160000000000005,0.82665434434139651,0.82665434434139651,1.0869267419087529,25,1.3327785054885399e-14
high,26,1.5,0.50319999999999998,0.82600869724564396,0.82600869724564396,1.0852043245338565,25,1.5514830771001962e-14
high,26,1.5,0.50480000000000003,0.82537061631582231,0.82537061631582231,1.0834947988446617,25,1.7971345746579635e-14
high,26,1.5,0.50639999999999996,0.82474008224795947,0.82474008224795947,1.0817981082637544,26,5.4262658525896123e-15
high,26,1.5,0.50800000000000001,0.82411706874240964,0.82411706874240964,1.0801141965683152,26,6.221347721605539e-15
high,26,1.5,0.50960000000000005,0.82350156587051826,0.82350156587051826,1.0784430078878617,26,7.2848778517386736e-15
high,26,1.5,0.51119999999999999,0.82289356037167116,0.82289356037167116,1.0767844867020171,26,8.4247397678895341e-15
high,26,1.5,0.51280000000000003,0.82229301512391273,0.82229301512391273,1.0751385778382991,26,9.7054903366678797e-15
high,26,1.5,0.51439999999999997,0.8216999326891038,0.8216999326891038,1.0735052264699279,26,1.1368044662152781e-14
high,26,1.5,0.51600000000000001,0.82111428787754059,0.82111428787754059,1.0718843781136604,26,1.3267206122656159e-14
high,26,1.5,0.51759999999999995,0.8205360556142155,0.8205360556142155,1.0702759786276437,26,1.5400864045500031e-14
high,26,1.5,0.51919999999999999,0.81996522776872705,0.81996522776872705,1.0686799742092856,26,1.7845621949664534e-14
high,26,1.5,0.52080000000000004,0.81940178187747681,0.81940178187747681,1.0670963113931566,27,5.6395042688409104e-15
high,26,1.5,0.52239999999999998,0.81884570360365716,0.81884570360365716,1.0655249370488973,27,6.5483003564111217e-15
high,26,1.5,0.52400000000000002,0.81829697780084232,0.81829697780084232,1.0639657983791635,27,7.7438992822074967e-15
high,26,1.5,0.52559999999999996,0.81775558128180448,0.81775558128180448,1.0624188429175765,27,9.0238352712219388e-15
high,26,1.5,0.5272,0.81722149841118708,0.81722149841118708,1.0608840185267041,27,1.0400536305296341e-14
high,26,1.5,0.52880000000000005,0.81669471657368398,0.81669471657368398,1.0593612733960585,27,1.224935937046092e-14
high,26,1.5,0.53039999999999998,0.81617521682122562,0.81617521682122562,1.0578505560401097,27,1.4119887070287868e-14
high,26,1.5,0.53200000000000003,0.81566297625782369,0.81566297625782369,1.0563518152963276,27,1.6526700362508926e-14
high,26,1.5,0.53359999999999996,0.81515799455481774,0.81515799455481774,1.0548650003232349,27,1.9214636951510635e-14
high,26,1.5,0.53520000000000001,0.81466022888884304,0.81466022888884304,1.0533900605984856,28,6.3496903691034114e-15
high,26,1.5,0.53679999999999994,0.81416969236308179,0.81416969236308179,1.0519269459169609,28,7.5235566378895077e-15
high,26,1.5,0.53839999999999999,0.81368635215560303,0.81368635215560303,1.0504756063888827,28,8.7279274533479544e-15
high,26,1.5,0.54000000000000004,0.81321018706061887,0.81321018706061887,1.0490359924379482,28,1.0307784517825477e-14
high,26,1.5,0.54159999999999997,0.81274119827149083,0.81274119827149083,1.0476080547994837,28,1.1826193972420947e-14
high,26,1.5,0.54320000000000002,0.81227936004568824,0.81227936004568824,1.0461917445186149,28,1.3937667950361966e-14
high,26,1.5,0.54479999999999995,0.81182465435614248,0.81182465435614248,1.0447870129484584,28,1.6198133076502214e-14
high,26,1.5,0.5464,0.81137706056431347,0.81137706056431347,1.0433938117483301,28,1.8998196851175266e-14
high,26,1.5,0.54800000000000004,0.81093659140104291,0.81093659140104291,1.0420120928819741,29,6.5832765653470118e-15
high,26,1.5,0.54959999999999998,0.8105031877252441,0.8105031877252441,1.0406418086158054,29,7.7924583441017453e-15
high,26,1.5,0.55120000000000002,0.81007687140404938,0.81007687140404938,1.0392829115171764,29,9.1148421378444684e-15
high,26,1.5,0.55279999999999996,0.80965761308702411,0.80965761308702411,1.0379353544526582,29,1.0665616456133934e-14
high,26,1.5,0.5544,0.80924539143012908,0.80924539143012908,1.0365990905863405,29,1.2408030409158874e-14
high,26,1.5,0.55600000000000005,0.80884020074697849,0.80884020074697849,1.0352740733781487,29,1.4583191574458349e-14
high,26,1.5,0.55759999999999998,0.80844202572828761,0.80844202572828761,1.0339602565821795,29,1.7000847536248227e-14
high,26,1.5,0.55920000000000003,0.8080508449933973,0.8080508449933973,1.0326575942450551,30,6.2243218193287628e-15
high,26,1.5,0.56079999999999997,0.80766664600706639,0.80766664600706639,1.0313660407042933,30,7.318891288401531e-15
high,26,1.5,0.56240000000000001,0.80728941799615772,0.80728941799615772,1.0300855505866939,30,8.6480753994082825e-15
high,26,1.5,0.56400000000000006,0.80691914875262671,0.80691914875262671,1.0288160788067466,30,1.0166178191128175e-14
high,26,1.5,0.56559999999999999,0.80655580873895705,0.80655580873895705,1.0275575805650519,30,1.1828091650758747e-14
high,26,1.5,0.56720000000000004,0.80619940910951771,0.80619940910951771,1.0263100113467607,30,1.3957846269150073e-14
high,26,1.5,0.56879999999999997,0.805849910164252,0.805849910164252,1.0250733269200332,30,1.6289566136290453e-14
high,26,1.5,0.57040000000000002,0.80550731276486864,0.80550731276486864,1.0238474833345088,30,1.8949228451340138e-14
high,26,1.5,0.57200000000000006,0.80517159749393263,0.80517159749393263,1.0226324369197997,31,7.2548047541892934e-15
high,26,1.5,0.5736,0.80484274243693121,0.80484274243693121,1.0214281442839974,31,8.5630758918723869e-15
high,26,1.5,0.57520000000000004,0.80452076416684459,0.80452076416684459,1.0202345623121958,31,1.0153085185889105e-14
high,26,1.5,0.57679999999999998,0.80420560684448994,0.80420560684448994,1.0190516481650336,31,1.1927087871971759e-14
high,26,1.5,0.57840000000000003,0.80389728961770568,0.80389728961770568,1.0178793592772499,31,1.4055125974375178e-14
high,26,1.5,0.57999999999999996,0.80359578452600278,0.80359578452600278,1.0167176533562583,31,1.6387493631874117e-14
high,26,1.5,0.58160000000000001,0.80330108188713101,0.80330108188713101,1.0155664883807367,31,1.921696777604549e-14
high,26,1.5,0.58319999999999994,0.80301316508682219,0.80301316508682219,1.0144258225992346,32,7.6934943469967769e-15
high,26,1.5,0.58479999999999999,0.80273202664859955,0.80273202664859955,1.0132956145287948,32,8.9980289099034791e-15
high,26,1.5,0.58640000000000003,0.8024576489388271,0.8024576489388271,1.0121758229535929,32,1.0668378608389852e-14
high,26,1.5,0.58799999999999997,0.80219001510095234,0.80219001510095234,1.0110664069235922,32,1.2467721884138493e-14
high,26,1.5,0.58960000000000001,0.80192912845515585,0.80192912845515585,1.0099673257532147,32,1.4814418476065672e-14
high,26,1.5,0.59119999999999995,0.80167495670920874,0.80167495670920874,1.0088785390200272,32,1.7492099232464113e-14
high,26,1.5,0.59279999999999999,0.80142749231450239,0.80142749231450239,1.0078000065634483,33,7.2526194409555496e-15
high,26,1.5,0.59440000000000004,0.80118674591842998,0.80118674591842998,1.0067316884834614,33,8.3479470597001848e-15
high,26,1.5,0.59599999999999997,0.80095266070785831,0.80095266070785831,1.0056735451393561,33,1.0080262322487649e-14
high,26,1.5,0.59760000000000002,0.80072526461872984,0.80072526461872984,1.0046255371484742,33,1.1941034986945825e-14
high,26,1.5,0.59919999999999995,0.80050452456908028,0.80050452456908028,1.0035876253849798,33,1.4146404185779278e-14
high,26,1.5,0.6008,0.80029043028232771,0.80029043028232771,1.0025597709786382,33,1.6590646227660873e-14
high,26,1.5,0.60240000000000005,0.80008298420558777,0.80008298420558777,1.0015419353136192,33,1.9665067777699784e-14
high,26,1.5,0.60399999999999998,0.7998821529482949,0.7998821529482949,1.0005340800273055,34,8.4305267281266099e-15
high,26,1.5,0.60560000000000003,0.79968793735926968,0.79968793735926968,0.9995361670091274,34,9.960804661786443e-15
high,26,1.5,0.60719999999999996,0.79950032528406589,0.79950032528406589,0.9985481583994037,34,1.1784929152808563e-14
high,26,1.5,0.60880000000000001,0.79931929819592662,0.79931929819592662,0.99757001658820599,34,1.4024285416374758e-14
high,26,1.5,0.61040000000000005,0.79914485265860036,0.79914485265860036,0.99660170421423389,34,1.6589232067707832e-14
high,26,1.5,0.61199999999999999,0.79897697660708322,0.79897697660708322,0.99564318416370701,34,1.9656558826081303e-14
high,26,1.5,0.61360000000000003,0.79881565270408472,0.79881565270408472,0.99469441956927385,35,8.7349376239492368e-15
high,26,1.5,0.61519999999999997,0.79866087132435504,0.79866087132435504,0.99375537380893431,35,1.0326321402979625e-14
high,26,1.5,0.61680000000000001,0.79851262184487537,0.79851262184487537,0.99282601050497898,35,1.2321841375060372e-14
high,26,1.5,0.61840000000000006,0.79837091041195718,0.79837091041195718,0.99190629352294379,35,1.4651386253694915e-14
high,26,1.5,0.62,0.79823568348744833,0.79823568348744833,0.99099618697058067,35,1.7422646037582545e-14
high,26,1.5,0.62160000000000004,0.79810697742099235,0.79810697742099235,0.99009565519684295,36,7.9054035353030894e-15
high,26,1.5,0.62319999999999998,0.79798474784716589,0.79798474784716589,0.98920466279088604,36,9.4424570078447024e-15
high,26,1.5,0.62480000000000002,0.79786901126830467,0.79786901126830467,0.98832317458108576,36,1.1272810479188467e-14
high,26,1.5,0.62640000000000007,0.79775973340558337,0.79775973340558337,0.9874511556340706,36,1.3407428925774002e-14
high,26,1.5,0.628,0.79765691306644493,0.79765691306644493,0.98658857125376875,36,1.5927882101969143e-14
high,26,1.5,0.62960000000000005,0.79756054379556651,0.79756054379556651,0.98573538698047447,36,1.8933501128830766e-14
high,26,1.5,0.63119999999999998,0.79747060911434453,0.79747060911434453,0.98489156858992488,37,8.9845901532658434e-15
high,26,1.5,0.63280000000000003,0.79738710328831786,0.79738710328831786,0.98405708209239873,37,1.0703636360191248e-14
high,26,1.5,0.63439999999999996,0.79731000867558555,0.79731000867558555,0.98323189373182385,37,1.2798328055251719e-14
high,26,1.5,0.63600000000000001,0.79723932310313861,0.79723932310313861,0.98241596998490666,37,1.5297072477691325e-14
high,26,1.5,0.63759999999999994,0.79717504477064183,0.79717504477064183,0.98160927756027427,37,1.8181324652744814e-14
high,26,1.5,0.63919999999999999,0.79711714296081371,0.79711714296081371,0.98081178339763253,38,8.9091671518760959e-15
high,26,1.5,0.64080000000000004,0.79706561971451051,0.79706561971451051,0.9800234546669413,38,1.0641652409902781e-14
high,26,1.5,0.64239999999999997,0.79702047156676925,0.79702047156676925,0.97924425876760468,38,1.2739057100596185e-14
high,26,1.5,0.64400000000000002,0.79698167153042965,0.79698167153042965,0.97847416332767745,38,1.5158083703483218e-14
high,26,1.5,0.64559999999999995,0.79694922952409797,0.79694922952409797,0.97771313620308908,38,1.8176593569393073e-14
high,26,1.5,0.6472,0.79692312144655697,0.79692312144655697,0.97696114547687973,39,9.0859428969958573e-15
high,26,1.5,0.64880000000000004,0.79690334863068701,0.79690334863068701,0.97621815945845836,39,1.0953725398178187e-14
high,26,1.5,0.65039999999999998,0.79688990461553089,0.79688990461553089,0.97548414668287264,39,1.2988722905495534e-14
high,26,1.5,0.65200000000000002,0.79688275987930191,0.79688275987930191,0.97475907591009692,39,1.5746713320964696e-14
high,26,1.5,0.65359999999999996,0.79688191383941831,0.79688191383941831,0.97404291612433713,39,1.8732562490415449e-14
high,26,1.5,0.6552,0.79688738131641423,0.79688738131641423,0.97333563653335009,40,9.6009067377754397e-15
high,26,1.5,0.65680000000000005,0.79689913671943213,0.79689913671943213,0.97263720656778363,40,1.1695619153522516e-14
high,26,1.5,0.65839999999999999,0.79691716300734106,0.79691716300734106,0.97194759588052893,40,1.389069233916621e-14
high,26,1.5,0.66000000000000003,0.79694144608933071,0.79694144608933071,0.97126677434609154,40,1.6765478372708272e-14
high,26,1.5,0.66159999999999997,0.79697200109389688,0.79697200109389688,0.9705947120599816,41,8.7952766435591032e-15
high,26,1.5,0.66320000000000001,0.79700881650634259,0.79700881650634259,0.96993137933811657,41,1.0695670699845523e-14
high,26,1.5,0.66480000000000006,0.79705187311239234,0.79705187311239234,0.96927674671624564,41,1.2788603876714952e-14
high,26,1.5,0.66639999999999999,0.79710116274883125,0.79710116274883125,0.96863078494938959,41,1.5598204905095545e-14
high,26,1.5,0.66800000000000004,0.79715669211052487,0.79715669211052487,0.96799346501129624,41,1.8679878599872102e-14
high,26,1.5,0.66959999999999997,0.79721842328371118,0.79721842328371118,0.96736475809391875,42,1.0061166932235649e-14
high,26,1.5,0.67120000000000002,0.79728637575585992,0.79728637575585992,0.96674463560690505,42,1.2271069875388307e-14
high,26,1.5,0.67280000000000006,0.79736052438045357,0.79736052438045357,0.96613306917711084,42,1.465388429877501e-14
high,26,1.5,0.6744,0.79744089891603864,0.79744089891603864,0.96553003064812781,42,1.7723682297821831e-14
high,26,1.5,0.67600000000000005,0.79752744895520644,0.79752744895520644,0.96493549207982998,43,9.8377712770860893e-15
high,26,1.5,0.67759999999999998,0.797620185589901,0.797620185589901,0.96434942574794125,43,1.1885631710049166e-14
high,26,1.5,0.67920000000000003,0.79771908278315207,0.79771908278315207,0.96377180414361796,43,1.4444467098607796e-14
high,26,1.5,0.68080000000000007,0.79782416875354845,0.79782416875354845,0.96320259997305258,43,1.7457061083483138e-14
high,26,1.5,0.68240000000000001,0.79793540727781787,0.79793540727781787,0.96264178615709584,44,1.0012629038664678e-14
high,26,1.5,0.68400000000000005,0.7980528031019658,0.7980528031019658,0.96208933583089662,44,1.2011146703193056e-14
high,26,1.5,0.68559999999999999,0.79817633570262769,0.79817633570262769,0.96154522234356588,44,1.4596776186881324e-14
high,26,1.5,0.68720000000000003,0.79830604274007166,0.79830604274007166,0.9610094192578541,44,1.7730975137391759e-14
high,26,1.5,0.68879999999999997,0.79844186930822403,0.79844186930822403,0.96048190034985326,45,1.0159387007316519e-14
high,26,1.5,0.69040000000000001,0.79858380498483972,0.79858380498483972,0.95996263960871664,45,1.2402993673434904e-14
high,26,1.5,0.69199999999999995,0.79873186504942684,0.79873186504942684,0.95945161123639922,45,1.5161721779122958e-14
high,26,1.5,0.69359999999999999,0.79888606881612578,0.79888606881612578,0.95894878964742114,45,1.8573038001668304e-14
high,26,1.5,0.69520000000000004,0.79904637575482695,0.79904637575482695,0.9584541494686476,46,1.0896300217950006e-14
high,26,1.5,0.69679999999999997,0.7992127706161366,0.7992127706161366,0.95796766553909507,46,1.3417452247819345e-14
high,26,1.5,0.69840000000000002,0.7993852669459085,0.7993852669459085,0.95748931290975425,46,1.6343711780325409e-14
high,26,1.5,0.69999999999999996,0.79956387584200705,0.79956387584200705,0.95701906684343818,46,1.9853699417324933e-14
high,26,1.5,0.7016,0.79974856291193619,0.79974856291193619,0.95655690281465167,47,1.2003634459689491e-14
high,26,1.5,0.70320000000000005,0.79993931320510769,0.79993931320510769,0.95610279650948193,47,1.4681417589923549e-14
high,26,1.5,0.70479999999999998,0.80013614863642202,0.80013614863642202,0.95565672382551337,47,1.8059436466881367e-14
high,26,1.5,0.70640000000000003,0.80033904725802374,0.80033904725802374,0.95521866087176577,48,1.0949089685169158e-14
high,26,1.5,0.70799999999999996,0.80054803536575458,0.80054803536575458,0.95478858396865263,48,1.3490875868746872e-14
high,26,1.5,0.70960000000000001,0.80076308099021931,0.80076308099021931,0.95436646964797012,48,1.6612306811616083e-14
high,26,1.5,0.71120000000000005,0.80098416113926141,0.80098416113926141,0.9539522946529021,49,1.0291352531822489e-14
high,26,1.5,0.71279999999999999,0.80121129101619959,0.80121129101619959,0.95354603593805609,49,1.2708527860358754e-14
high,26,1.5,0.71440000000000003,0.80144448358470777,0.80144448358470777,0.95314767066952244,49,1.5685903905982348e-14
high,26,1.5,0.71599999999999997,0.80168370646486464,0.80168370646486464,0.95275717622495659,49,1.9282435386180423e-14
high,26,1.5,0.71760000000000002,0.80192896148156156,0.80192896148156156,0.95237453019369145,50,1.2252785044865174e-14
high,26,1.5,0.71920000000000006,0.80218026347282756,0.80218026347282756,0.95199971037687314,50,1.5158146975808553e-14
high,26,1.5,0.7208,0.80243758542446986,0.80243758542446986,0.95163269478762524,50,1.8693840985777478e-14
high,26,1.5,0.72240000000000004,0.80270091890771045,0.80270091890771045,0.95127346165123916,51,1.2041249676355452e-14
high,26,1.5,0.72399999999999998,0.80297028048243324,0.80297028048243324,0.95092198940539274,51,1.4878577780426095e-14
