dataset,shard_index,shard_count,d,lambda_ratio,lambda_star,lambda,log2N,N,alpha,radial_order,angular_order,state_bins,gamma,delta,beta,objective,derivative_logdelta,derivative_scaled,neighbor_left,neighbor_right,H_constant,scale_type,theory_scale,collapse_ratio,row_error,steps,evaluations,cgal_version
phase_regimes,3,4,2,1.000000000000000056e-01,4.152787295564890901e-01,4.152787295564891457e-02,1.600000000000000000e+01,65536,1.003744503523236409e+00,256,64,65,9.959166539476383972e-01,4.083346052361602752e-03,4.960020279672557875e-01,4.369558381811869185e+04,5.783895176136866212e-04,1.323679573709810987e-08,1.216526563075603917e-02,1.219288038555532694e-02,2.454508286566957909e-01,subcritical,4.101847512128919612e-03,9.954894813342989313e-01,2.109423746787797427e-14,65536,30,6.1.1-I-900
phase_regimes,3,4,2,1.000000000000000056e-01,4.152787295564890901e-01,4.152787295564891457e-02,1.600000000000000000e+01,65536,1.003744503523236409e+00,512,128,129,9.959168158351645594e-01,4.083184164835440555e-03,4.960056028381770732e-01,4.369558359892482986e+04,-1.827551386668346822e-03,4.182462473652178109e-08,1.221336008165962994e-02,1.214473211439326406e-02,2.454503693627939631e-01,subcritical,4.101843674385857036e-03,9.954509457132809658e-01,2.065014825802791165e-14,65536,30,6.1.1-I-900
phase_regimes,3,4,2,1.000000000000000056e-01,4.152787295564890901e-01,4.152787295564891457e-02,2.400000000000000000e+01,16777216,1.002496335682157458e+00,128,32,33,9.997441400773139364e-01,2.558599226860636122e-04,4.971815914554862936e-01,1.117646334195978940e+07,2.409736625850200653e-01,2.156081536816148175e-08,1.882819645106792450e-01,1.979639120399951935e-01,2.451488028168214151e-01,subcritical,2.562076928358073295e-04,9.986426240918278019e-01,4.551914400963141816e-15,16777216,30,6.1.1-I-900
phase_regimes,3,4,2,1.000000000000000056e-01,4.152787295564890901e-01,4.152787295564891457e-02,2.400000000000000000e+01,16777216,1.002496335682157458e+00,256,64,65,9.997442591593905803e-01,2.557408406094197062e-04,4.972095753732956869e-01,1.117646288000921346e+07,-7.348367944359779358e-02,6.574860063735765234e-09,1.945946011692285538e-01,1.916855089366436005e-01,2.451451041755983162e-01,subcritical,2.562057600833365662e-04,9.981853668170238558e-01,2.320366121466577169e-14,16777216,30,6.1.1-I-900
phase_regimes,3,4,2,1.000000000000000056e-01,4.152787295564890901e-01,4.152787295564891457e-02,2.400000000000000000e+01,16777216,1.002496335682157458e+00,512,128,129,9.997442490199380805e-01,2.557509800619195417e-04,4.972071921260228788e-01,1.117646285001095757e+07,-6.872229278087615967e-03,6.148840979756737823e-10,1.932544540613889694e-01,1.930194906890392303e-01,2.451446422763710609e-01,subcritical,2.562055187134370214e-04,9.982258826671650542e-01,3.963496197911808849e-14,16777216,30,6.1.1-I-900
phase_regimes,3,4,2,1.000000000000000056e-01,4.152787295564890901e-01,4.152787295564891457e-02,3.200000000000000000e+01,4294967296,1.001872251761618093e+00,128,32,33,9.999840087548320655e-01,1.599124516793448691e-05,4.978861935914581927e-01,2.861541105560538292e+09,1.742839813232421875e-01,6.090563612193934768e-11,3.100371360778808594e+00,3.073008537292480469e+00,2.449959558676421401e-01,subcritical,1.600798808586531590e-05,9.989540898056007423e-01,9.992007221626408864e-15,4294967296,30,6.1.1-I-900
phase_regimes,3,4,2,1.000000000000000056e-01,4.152787295564890901e-01,4.152787295564891457e-02,3.200000000000000000e+01,4294967296,1.001872251761618093e+00,256,64,65,9.999840077585180342e-01,1.599224148196576323e-05,4.978833847644213439e-01,2.861540960602135181e+09,3.108978271484375000e+00,1.086469952479790135e-09,3.043280124664306641e+00,3.121493339538574219e+00,2.449922486596639026e-01,subcritical,1.600786697128316673e-05,9.990238868585405996e-01,2.264854970235319342e-14,4294967296,30,6.1.1-I-900
phase_regimes,3,4,2,1.000000000000000056e-01,4.152787295564890901e-01,4.152787295564891457e-02,3.200000000000000000e+01,4294967296,1.001872251761618093e+00,512,128,129,9.999840104441196642e-01,1.598955588033579289e-05,4.978909564623910100e-01,2.861540939983762741e+09,1.900196075439453125e-01,6.640464404644287333e-11,3.072977066040039062e+00,3.095072269439697266e+00,2.449917854524308880e-01,subcritical,1.600785183822628027e-05,9.988570635163678268e-01,2.020605904817784904e-14,4294967296,30,6.1.1-I-900
phase_regimes,3,4,2,2.000000000000000111e-01,4.152787295564890901e-01,8.305574591129782913e-02,1.600000000000000000e+01,65536,1.007489007046472596e+00,128,32,33,9.956568906748409775e-01,4.343109325159022482e-03,4.904410009848174101e-01,4.363716335615741264e+04,1.053467167366761714e-02,2.414151347942996715e-07,1.143557925388449803e-02,1.186538301408290863e-02,2.463717409854441764e-01,subcritical,4.382174461770946099e-03,9.910854446912785720e-01,5.551115123125782702e-15,65536,30,6.1.1-I-900
phase_regimes,3,4,2,2.000000000000000111e-01,4.152787295564890901e-01,8.305574591129782913e-02,1.600000000000000000e+01,65536,1.007489007046472596e+00,256,64,65,9.956580367334542103e-01,4.341963266545789679e-03,4.904647977503310829e-01,4.363716186422336614e+04,-5.339685230865143239e-03,1.223655481417312439e-07,1.175246702041476965e-02,1.154725899687036872e-02,2.463681102170957316e-01,subcritical,4.382142171706166975e-03,9.908312182521604727e-01,3.241851231905457098e-14,65536,30,6.1.1-I-900
phase_regimes,3,4,2,2.000000000000000111e-01,4.152787295564890901e-01,8.305574591129782913e-02,1.600000000000000000e+01,65536,1.007489007046472596e+00,512,128,129,9.956578645860164611e-01,4.342135413983538861e-03,4.904612228794102968e-01,4.363716164410876081e+04,-3.027244019904173911e-03,6.937307345041006947e-08,1.170622918289154768e-02,1.159352566173765808e-02,2.463676586570395233e-01,subcritical,4.382138155761753154e-03,9.908714101755058401e-01,3.186340080674199271e-14,65536,30,6.1.1-I-900
phase_regimes,3,4,2,2.000000000000000111e-01,4.152787295564890901e-01,8.305574591129782913e-02,2.400000000000000000e+01,16777216,1.004992671364315138e+00,128,32,33,9.997276220641941880e-01,2.723779358058120437e-04,4.934209390891948210e-01,1.116711598938799463e+07,1.795548014342784882e-01,1.607888747684789306e-08,1.798396334052085876e-01,1.870971005409955978e-01,2.457602356772345953e-01,subcritical,2.735457943631976543e-04,9.957306652799969848e-01,1.298960938811433152e-14,16777216,30,6.1.1-I-900
phase_regimes,3,4,2,2.000000000000000111e-01,4.152787295564890901e-01,8.305574591129782913e-02,2.400000000000000000e+01,16777216,1.004992671364315138e+00,256,64,65,9.997276939392164552e-01,2.723060607835448010e-04,4.934368035995408963e-01,1.116711554128817841e+07,7.571280002593994141e-02,6.779978208876498971e-09,1.819321531802415848e-01,1.850411258637905121e-01,2.457565711186835422e-01,subcritical,2.735437549195221378e-04,9.954753339686315261e-01,1.010302952408892452e-14,16777216,30,6.1.1-I-900
phase_regimes,3,4,2,2.000000000000000111e-01,4.152787295564890901e-01,8.305574591129782913e-02,2.400000000000000000e+01,16777216,1.004992671364315138e+00,512,128,129,9.997277396679916661e-01,2.722603320083338829e-04,4.934468991970430429e-01,1.116711551334696636e+07,-5.110027268528938293e-02,4.575959890825361344e-09,1.844653040170669556e-01,1.824998334050178528e-01,2.457561144171909184e-01,subcritical,2.735435007495143431e-04,9.953090870824400360e-01,6.594724766273429850e-14,16777216,30,6.1.1-I-900
phase_regimes,3,4,2,2.000000000000000111e-01,4.152787295564890901e-01,8.305574591129782913e-02,3.200000000000000000e+01,4294967296,1.003744503523236409e+00,128,32,33,9.999829663915604794e-01,1.703360843952061998e-05,4.950392619733164912e-01,2.859756497680089474e+09,1.927495002746582031e+00,6.740066870414376527e-10,2.900094509124755859e+00,2.941223621368408203e+00,2.454545102200292594e-01,subcritical,1.708597475528777392e-05,9.969351285766738791e-01,1.221245327087672194e-14,4294967296,30,6.1.1-I-900
phase_regimes,3,4,2,2.000000000000000111e-01,4.152787295564890901e-01,8.305574591129782913e-02,3.200000000000000000e+01,4294967296,1.003744503523236409e+00,256,64,65,9.999829674527515033e-01,1.703254724849667667e-05,4.950420708003568926e-01,2.859756354245061874e+09,2.604961395263671875e+00,9.109032632786465487e-10,2.880659103393554688e+00,2.951448917388916016e+00,2.454508286566957909e-01,subcritical,1.708584661884817420e-05,9.968804957962866808e-01,8.437694987151189707e-15,4294967296,30,6.1.1-I-900
phase_regimes,3,4,2,2.000000000000000111e-01,4.152787295564890901e-01,8.305574591129782913e-02,3.200000000000000000e+01,4294967296,1.003744503523236409e+00,512,128,129,9.999829773820470002e-01,1.702261795299975233e-05,4.950683607656494734e-01,2.859756333932231426e+09,-6.054162979125976562e+00,2.117020568252876726e-09,3.031184196472167969e+00,2.811825275421142578e+00,2.454503693627939631e-01,subcritical,1.708583063310293527e-05,9.963002863916541330e-01,1.720845688168992638e-14,4294967296,30,6.1.1-I-900
phase_regimes,3,4,2,2.999999999999999889e-01,4.152787295564890901e-01,1.245836188669467159e-01,1.600000000000000000e+01,65536,1.011233510569709004e+00,128,32,33,9.953578808330451055e-01,4.642119166954894460e-03,4.844375453972097900e-01,4.357872467618606606e+04,1.062369847204536200e-02,2.437817662399552525e-07,1.090184336499078199e-02,1.133956341800512746e-02,2.472891357979325466e-01,subcritical,4.718517981801394721e-03,9.838087265660194758e-01,2.386979502944086562e-14,65536,30,6.1.1-I-900
phase_regimes,3,4,2,2.999999999999999889e-01,4.152787295564890901e-01,1.245836188669467159e-01,1.600000000000000000e+01,65536,1.011233510569709004e+00,256,64,65,9.953591057943013132e-01,4.640894205698686825e-03,4.844613421627229077e-01,4.357872312737820903e+04,-4.704827006207779050e-03,1.079615617111090870e-07,1.120775052550015971e-02,1.103229066211497411e-02,2.472855551713747935e-01,subcritical,4.718483820753633338e-03,9.835562400969398711e-01,1.376676550535194110e-14,65536,30,6.1.1-I-900
phase_regimes,3,4,2,2.999999999999999889e-01,4.152787295564890901e-01,1.245836188669467159e-01,1.600000000000000000e+01,65536,1.011233510569709004e+00,512,128,129,9.953589217950370438e-01,4.641078204962956200e-03,4.844577672918013445e-01,4.357872290619241539e+04,-2.501776179997250438e-03,5.740820320463670356e-08,1.116371704847551882e-02,1.107638674875488505e-02,2.472851112209101809e-01,subcritical,4.718479585217062559e-03,9.835961184410749736e-01,1.665334536937734811e-14,65536,30,6.1.1-I-900
phase_regimes,3,4,2,2.999999999999999889e-01,4.152787295564890901e-01,1.245836188669467159e-01,2.400000000000000000e+01,16777216,1.007489007046472596e+00,128,32,33,9.997082512351095351e-01,2.917487648904648623e-04,4.892910763003973096e-01,1.115778145101660304e+07,2.503241412341594696e-01,2.243493855235460418e-08,1.685442570596933365e-01,1.786881573498249054e-01,2.463717409854441764e-01,subcritical,2.943598409526551195e-04,9.911296457637024382e-01,3.552713678800500929e-15,16777216,30,6.1.1-I-900
phase_regimes,3,4,2,2.999999999999999889e-01,4.152787295564890901e-01,1.245836188669467159e-01,2.400000000000000000e+01,16777216,1.007489007046472596e+00,256,64,65,9.997083870205363265e-01,2.916129794636734829e-04,4.893190602182223570e-01,1.115778101759462617e+07,-1.128856092691421509e-02,1.011720960387496721e-09,1.737940795719623566e-01,1.734689585864543915e-01,2.463681102170957316e-01,subcritical,2.943576719613437464e-04,9.906756549629502917e-01,1.110223024625156540e-14,16777216,30,6.1.1-I-900
phase_regimes,3,4,2,2.999999999999999889e-01,4.152787295564890901e-01,1.245836188669467159e-01,2.400000000000000000e+01,16777216,1.007489007046472596e+00,512,128,129,9.997083985817665219e-01,2.916014182334780713e-04,4.893214434654948319e-01,1.115778099174186774e+07,-2.006487920880317688e-02,1.798285808231373233e-09,1.739653069525957108e-01,1.732906643301248550e-01,2.463676586570395233e-01,subcritical,2.943574022019424604e-04,9.906372866867004801e-01,3.574918139293004060e-14,16777216,30,6.1.1-I-900
phase_regimes,3,4,2,2.999999999999999889e-01,4.152787295564890901e-01,1.245836188669467159e-01,3.200000000000000000e+01,4294967296,1.005616755284854502e+00,128,32,33,9.999817376818685988e-01,1.826231813140122284e-05,4.918990802711264987e-01,2.857974069160255432e+09,2.846360206604003906e+00,9.959363303251859618e-10,2.688233852386474609e+00,2.813383579254150391e+00,2.459131051942205770e-01,subcritical,1.838035806648263975e-05,9.935779306010001921e-01,9.769962616701377556e-15,4294967296,30,6.1.1-I-900
phase_regimes,3,4,2,2.999999999999999889e-01,4.152787295564890901e-01,1.245836188669467159e-01,3.200000000000000000e+01,4294967296,1.005616755284854502e+00,256,64,65,9.999817484558479741e-01,1.825154415202590030e-05,4.919256858636578134e-01,2.857973927252438545e+09,-3.163099288940429688e+00,1.106762822004233148e-09,2.809797763824462891e+00,2.679832458496093750e+00,2.459094491107041425e-01,subcritical,1.838022143209328335e-05,9.929991441864404189e-01,5.295763827461996698e-14,4294967296,30,6.1.1-I-900
phase_regimes,3,4,2,2.999999999999999889e-01,4.152787295564890901e-01,1.245836188669467159e-01,3.200000000000000000e+01,4294967296,1.005616755284854502e+00,512,128,129,9.999817538619701907e-01,1.824613802980934452e-05,4.919390418244049545e-01,2.857973907255286694e+09,-5.776762962341308594e+00,2.021279112337711920e-09,2.866308689117431641e+00,2.630525588989257812e+00,2.459089936989562186e-01,subcritical,1.838020441246944104e-05,9.927059362533996456e-01,7.305267502033530036e-14,4294967296,30,6.1.1-I-900
phase_regimes,3,4,2,4.000000000000000222e-01,4.152787295564890901e-01,1.661114918225956583e-01,1.600000000000000000e+01,65536,1.014978014092945413e+00,128,32,33,9.950091801794475055e-01,4.990819820552494512e-03,4.779067165194050282e-01,4.352024072194338078e+04,3.615785317379049957e-03,8.308284277379769727e-08,1.051214709877967834e-02,1.067445136141031981e-02,2.482066962157015444e-01,subcritical,5.133201937109690624e-03,9.722625140601099947e-01,4.440892098500626162e-15,65536,30,6.1.1-I-900
phase_regimes,3,4,2,4.000000000000000222e-01,4.152787295564890901e-01,1.661114918225956583e-01,1.600000000000000000e+01,65536,1.014978014092945413e+00,256,64,65,9.950094911067196568e-01,4.990508893280343194e-03,4.779123341737100961e-01,4.352023910223345592e+04,-4.957528290105983615e-04,1.139131675830237718e-08,1.059389035799540579e-02,1.059172721579670906e-02,2.482031650844512272e-01,subcritical,5.133165423037913157e-03,9.722088578877041698e-01,1.065814103640150279e-14,65536,30,6.1.1-I-900
phase_regimes,3,4,2,4.000000000000000222e-01,4.152787295564890901e-01,1.661114918225956583e-01,1.600000000000000000e+01,65536,1.014978014092945413e+00,512,128,129,9.950092932461513939e-01,4.990706753848606070e-03,4.779087593027881997e-01,4.352023887977358390e+04,1.599662937223911285e-03,3.675675911713271423e-08,1.055202825227752328e-02,1.063369026815053076e-02,2.482027286240814645e-01,subcritical,5.133160909750859174e-03,9.722482582551328356e-01,1.443289932012703503e-14,65536,30,6.1.1-I-900
phase_regimes,3,4,2,4.000000000000000222e-01,4.152787295564890901e-01,1.661114918225956583e-01,2.400000000000000000e+01,16777216,1.009985342728630275e+00,128,32,33,9.996852572190862984e-01,3.147427809137015586e-04,4.847307954811578279e-01,1.114845915003572404e+07,1.569450832903385162e-01,1.407773766564284431e-08,1.603356767445802689e-01,1.667869500815868378e-01,2.469833192035101044e-01,subcritical,3.200334927367111913e-04,9.834682558448273326e-01,5.107025913275720086e-15,16777216,30,6.1.1-I-900
phase_regimes,3,4,2,4.000000000000000222e-01,4.152787295564890901e-01,1.661114918225956583e-01,2.400000000000000000e+01,16777216,1.009985342728630275e+00,256,64,65,9.996854037063656051e-01,3.145962936343948968e-04,4.847587793989657223e-01,1.114845873245592229e+07,-7.676845416426658630e-02,6.886015009480603439e-09,1.650223042815923691e-01,1.621254775673151016e-01,2.469797219352896367e-01,subcritical,3.200311621127067485e-04,9.830176897698549299e-01,1.376676550535194110e-14,16777216,30,6.1.1-I-900
phase_regimes,3,4,2,4.000000000000000222e-01,4.152787295564890901e-01,1.661114918225956583e-01,2.400000000000000000e+01,16777216,1.009985342728630275e+00,512,128,129,9.996853912334490166e-01,3.146087665509833542e-04,4.847563961516949127e-01,1.114845870871624909e+07,-2.049980685114860535e-02,1.838801881655726072e-09,1.638933420181274414e-01,1.632492076605558395e-01,2.469792754626395637e-01,subcritical,3.200308728476114191e-04,9.830575523905473734e-01,1.709743457922741072e-14,16777216,30,6.1.1-I-900
phase_regimes,3,4,2,4.000000000000000222e-01,4.152787295564890901e-01,1.661114918225956583e-01,3.200000000000000000e+01,4294967296,1.007489007046472596e+00,128,32,33,9.999802680722766901e-01,1.973192772330989442e-05,4.884096427023282838e-01,2.856193806510491848e+09,5.117654800415039062e-01,1.791774349748153177e-10,2.550446987152099609e+00,2.602708339691162109e+00,2.463717409854441764e-01,subcritical,1.997731343090104395e-05,9.877167814160844328e-01,4.551914400963141816e-15,4294967296,30,6.1.1-I-900
phase_regimes,3,4,2,4.000000000000000222e-01,4.152787295564890901e-01,1.661114918225956583e-01,3.200000000000000000e+01,4294967296,1.007489007046472596e+00,256,64,65,9.999802797132623100e-01,1.972028673768999596e-05,4.884362482949130557e-01,2.856193666131301403e+09,-4.679799079895019531e+00,1.638474006643177519e-09,2.667038440704345703e+00,2.486470699310302734e+00,2.463681102170957316e-01,subcritical,1.997716622801115185e-05,9.871413449040149501e-01,2.320366121466577169e-14,4294967296,30,6.1.1-I-900
phase_regimes,3,4,2,4.000000000000000222e-01,4.152787295564890901e-01,1.661114918225956583e-01,3.200000000000000000e+01,4294967296,1.007489007046472596e+00,512,128,129,9.999802738703666982e-01,1.972612963330178104e-05,4.884228923342189832e-01,2.856193646467580318e+09,2.391338348388671875e-01,8.372465751214656546e-11,2.560046672821044922e+00,2.591671943664550781e+00,2.463676586570395233e-01,subcritical,1.997714792025526682e-05,9.874347285230353766e-01,2.042810365310288034e-14,4294967296,30,6.1.1-I-900
phase_regimes,3,4,2,5.000000000000000000e-01,4.152787295564890901e-01,2.076393647782445451e-01,1.600000000000000000e+01,65536,1.018722517616181822e+00,128,32,33,9.945957286480651138e-01,5.404271351934886169e-03,4.707302605959635122e-01,4.346167580831882515e+04,-9.888353815767914057e-04,2.275189263151979965e-08,1.008169128908775747e-02,1.006546455028001219e-02,2.491244237958578078e-01,subcritical,5.663405982016236385e-03,9.542440307291734092e-01,2.176037128265306819e-14,65536,30,6.1.1-I-900
phase_regimes,3,4,2,5.000000000000000000e-01,4.152787295564890901e-01,2.076393647782445451e-01,1.600000000000000000e+01,65536,1.018722517616181822e+00,256,64,65,9.945953919418523137e-01,5.404608058147686300e-03,4.707246429416585554e-01,4.346167409919761849e+04,1.177166268462315202e-03,2.708515704608000293e-08,1.003809834946878254e-02,1.010852456965949386e-02,2.491209415205816735e-01,subcritical,5.663366400173462482e-03,9.543101534066644742e-01,3.996802888650563546e-14,65536,30,6.1.1-I-900
phase_regimes,3,4,2,5.000000000000000000e-01,4.152787295564890901e-01,2.076393647782445451e-01,1.600000000000000000e+01,65536,1.018722517616181822e+00,512,128,129,9.945956062118694874e-01,5.404393788130512633e-03,4.707282178125811734e-01,4.346167387499214237e+04,-8.251699910033494234e-04,1.898615302707317928e-08,1.007808102440321818e-02,1.006840670743258670e-02,2.491205124291802075e-01,subcritical,5.663361522817794702e-03,9.542731408468457799e-01,1.776356839400250465e-14,65536,30,6.1.1-I-900
phase_regimes,3,4,2,5.000000000000000000e-01,4.152787295564890901e-01,2.076393647782445451e-01,2.400000000000000000e+01,16777216,1.012481678410787733e+00,128,32,33,9.996572844914967115e-01,3.427155085032884685e-04,4.796125375677983693e-01,1.113914833858844638e+07,1.520100049674510956e-01,1.364646563156495386e-08,1.501624658703804016e-01,1.564744971692562103e-01,2.475949707931065225e-01,subcritical,3.528746565067280325e-04,9.712103212398143226e-01,3.552713678800500929e-15,16777216,30,6.1.1-I-900
phase_regimes,3,4,2,5.000000000000000000e-01,4.152787295564890901e-01,2.076393647782445451e-01,2.400000000000000000e+01,16777216,1.012481678410787733e+00,256,64,65,9.996574439978157534e-01,3.425560021842466440e-04,4.796405214856128141e-01,1.113914793829680793e+07,-5.274079740047454834e-02,4.734724567141235940e-09,1.542675979435443878e-01,1.523908656090497971e-01,2.475914067365041493e-01,subcritical,3.528721167342696629e-04,9.707652884407651506e-01,8.992806499463767977e-15,16777216,30,6.1.1-I-900
phase_regimes,3,4,2,5.000000000000000000e-01,4.152787295564890901e-01,2.076393647782445451e-01,2.400000000000000000e+01,16777216,1.012481678410787733e+00,512,128,129,9.996574304163701186e-01,3.425695836298814356e-04,4.796381382383325120e-01,1.113914791669775359e+07,-6.402842700481414795e-04,5.748054293168560392e-11,1.532202232629060745e-01,1.534310504794120789e-01,2.475909652954624007e-01,subcritical,3.528718021589249401e-04,9.708046421787943636e-01,1.236788449432424386e-13,16777216,30,6.1.1-I-900
phase_regimes,3,4,2,5.000000000000000000e-01,4.152787295564890901e-01,2.076393647782445451e-01,3.200000000000000000e+01,4294967296,1.009361258808090911e+00,128,32,33,9.999784609522680556e-01,2.153904773194437183e-05,4.844589377026440324e-01,2.854415693000005245e+09,-9.219646453857421875e-01,3.229959279045136800e-10,2.412460327148437500e+00,2.381925106048583984e+00,2.468304177884911577e-01,subcritical,2.202058820215729900e-05,9.781322612369749425e-01,6.439293542825907934e-15,4294967296,30,6.1.1-I-900
phase_regimes,3,4,2,5.000000000000000000e-01,4.152787295564890901e-01,2.076393647782445451e-01,3.200000000000000000e+01,4294967296,1.009361258808090911e+00,256,64,65,9.999784622941472190e-01,2.153770585278103056e-05,4.844617465296997549e-01,2.854415554169775963e+09,7.026195526123046875e-01,2.461518091105924728e-10,2.387468338012695312e+00,2.404669761657714844e+00,2.468268121720651187e-01,subcritical,2.202042736686560294e-05,9.780784675046348964e-01,4.674038933671909035e-14,4294967296,30,6.1.1-I-900
phase_regimes,3,4,2,5.000000000000000000e-01,4.152787295564890901e-01,2.076393647782445451e-01,3.200000000000000000e+01,4294967296,1.009361258808090911e+00,512,128,129,9.999784586766796712e-01,2.154132332032876462e-05,4.844541748315264740e-01,2.854415534858329296e+09,4.217028617858886719e+00,1.477370258941008387e-09,2.316440582275390625e+00,2.480146408081054688e+00,2.468263644329270756e-01,subcritical,2.202040739453854401e-05,9.782436325710940350e-01,3.419486915845482145e-14,4294967296,30,6.1.1-I-900
phase_regimes,3,4,2,5.999999999999999778e-01,4.152787295564890901e-01,2.491672377338934319e-01,1.600000000000000000e+01,65536,1.022467021139418009e+00,128,32,33,9.940973253247755714e-01,5.902674675224428569e-03,4.627759659090153743e-01,4.340298450376692199e+04,-1.293179593631066382e-03,2.979471592601729878e-08,9.580911340890452266e-03,9.559173427987843752e-03,2.500423200948630464e-01,subcritical,6.377064749005437530e-03,9.256099643876135596e-01,3.330669073875469621e-15,65536,30,6.1.1-I-900
