dataset,shard_index,shard_count,d,lambda_ratio,lambda_star,lambda,log2N,N,alpha,delta_128,delta_256,delta_512,objective_256,objective_512,beta_512,scale_type,theory_scale,collapse_ratio,location_rel_change,value_rel_change,derivative_scaled,neighbor_left,neighbor_right,first_order_ok,neighbor_ok,accepted
phase_regimes,0,4,2,1.024999999999999911e+00,4.152787295564890901e-01,4.256606977954012772e-01,1.000000000000000000e+01,1024,1.061409857781076216e+00,6.286232361335075680e-02,6.287891608615681083e-02,6.287642320114428252e-02,6.706138846689897264e+02,6.706138758175839030e+02,3.991337039238343487e-01,supercritical,3.148288872179825365e-02,1.997161815637636950e+00,3.964737314260814960e-05,1.319896015067622112e-08,2.189457065250118784e-07,1.390979718053131364e-03,1.414310784639383201e-03,1,1,1
phase_regimes,0,4,2,1.024999999999999911e+00,4.152787295564890901e-01,4.256606977954012772e-01,1.800000000000000000e+01,262144,1.034116587656153330e+00,5.201972658504527836e-03,5.202296760756119909e-03,5.202503018156945380e-03,1.728201612084165681e+05,1.728201604712525150e+05,4.214765770968085801e-01,supercritical,2.105516326011795669e-03,2.470891796888303737e+00,3.964580128173395473e-05,4.265498024793481948e-09,1.077667597011827741e-09,1.509508644812740386e-02,1.525094264070503414e-02,1,1,1
phase_regimes,0,4,2,1.024999999999999911e+00,4.152787295564890901e-01,4.256606977954012772e-01,2.600000000000000000e+01,67108864,1.023619176069644698e+00,3.787986046127622686e-04,3.786223045342262949e-04,3.785587219089503463e-04,4.439009077320250869e+07,4.439009070000924170e+07,4.371998181377711457e-01,supercritical,1.408059278592336779e-04,2.688514096419311272e+00,1.679597420324165189e-04,1.648865001931283688e-09,1.240236318683798890e-09,2.000871226191520691e-01,1.996882185339927673e-01,1,1,1
phase_regimes,0,4,2,1.050000000000000044e+00,4.152787295564890901e-01,4.360426660343135752e-01,1.000000000000000000e+01,1024,1.062907659190370779e+00,6.425804820305114351e-02,6.426205171853849318e-02,6.426459954008190145e-02,6.700938702309952077e+02,6.700938613727174697e+02,3.959831948831649684e-01,supercritical,3.412207796045887975e-02,1.883372976714741132e+00,3.964580129094540415e-05,1.321945812166248007e-08,4.477451046265266040e-07,1.409539203336862556e-03,1.415831980807524815e-03,1,1,1
phase_regimes,0,4,2,1.050000000000000044e+00,4.152787295564890901e-01,4.360426660343135752e-01,1.800000000000000000e+01,262144,1.034948699550205964e+00,5.442588749120069735e-03,5.442927842649325498e-03,5.442712053413623075e-03,1.727688884708865953e+05,1.727688877218387497e+05,4.178588095742307162e-01,supercritical,2.433832243860256130e-03,2.236272474055581938e+00,3.964737314498984361e-05,4.335548231392315535e-09,3.909425789741137627e-10,1.505206525325775146e-02,1.521368761314079165e-02,1,1,1
phase_regimes,0,4,2,1.050000000000000044e+00,4.152787295564890901e-01,4.360426660343135752e-01,2.600000000000000000e+01,67108864,1.024195253534758043e+00,4.048753732879273315e-04,4.046365142935659520e-04,4.046204721547264072e-04,4.438156261847686023e+07,4.438156254975447804e+07,4.335055024341987195e-01,supercritical,1.735895445217087909e-04,2.330903472726868486e+00,3.964737313986022564e-05,1.548444404380789508e-09,7.441085126023253119e-10,1.960464268922805786e-01,1.993458420038223267e-01,1,1,1
phase_regimes,0,4,2,1.074999999999999956e+00,4.152787295564890901e-01,4.464246342732257622e-01,1.000000000000000000e+01,1024,1.064405460599665121e+00,6.570741473004637623e-02,6.569007587371866741e-02,6.569268031266861652e-02,6.695715932495523930e+02,6.695715843836820795e+02,3.928123559941132936e-01,supercritical,3.684428973628331438e-02,1.782981319028553502e+00,3.964580129099784566e-05,1.324110897211642241e-08,5.291860860628868814e-07,1.421661518520522804e-03,1.426657209549375693e-03,1,1,1
phase_regimes,0,4,2,1.074999999999999956e+00,4.152787295564890901e-01,4.464246342732257622e-01,1.800000000000000000e+01,262144,1.035780811444258376e+00,5.703809392665792899e-03,5.703454046257938614e-03,5.703680173228753425e-03,1.727174987957353878e+05,1.727174980350443802e+05,4.141050665523443031e-01,supercritical,2.794444872997040637e-03,2.041078078993041611e+00,3.964580129793709870e-05,4.404249808232460767e-09,1.642034535459683543e-08,1.498971550608985126e-02,1.527357593295164406e-02,1,1,1
phase_regimes,0,4,2,1.074999999999999956e+00,4.152787295564890901e-01,4.464246342732257622e-01,2.600000000000000000e+01,67108864,1.024771330999871166e+00,4.345784271239105934e-04,4.343761660545730763e-04,4.343933879285000188e-04,4.437303334046406299e+07,4.437303327602101117e+07,4.295657783101926586e-01,supercritical,2.119327750645798075e-04,2.049675364257049992e+00,3.964580126108455864e-05,1.452302154197281211e-09,3.139876787232543094e-11,1.953578516840934753e-01,1.974674761295318604e-01,1,1,1
phase_regimes,0,4,2,1.100000000000000089e+00,4.152787295564890901e-01,4.568066025121380602e-01,1.000000000000000000e+01,1024,1.065903262008959684e+00,6.715673645349307108e-02,6.716092056804356947e-02,6.715825791953222712e-02,6.690470063634573989e+02,6.690469975125047313e+02,3.896291382421888660e-01,supercritical,3.964510788384396217e-02,1.693986004939094459e+00,3.964737314259525437e-05,1.322919421293155894e-08,3.997340950486086517e-07,1.432376909860977321e-03,1.441762291051418288e-03,1,1,1
phase_regimes,0,4,2,1.100000000000000089e+00,4.152787295564890901e-01,4.568066025121380602e-01,1.800000000000000000e+01,262144,1.036612923338311010e+00,5.985924657671559679e-03,5.986297603049473004e-03,5.986534944024235472e-03,1.726659808926174301e+05,1.726659801202753151e+05,4.102257268837142812e-01,supercritical,3.188400790190066246e-03,1.877597999110823146e+00,3.964580128265712578e-05,4.473041617139356606e-09,6.545396026862082132e-09,1.510384900029748678e-02,1.524160045664757490e-02,1,1,1
phase_regimes,0,4,2,1.100000000000000089e+00,4.152787295564890901e-01,4.568066025121380602e-01,2.600000000000000000e+01,67108864,1.025347408464984511e+00,4.688829205833355829e-04,4.686062998988660411e-04,4.686248789076419285e-04,4.436450233156510442e+07,4.436450227112510055e+07,4.253568781472106819e-01,supercritical,2.564087842661620653e-04,1.827647520925770985e+00,3.964580117725479205e-05,1.362350545545406917e-09,7.781086405462760271e-10,1.944029331207275391e-01,1.981784850358963013e-01,1,1,1
phase_regimes,0,4,2,1.149999999999999911e+00,4.152787295564890901e-01,4.775705389899624342e-01,1.000000000000000000e+01,1024,1.068898864827548811e+00,7.018842854910856133e-02,7.019280154935669813e-02,7.019558450955165618e-02,6.679907250452520202e+02,6.679907161423802791e+02,3.832475905776516201e-01,supercritical,4.546506561691742582e-02,1.543945522943049875e+00,3.964580129081149841e-05,1.332783753727939217e-08,2.940951728148558358e-07,1.460187790826239507e-03,1.474359625262877671e-03,1,1,1
phase_regimes,0,4,2,1.149999999999999911e+00,4.152787295564890901e-01,4.775705389899624342e-01,1.800000000000000000e+01,262144,1.038277147126416056e+00,6.626338094545047852e-03,6.628087112530933744e-03,6.627824336706389374e-03,1.725625111951777653e+05,1.725625104015794059e+05,4.020693843701619308e-01,supercritical,4.079965875551014136e-03,1.624480336079104470e+00,3.964737313405519714e-05,4.598903652965368294e-09,1.353301682047700608e-09,1.530780587927438319e-02,1.551028373069129884e-02,1,1,1
phase_regimes,0,4,2,1.149999999999999911e+00,4.152787295564890901e-01,4.775705389899624342e-01,2.600000000000000000e+01,67108864,1.026499563395210979e+00,5.537475467149999275e-04,5.534898220697082039e-04,5.534678785221736064e-04,4.434743219666883349e+07,4.434743214286791533e+07,4.161235688248792197e-01,supercritical,3.661093830480748545e-04,1.511755513923815908e+00,3.964737320111407052e-05,1.213168735194095562e-09,1.248275518113552113e-10,1.989911720156669617e-01,2.021640762686729431e-01,1,1,1
phase_regimes,0,4,2,1.199999999999999956e+00,4.152787295564890901e-01,4.983344754677868638e-01,1.000000000000000000e+01,1024,1.071894467646137938e+00,7.337767472089085086e-02,7.337310330355639731e-02,7.337601235436164160e-02,6.669246960923520646e+02,6.669246871569059749e+02,3.768547686835961863e-01,supercritical,5.154758990037797833e-02,1.423461552638440653e+00,3.964580128987295202e-05,1.339798370307770252e-08,4.307897469661307427e-07,1.485910732526463107e-03,1.521550409393057635e-03,1,1,1
phase_regimes,0,4,2,1.199999999999999956e+00,4.152787295564890901e-01,4.983344754677868638e-01,1.800000000000000000e+01,262144,1.039941370914521102e+00,7.380340007340113750e-03,7.382288043681017875e-03,7.381995366956162208e-03,1.724583733099338133e+05,1.724583724989102338e+05,3.934318584741069991e-01,supercritical,5.114654933874077623e-03,1.443302717856020712e+00,3.964737314327892515e-05,4.702720822961849226e-09,1.072815183836151231e-08,1.572899208986200392e-02,1.604954106733202934e-02,1,1,1
phase_regimes,0,4,2,1.199999999999999956e+00,4.152787295564890901e-01,4.983344754677868638e-01,2.600000000000000000e+01,67108864,1.027651718325437669e+00,6.667061669255458511e-04,6.663128390644867949e-04,6.662864225580600319e-04,4.433034526258786768e+07,4.433034521264263242e+07,4.058296109451633993e-01,supercritical,5.074565537936054707e-04,1.312992053363162270e+00,3.964737316024331457e-05,1.126660192082971202e-09,1.096569694448623174e-09,2.103326395153999329e-01,2.159690633416175842e-01,1,1,1
phase_regimes,0,4,2,1.250000000000000000e+00,4.152787295564890901e-01,5.190984119456113488e-01,1.000000000000000000e+01,1024,1.074890070464727065e+00,7.667578020359977486e-02,7.668055738999335347e-02,7.668359757266496324e-02,6.658486355541426747e+02,6.658486265468968668e+02,3.704938167863949805e-01,supercritical,5.785969666311364251e-02,1.325337013416314935e+00,3.964580129054208094e-05,1.352746772880063179e-08,2.840235921343380805e-07,1.529499923663024674e-03,1.563502196404442657e-03,1,1,1
phase_regimes,0,4,2,1.250000000000000000e+00,4.152787295564890901e-01,5.190984119456113488e-01,1.800000000000000000e+01,262144,1.041605594702626147e+00,8.260226123205982596e-03,8.262406404962119311e-03,8.262733987671966318e-03,1.723534504763974401e+05,1.723534496539739484e+05,3.843980590334231673e-01,supercritical,6.296847713799611813e-03,1.312201654418939212e+00,3.964580129721738497e-05,4.771726317506957630e-09,1.649644197226711516e-08,1.657443298608995974e-02,1.674893154995515943e-02,1,1,1
phase_regimes,0,4,2,1.250000000000000000e+00,4.152787295564890901e-01,5.190984119456113488e-01,2.600000000000000000e+01,67108864,1.028803873255664136e+00,8.151022749388614486e-04,8.147229108298459366e-04,8.146906104872231325e-04,4.431323277075102180e+07,4.431323272081813216e+07,3.946715422570684639e-01,supercritical,6.852415875027071356e-04,1.188910050623575909e+00,3.964737313406252228e-05,1.126816676971369941e-09,4.777960467181502971e-10,2.350163906812667847e-01,2.388799637556076050e-01,1,1,1
phase_regimes,0,4,2,1.300000000000000044e+00,4.152787295564890901e-01,5.398623484234358338e-01,1.000000000000000000e+01,1024,1.077885673283315970e+00,8.013033740705888253e-02,8.010919263346671926e-02,8.011236875251925849e-02,6.647623112556271963e+02,6.647623021482925196e+02,3.641831188584756518e-01,supercritical,6.437015873781834485e-02,1.244557576420145528e+00,3.964580129131870174e-05,1.370013709741969540e-08,3.714579628841628329e-07,1.586359354519117915e-03,1.605393281579381437e-03,1,1,1
phase_regimes,0,4,2,1.300000000000000044e+00,4.152787295564890901e-01,5.398623484234358338e-01,1.800000000000000000e+01,262144,1.043269818490731193e+00,9.282392058733157647e-03,9.282970386295330556e-03,9.283338431686161130e-03,1.722476187167447933e+05,1.722476178899810475e+05,3.750633650339467162e-01,supercritical,7.629273694745536925e-03,1.216805007019189588e+00,3.964580129647653607e-05,4.799855905067236823e-09,3.831578604072668916e-09,1.759716527885757387e-02,1.796167835709638894e-02,1,1,1
phase_regimes,0,4,2,1.300000000000000044e+00,4.152787295564890901e-01,5.398623484234358338e-01,2.600000000000000000e+01,67108864,1.029956028185890826e+00,1.006252784815253598e-03,1.005987255079610065e-03,1.006027139831666695e-03,4.429608435853244364e+07,4.429608430422560871e+07,3.829659638103436459e-01,supercritical,9.041786040721105314e-04,1.112642054679092496e+00,3.964580126864463263e-05,1.225996288140561181e-09,1.305648857953434472e-10,2.721043899655342102e-01,2.779205888509750366e-01,1,1,1
phase_regimes,0,4,2,1.399999999999999911e+00,4.152787295564890901e-01,5.813902213790846929e-01,1.000000000000000000e+01,1024,1.083876878920494224e+00,8.731065455292297273e-02,8.731609433155762545e-02,8.731263261503230400e-02,6.625582250082542259e+02,6.625582157081388459e+02,3.517665788009626815e-01,supercritical,7.787128942573089130e-02,1.121242928670213024e+00,3.964737314226241108e-05,1.403667656598116800e-08,2.534618805163318408e-07,1.701851974416968005e-03,1.729589301817213709e-03,1,1,1
phase_regimes,0,4,2,1.399999999999999911e+00,4.152787295564890901e-01,5.813902213790846929e-01,1.800000000000000000e+01,262144,1.046598266066941285e+00,1.176662402970851673e-02,1.176735713416554585e-02,1.176782367896478387e-02,1.720327256988101581e+05,1.720327248854668578e+05,3.560560363480476664e-01,supercritical,1.074830261993510970e-02,1.094854145354890340e+00,3.964580129391132051e-05,4.727840594240337949e-09,7.603029001267615875e-09,2.100533011252991855e-02,2.141984322224743664e-02,1,1,1
phase_regimes,0,4,2,1.399999999999999911e+00,4.152787295564890901e-01,5.813902213790846929e-01,2.600000000000000000e+01,67108864,1.032260338046343984e+00,1.538939646448578280e-03,1.539035528114518492e-03,1.539096546830376333e-03,4.426163338220982254e+07,4.426163330752034485e+07,3.593730980980708867e-01,supercritical,1.483449208350113603e-03,1.037512129277519124e+00,3.964580128745237580e-05,1.687454169691099290e-09,5.939119057911058979e-10,3.996034935116767883e-01,4.085538610816001892e-01,1,1,1
phase_regimes,0,4,2,1.500000000000000000e+00,4.152787295564890901e-01,6.229180943347336630e-01,1.000000000000000000e+01,1024,1.089868084557672478e+00,9.486260200423823896e-02,9.488764093143009504e-02,9.488387903487272013e-02,6.603117313268468251e+02,6.603117217400526897e+02,3.397693198546165028e-01,supercritical,9.184243874965876409e-02,1.033115848475063103e+00,3.964737314325333120e-05,1.451858844814513633e-08,6.898728175615327871e-07,1.834711165543012612e-03,1.893759377480819239e-03,1,1,1
phase_regimes,0,4,2,1.500000000000000000e+00,4.152787295564890901e-01,6.229180943347336630e-01,1.800000000000000000e+01,262144,1.049926713643151377e+00,1.484462379540507637e-02,1.484554867069975970e-02,1.484613725770744797e-02,1.718127452194948855e+05,1.718127444279529154e+05,3.374315876411483894e-01,supercritical,1.446599940421850437e-02,1.026278022199979434e+00,3.964580129304006242e-05,4.607003821151565664e-09,1.691725231088915901e-08,2.607378814718686044e-02,2.683072889340110123e-02,1,1,1
phase_regimes,0,4,2,1.500000000000000000e+00,4.152787295564890901e-01,6.229180943347336630e-01,2.600000000000000000e+01,67108864,1.034564647906797141e+00,2.296331730052392217e-03,2.296188668954868284e-03,2.296279706803794340e-03,4.422689674121047556e+07,4.422689663701308519e+07,3.371725345832218834e-01,supercritical,2.278356143664451907e-03,1.007866883844821038e+00,3.964580127425884832e-05,2.355973362379662715e-09,1.554531299528844962e-09,6.084028258919715881e-01,6.272476091980934143e-01,1,1,1
phase_regimes,0,4,2,1.600000000000000089e+00,4.152787295564890901e-01,6.644459672903826331e-01,1.000000000000000000e+01,1024,1.095859290194850511e+00,1.026999235891461471e-01,1.027063221765005530e-01,1.027103942123800406e-01,6.580230394258954902e+02,6.580230295700163197e+02,3.283345906221969979e-01,supercritical,1.061085103985754813e-01,9.679750834930102021e-01,3.964580129122766264e-05,1.497801555215026032e-08,4.604467635677248198e-07,2.011031687970898929e-03,2.071200678869900003e-03,1,1,1
phase_regimes,0,4,2,1.600000000000000089e+00,4.152787295564890901e-01,6.644459672903826331e-01,1.800000000000000000e+01,262144,1.053255161219361469e+00,1.846813090028165405e-02,1.847300555241238040e-02,1.847227317530497626e-02,1.715868966614451783e+05,1.715868958588467794e+05,3.199163764580898461e-01,supercritical,1.875989450447901677e-02,9.846682864285100090e-01,3.964737314426685017e-05,4.677504041669665549e-09,4.542486387156829960e-08,3.305038088001310825e-02,3.422786510782316327e-02,1,1,1
phase_regimes,0,4,2,1.600000000000000089e+00,4.152787295564890901e-01,6.644459672903826331e-01,2.600000000000000000e+01,67108864,1.036868957767250299e+00,3.294374566463087461e-03,3.295244114664086510e-03,3.295374762437131011e-03,4.419178050285851955e+07,4.419178036708968878e+07,3.171285285146815403e-01,supercritical,3.316473679003473576e-03,9.936381474395773461e-01,3.964580130117857182e-05,3.072264336227643432e-09,4.753789763864372493e-09,9.237790182232856750e-01,9.402224719524383545e-01,1,1,1
phase_regimes,0,4,2,1.750000000000000000e+00,4.152787295564890901e-01,7.267377767238558661e-01,1.000000000000000000e+01,1024,1.104846098650617670e+00,1.147312128258828334e-01,1.147240650897749514e-01,1.147286135975918997e-01,6.545133110185903433e+02,6.545133006707882259e+02,3.123702846975939251e-01,supercritical,1.277531405860931890e-01,8.980492618126751925e-01,3.964580128983392074e-05,1.580991876985396626e-08,6.836645297524191419e-07,2.319699941949693311e-03,2.398121959913623868e-03,1,1,1
phase_regimes,0,4,2,1.750000000000000000e+00,4.152787295564890901e-01,7.267377767238558661e-01,1.800000000000000000e+01,262144,1.058247832583676606e+00,2.477977282816812288e-02,2.477822905230597783e-02,2.477921144399908293e-02,1.712359436577781744e+05,1.712359427755987272e+05,2.963736618259207867e-01,supercritical,2.620374726965684492e-02,9.456361790167572279e-01,3.964580129296291466e-05,5.151835723957741414e-09,2.052859548738013287e-09,4.754444360150955617e-02,4.886751042795367539e-02,1,1,1
phase_regimes,0,4,2,1.750000000000000000e+00,4.152787295564890901e-01,7.267377767238558661e-01,2.600000000000000000e+01,67108864,1.040325422557929924e+00,5.271352990293576291e-03,5.272744360769743288e-03,5.272535318594617770e-03,4.413820287807612121e+07,4.413820270067115873e+07,2.910495165606390988e-01,supercritical,5.374251494482113270e-03,9.810734246449146490e-01,3.964737313153504373e-05,4.019306442610781893e-09,6.990141168666632061e-09,1.600737683475017548e+00,1.657224185764789581e+00,1,1,1
phase_regimes,0,4,2,2.000000000000000000e+00,4.152787295564890901e-01,8.305574591129781803e-01,1.000000000000000000e+01,1024,1.119824112743563083e+00,1.348073195253185474e-01,1.347989210509918934e-01,1.347935768397536815e-01,6.484756973786182925e+02,6.484756861363274538e+02,2.891176343784633840e-01,supercritical,1.636299617826748320e-01,8.237707530530368194e-01,3.964737314275125073e-05,1.733648782684726563e-08,5.024792498240050454e-07,2.968976490251407085e-03,3.067650374418917636e-03,1,1,1
phase_regimes,0,4,2,2.000000000000000000e+00,4.152787295564890901e-01,8.305574591129781803e-01,1.800000000000000000e+01,262144,1.066568951524201836e+00,3.700359520225304788e-02,3.700128988422290988e-02,3.699982293843662173e-02,1.706163779764797073e+05,1.706163769175280759e+05,2.642409901661812444e-01,supercritical,4.091399845649202477e-02,9.043316305978321701e-01,3.964737314362204126e-05,6.206623599404501642e-09,8.228876827219401976e-08,8.138360368320718408e-02,8.430313301505520940e-02,1,1,1
phase_regimes,0,4,2,2.000000000000000000e+00,4.152787295564890901e-01,8.305574591129781803e-01,2.600000000000000000e+01,67108864,1.046086197209062707e+00,9.860285662580126065e-03,9.859671368369071764e-03,9.859280473797249478e-03,4.404586309442577511e+07,4.404586288918124139e+07,2.563193046732049063e-01,supercritical,1.022912307751347449e-02,9.638441535101631708e-01,3.964737313855275236e-05,4.659791414099993880e-09,3.434904945032780550e-09,3.480904199182987213e+00,3.584208704531192780e+00,1,1,1
