dataset,shard_index,shard_count,d,lambda_ratio,lambda_star,lambda,log2N,N,alpha,radial_order,angular_order,state_bins,gamma,delta,beta,objective,derivative_logdelta,derivative_scaled,neighbor_left,neighbor_right,H_constant,scale_type,theory_scale,collapse_ratio,row_error,steps,evaluations,cgal_version
phase_regimes,0,4,2,5.000000000000000000e-01,4.152787295564890901e-01,2.076393647782445451e-01,1.800000000000000000e+01,262144,1.016642237881050459e+00,256,64,65,9.972829801082552237e-01,2.717019891744776317e-03,4.735421753810203915e-01,1.738827956250475836e+05,9.338480595033615828e-03,5.370560417702658795e-08,1.958586892578750849e-02,1.999966482981108129e-02,2.486110450715499354e-01,subcritical,2.828783795531728679e-03,9.604904751068314983e-01,2.409183963436589693e-14,262144,30,6.1.1-I-900
phase_regimes,0,4,2,5.000000000000000000e-01,4.152787295564890901e-01,2.076393647782445451e-01,1.800000000000000000e+01,262144,1.016642237881050459e+00,512,128,129,9.972830878266859544e-01,2.716912173314045553e-03,4.735453530440620895e-01,1.738827950667111145e+05,5.220266757532954216e-03,3.002175549070377593e-08,1.966807988355867565e-02,1.991713102324865758e-02,2.486106119002809978e-01,subcritical,2.828781331143230722e-03,9.604532324228913787e-01,1.487698852997709764e-14,262144,30,6.1.1-I-900
phase_regimes,0,4,2,5.000000000000000000e-01,4.152787295564890901e-01,2.076393647782445451e-01,2.600000000000000000e+01,67108864,1.011521549302265788e+00,128,32,33,9.998283789232914609e-01,1.716210767085390998e-04,4.810956015035229294e-01,4.456944198275107890e+07,-1.727845519781112671e-01,3.876749276892023919e-09,3.076841607689857483e-01,3.012036159634590149e-01,2.473597114692853705e-01,subcritical,1.763534848876862878e-04,9.731652131390479132e-01,1.221245327087672194e-14,67108864,30,6.1.1-I-900
phase_regimes,0,4,2,5.000000000000000000e-01,4.152787295564890901e-01,2.076393647782445451e-01,2.600000000000000000e+01,67108864,1.011521549302265788e+00,256,64,65,9.998283896152568850e-01,1.716103847431149632e-04,4.810990585215396131e-01,4.456944008222576976e+07,6.758980453014373779e-02,1.516505578832668787e-09,3.029255717992782593e-01,3.060713484883308411e-01,2.473561346729402921e-01,subcritical,1.763522098563226218e-04,9.731116206761972753e-01,3.541611448554249364e-14,67108864,30,6.1.1-I-900
phase_regimes,0,4,2,5.000000000000000000e-01,4.152787295564890901e-01,2.076393647782445451e-01,2.600000000000000000e+01,67108864,1.011521549302265788e+00,512,128,129,9.998284184340524572e-01,1.715815659475428134e-04,4.811083775346077784e-01,4.456943992728729546e+07,-7.592514157295227051e-02,1.703524695325320678e-09,3.057980909943580627e-01,3.031917214393615723e-01,2.473556913033942428e-01,subcritical,1.763520518064032783e-04,9.729490765205417446e-01,1.421085471520200372e-14,67108864,30,6.1.1-I-900
phase_regimes,0,4,2,5.999999999999999778e-01,4.152787295564890901e-01,2.491672377338934319e-01,1.000000000000000000e+01,1024,1.035947233823068858e+00,128,32,33,9.555158186937654508e-01,4.448418130623454925e-02,4.490563788712996218e-01,6.791597733811630633e+02,4.142711986787617207e-04,6.099760541121763247e-07,1.378848621698125498e-03,1.402961455028162163e-03,2.533481677920382813e-01,subcritical,5.135265918425170606e-02,8.662488372145777937e-01,3.330669073875469621e-15,1024,30,6.1.1-I-900
phase_regimes,0,4,2,5.999999999999999778e-01,4.152787295564890901e-01,2.491672377338934319e-01,1.000000000000000000e+01,1024,1.035947233823068858e+00,256,64,65,9.555185900511068420e-01,4.448140994889315802e-02,4.490653671181888407e-01,6.791596634234314251e+02,6.726793344569159672e-06,9.904583129483130218e-09,1.386939146186705329e-03,1.394747177982935682e-03,2.533449022191865962e-01,subcritical,5.135232822391450069e-02,8.662004525858753023e-01,6.772360450213454897e-15,1024,30,6.1.1-I-900
phase_regimes,0,4,2,5.999999999999999778e-01,4.152787295564890901e-01,2.491672377338934319e-01,1.000000000000000000e+01,1024,1.035947233823068858e+00,512,128,129,9.555203535522468483e-01,4.447964644775315168e-02,4.490710869116640303e-01,6.791596539601772520e+02,-2.672767323019797914e-04,3.935403564441589145e-07,1.392395029711224197e-03,1.389242165600990120e-03,2.533445055360320497e-01,subcritical,5.135228802059612491e-02,8.661667894897588926e-01,1.720845688168992638e-14,1024,30,6.1.1-I-900
phase_regimes,0,4,2,5.999999999999999778e-01,4.152787295564890901e-01,2.491672377338934319e-01,1.800000000000000000e+01,262144,1.019970685457260551e+00,128,32,33,9.970237596291666726e-01,2.976240370833327376e-03,4.662385131542340910e-01,1.736814660342721327e+05,1.010025880532339215e-02,5.815392416903213611e-08,1.846062962431460619e-02,1.891663856804370880e-02,2.494303704055561011e-01,subcritical,3.184628201989934872e-03,9.345644709714009402e-01,4.662936703425657470e-15,262144,30,6.1.1-I-900
phase_regimes,0,4,2,5.999999999999999778e-01,4.152787295564890901e-01,2.491672377338934319e-01,1.800000000000000000e+01,262144,1.019970685457260551e+00,256,64,65,9.970239450484631449e-01,2.976054951536855064e-03,4.662435066247284654e-01,1.736814626991680998e+05,2.997250703629106283e-03,1.725717101323941467e-08,1.860099143232218921e-02,1.877285246155224741e-02,2.494269042748054610e-01,subcritical,3.184606074820596749e-03,9.345127408590118145e-01,3.819167204710538499e-14,262144,30,6.1.1-I-900
